F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,Label
1.7974,1.7477,0.96743,0.4324,1.1385,4.314,2.4499,3.0952,4.9513,4.0127,2.3855,0.44711,1.4056,3.7787,0.93573,0.49162,1.4128,1.1249,1.8147,1.5263,1.0087,1.356,0.30077,1.5933,0.56982,1.321,0.86341,1.2797,0.32424,1.1485,1.2918,0.77678,1.5467,0.65217,0.91777,0.71756,0.63103,0.71665,0.44129,0.56889,1.0522,0.10164,0.66853,0.85547,0.28239,1.1807,0.50219,1.1064,0.90163,1.8888,0.58198,1,Corona
0.12974,0.4893,0.71132,0.77627,1.7947,5.3213,2.7153,3.0828,5.4397,6.116,6.2813,3.1103,1.3692,2.5352,1.5535,0.75022,0.70335,0.17199,0.44376,0.68802,0.63174,0.29109,1.2914,0.83265,0.55079,0.39353,0.56161,0.35292,0.81177,1.1304,0.51959,0.92951,0.9545,0.86218,0.85645,0.17655,0.61328,1.3039,0.99614,0.41123,0.5534,0.39319,0.28411,0.94934,0.44129,0.83245,0.82509,0.6079,0.44576,1.0391,0.30332,1,Corona
0.035095,0.21306,0.49895,0.98253,0.83243,5.3683,3.5933,4.9884,6.1124,4.9647,4.0293,1.2983,1.0879,1.5549,0.9893,0.39737,0.78403,0.74189,0.31664,1.5494,2.028,2.0133,2.3222,2.1686,0.80124,0.63076,0.28576,0.86605,0.62898,0.6194,0.33686,0.4296,0.46688,0.78503,0.48576,0.2886,1.1406,0.54807,1.0414,0.74027,0.7532,0.21342,0.47174,0.41822,1.0438,1.0085,0.49827,0.33718,0.34855,0.79395,0.20661,1,Corona
1.5955,1.0458,0.68856,1.045,0.59011,4.9471,3.641,4.0908,5.3263,4.0947,3.0209,0.064003,0.77533,0.28655,0.84907,0.99806,0.75217,0.64905,0.77952,0.5144,0.33965,0.83739,0.44143,0.44155,1.0201,0.49307,1.0459,0.14893,1.1604,0.22315,0.75733,0.62017,1.4383,1.2487,0.12239,0.70132,0.46379,0.85119,0.68592,0.18192,0.86966,0.53663,1.6423,0.89351,0.75219,0.91191,0.13612,0.61451,0.30349,1.8659,0.68239,1,Corona
0.2798,0.7027,0.63383,0.48145,1.4546,3.7008,2.1793,2.7389,2.3977,6.8456,6.6318,3.485,3.7168,3.4343,1.1049,1.9615,1.3519,1.9368,1.1685,0.34796,0.41938,1.1846,0.77588,1.2211,0.77624,0.11883,1.1596,0.29005,0.89329,0.9494,0.69043,0.12867,0.31862,0.17517,0.87516,0.45482,0.58896,0.97145,0.46426,0.598,0.5995,0.19604,0.81483,0.26776,0.23695,1.334,0.65556,0.74705,0.39045,0.49572,0.019225,1,Corona
0.28494,0.82593,1.3752,0.8238,1.083,3.9106,2.847,4.0214,4.2595,4.2667,2.1892,0.57953,2.6358,0.89384,0.86509,1.7521,1.5927,1.8644,1.4663,0.86519,0.40733,0.56989,1.4763,1.2834,1.2846,0.63235,0.93394,1.3278,1.5784,0.47166,0.29105,0.66262,0.61771,0.12938,0.29568,0.95489,1.2491,0.60398,0.43184,0.81921,0.6489,0.76443,1.0451,0.98113,0.73584,0.63797,0.56742,0.24266,1.423,1.3475,0.241,1,Corona
0.83265,0.45678,0.51814,0.49901,1.9271,2.6819,3.444,4.2687,6.6643,5.3036,6.1351,2.1875,1.447,1.0123,1.0956,0.34254,0.39946,0.8196,0.68813,1.1888,1.3412,1.639,2.064,1.9677,0.3152,0.95519,0.13392,0.58729,0.28599,1.1494,0.40195,0.99626,0.75912,0.67506,1.477,0.51795,1.3609,0.85747,0.94261,0.76761,1.9768,0.61697,0.55241,0.40053,1.1665,1.3125,1.6398,0.98052,0.76259,0.45695,0.40623,1,Corona
2.7641,1.2939,0.83426,0.73617,1.3171,4.6832,4.3919,5.0512,5.9774,4.8134,3.2402,2.786,0.23261,0.71544,1.5945,2.6501,0.53774,0.20457,1.0902,0.92757,0.85046,0.73257,2.8756,1.9518,1.4536,0.4787,0.21324,1.1346,0.58965,1.5266,0.92302,0.75041,1.06,1.7647,0.77154,0.86986,0.49469,1.7686,0.87161,1.0474,0.19494,0.35875,0.66425,0.75391,0.75047,0.99508,0.62756,0.4356,1.1384,0.88092,0.45414,1,Corona
1.2647,1.3501,0.78734,0.089221,1.3151,4.3324,3.5691,3.7662,6.0296,6.8757,6.1457,2.0696,1.2553,1.5774,1.1316,1.0579,1.5254,0.18777,0.82564,1.2663,1.0786,0.83329,1.7402,2.3625,0.48877,1.1024,0.91012,1.0359,0.088955,1.4345,0.45343,0.94403,1.1439,0.26421,1.1015,0.34179,0.83381,0.6979,1.2178,0.96927,0.77785,0.32324,0.42961,1.8741,1.1581,0.60955,0.76435,0.70925,1.8527,0.24257,0.3719,1,Corona
0.57102,0.59305,0.3608,0.60655,2.6408,5.7373,4.0705,4.0051,4.4136,6.0042,4.9901,1.4873,2.0343,1.5716,1.1942,2.2525,0.56114,0.85107,0.47298,0.6047,0.74319,0.65466,2.4135,2.5313,0.4467,1.3609,1.0533,0.86866,0.63269,0.64467,0.34953,0.81489,0.20629,0.82493,0.64742,0.77349,0.77767,1.1704,0.65534,1.0284,0.40097,0.4004,1.2958,0.98392,0.56729,0.27766,0.55247,1.6101,0.82593,0.85643,0.7047,1,Corona
0.096945,1.0683,1.2777,0.74691,2.0573,5.0448,3.6538,4.8095,3.3218,4.9124,2.4645,0.1824,2.2944,2.0274,0.89268,2.0713,0.17374,0.46615,1.7588,1.9852,1.1953,1.6901,0.91116,0.77656,0.83901,0.84697,1.3307,0.58302,1.5235,0.82421,0.1419,1.0008,0.78492,0.77447,0.62465,1.5287,0.9263,0.5421,0.25738,0.43844,0.13058,0.62,0.35444,0.47591,1.7804,1.0763,1.318,1.2157,1.1394,1.0352,2.3595,1,Corona
0.62772,0.96184,0.85795,0.48851,2.2731,8.3821,4.3649,9.0107,3.268,1.5814,1.4054,2.1047,0.96846,0.15926,0.31992,1.0847,0.97465,0.95865,0.57976,0.69781,0.54751,0.68773,0.3618,0.18613,0.22562,1.1096,0.46078,0.83137,0.91617,0.7009,0.3913,0.60667,0.53134,0.30685,0.48185,0.47051,0.28221,0.53465,0.42408,1.2546,0.50956,0.58012,1.1929,0.80997,0.85666,0.94964,0.67532,0.40317,1.25,0.48382,0.87995,1,Corona
0.362,0.26008,0.40012,1.0029,0.29617,4.5626,4.183,4.7537,6.9485,6.102,5.5233,2.3663,1.2044,2.005,0.057596,1.1841,1.0088,0.81424,0.52631,0.95291,0.76311,1.0621,2.7348,2.1201,0.78283,0.49539,0.16649,0.60831,1.501,0.35384,0.58574,1.111,0.22265,1.6057,0.52457,1.1362,0.95487,0.81356,0.5449,1.2091,0.66136,1.5629,1.662,1.0471,0.90551,0.23397,1.1054,0.50589,0.42993,1.9634,0.51819,1,Corona
1.452,0.3556,0.58102,0.85192,7.3724,5.0162,4.3374,1.9867,0.85884,0.64185,1.1824,1.745,0.4695,0.92488,0.76722,0.73366,1.0494,0.59377,0.92903,0.88075,0.20571,0.59675,0.5982,0.78425,0.6999,1.4006,0.26054,0.47458,0.57377,0.50541,0.48112,0.3699,1.4806,0.47828,0.8214,0.76752,0.28694,0.17986,0.78532,0.63736,0.5587,1.443,0.67677,0.70858,0.2289,0.34582,0.44623,0.83294,0.42495,0.34606,0.10359,1,Corona
1.352,0.71632,1.1122,1.3624,1.1068,5.4769,3.2422,4.6333,7.4336,4.0383,3.315,1.4943,0.066892,0.25187,1.112,2.1547,0.96878,0.18184,0.8847,0.44998,2.4542,2.1111,0.48491,1.8538,0.72255,0.44985,0.18985,0.15492,0.77036,0.59167,1.3587,1.4645,0.93251,0.43002,0.65863,1.4741,1.8176,0.41332,1.3054,1.1161,0.32447,0.74352,1.477,1.0858,0.47828,0.0083858,0.66249,0.62554,0.47644,1.2885,1.7029,1,Corona
0.53223,0.27017,1.0588,0.43828,1.2763,4.6714,2.7716,4.5259,6.2652,6.4138,5.7584,1.2991,1.1377,1.8506,0.78274,1.7624,0.85016,1.0045,0.74898,0.64089,0.91179,0.95466,2.9214,3.0358,1.611,0.14047,0.90032,1.471,0.85899,0.65544,0.66903,0.56072,0.68935,0.59077,1.8296,0.73887,0.093924,0.18299,0.9578,0.83802,0.79429,1.4653,0.6644,0.29941,0.52879,0.73671,0.53052,1.0455,0.52029,0.44997,1.5739,1,Corona
0.1947,0.97,0.82899,0.48344,1.7753,7.1365,4.4952,6.6549,6.9136,7.0973,6.8241,3.4684,1.7687,1.1434,1.4024,1.9784,0.84843,1.1207,1.1173,1.2286,1.498,1.2098,1.6875,2.1065,1.0204,1.2798,2.0882,0.56256,0.46137,1.1843,1.1849,0.37239,0.43697,1.1691,0.38441,1.3443,1.4518,0.82629,1.3143,0.23127,1.1641,0.72467,0.53487,0.40036,0.57071,0.7714,0.69693,0.097415,0.5727,0.43497,0.86901,1,Corona
0.34102,0.067277,1.3189,1.9975,1.8637,4.477,3.542,5.0255,8.0716,6.7652,5.2828,1.7785,0.68794,1.1218,0.91166,2.3932,1.508,0.8442,0.74557,1.6928,1.9069,1.9212,1.5913,1.9996,0.59091,1.0321,1.0539,0.92726,0.87097,0.69842,1.2405,0.76525,1.1347,0.91804,1.1689,1.1709,0.39877,1.4295,1.504,1.2833,0.85866,2.0552,0.5209,0.31176,0.96548,0.44158,0.89889,0.27695,1.4845,0.90391,0.92887,1,Corona
0.31344,1.8822,0.29317,1.4243,1.9529,3.6263,3.6644,5.2746,7.0301,4.5363,3.3999,1.3752,0.57586,0.39823,0.7759,2.8727,0.92333,0.99553,1.0868,1.3361,2.0413,1.1565,1.9055,1.5124,0.60115,1.0096,0.50042,0.70699,0.81196,0.86319,0.52051,0.88041,1.2247,0.46651,0.70748,0.36838,0.95595,0.51124,0.49025,0.69847,1.2924,0.71284,0.40845,0.73996,1.0766,0.20523,0.6068,0.5932,0.49217,0.9136,0.10887,1,Corona
1.1516,1.9971,1.4419,0.47894,2.1549,3.8111,2.9361,3.7323,7.4855,4.469,5.6396,2.165,0.44223,2.3868,1.0743,1.4248,0.87205,0.91854,0.85352,0.71277,0.94603,1.981,0.5051,1.3828,0.53499,1.2088,0.77893,0.27223,0.99158,0.60451,0.61413,0.36943,0.74794,0.40135,0.48196,1.1348,0.46331,0.7127,1.0197,0.64438,0.92665,0.60347,0.40549,0.74223,0.55541,0.98975,0.14221,1.1515,0.57844,0.72406,0.52365,1,Corona
0.21907,0.28786,0.82403,1.1417,2.9476,5.8145,5.4936,6.1712,7.6889,7.3343,5.0058,1.6963,0.67943,1.3307,1.5859,2.7629,1.3003,1.223,0.74154,1.1015,1.8528,0.83233,2.2062,1.8259,1.0769,0.57391,0.55677,0.52044,0.43622,0.37575,0.80569,0.35564,0.56737,1.1734,0.62524,1.0836,0.43721,0.64431,2.6873,0.62557,0.36434,1.2468,0.73749,0.98376,0.45506,0.65763,0.74103,1.3605,0.94129,0.49703,1.1838,1,Corona
0.36333,0.9034,0.90934,0.35098,1.5416,5.502,4.6098,6.246,9.4261,5.2223,3.2474,1.7394,1.2463,0.37483,1.188,3.7517,1.1195,0.33055,0.09905,0.6288,1.3841,1.2073,2.8658,1.8118,0.28574,2.4851,0.69371,0.48188,0.76816,1.0169,0.96928,1.1634,0.99206,0.40734,0.56758,1.9912,1.539,2.4101,1.6116,0.5089,1.9394,0.25869,0.6196,1.0721,0.76315,1.955,2.7113,1.0948,1.173,1.0223,2.0031,1,Corona
2.0888,1.4725,0.36711,0.60652,1.2407,4.9593,3.5025,3.865,4.152,9.1171,8.6524,2.2651,4.6458,4.5689,2.5726,5.5636,0.44673,0.79599,0.83663,1.0083,1.546,2.1655,2.5015,1.9907,1.319,0.41452,1.2001,1.4826,1.3299,0.38167,1.2707,0.97852,0.96914,0.64041,0.71567,1.1128,1.5605,0.50057,0.62746,1.6282,1.0878,1.3435,0.79422,0.38324,1.2781,1.256,0.74796,1.4457,0.94845,1.1628,1.0919,1,Corona
1.2917,0.58991,0.31009,0.33144,1.3809,4.7104,4.971,6.1288,7.2804,4.5621,5.9251,1.5647,0.49956,0.95686,0.86166,2.4977,0.98647,1.3712,1.3455,0.74076,0.32231,0.5861,3.2164,1.7225,0.55854,1.3659,0.61454,0.90212,0.10708,1.1109,1.2115,1.1978,1.4965,1.1164,0.94397,0.64523,1.5957,1.5563,0.9653,1.5834,0.71367,0.48261,0.47386,0.14434,0.83027,0.35555,0.4845,0.12421,0.28198,0.4896,0.33626,1,Corona
1.1629,0.99496,0.73999,0.8905,1.369,3.7798,0.93527,2.7948,6.1164,4.0538,2.5468,0.59503,2.1013,1.1279,0.65551,1.1418,1.2143,1.4438,1.5009,0.4616,1.5088,1.3769,1.9534,1.9145,1.5248,0.72782,0.53782,1.1343,0.75146,0.46173,1.4646,0.662,0.52144,0.93151,0.74954,0.52651,1.028,1.1009,0.073599,0.2499,0.40022,0.55507,1.4466,0.62142,0.16692,1.632,0.70748,0.68847,0.53212,1.28,0.56142,1,Corona
0.9258,0.77927,0.89237,0.9063,2.104,5.2337,4.2095,5.8988,9.0367,7.1514,5.6951,1.6008,0.81277,2.3051,1.3242,2.5916,0.87593,0.41241,0.78791,2.4075,2.0789,0.74745,2.1473,1.7991,0.83042,0.72074,0.93565,0.48194,1.1901,0.73512,1.7264,1.3978,0.64036,1.2369,0.67223,1.4806,1.5544,0.40791,0.48857,0.47706,0.47668,0.37059,1.44,1.461,1.0615,1.1074,2.0565,1.2043,1.4462,1.5778,0.46321,1,Corona
1.3915,0.66296,0.59758,0.22239,0.47253,4.5498,4.5806,5.587,7.9226,6.4173,4.1848,1.2157,0.83224,1.4197,2.273,2.6494,0.38603,0.56777,2.429,2.1093,2.0953,1.4317,1.9634,2.3829,1.0386,1.2319,0.674,0.57473,1.523,0.60447,0.93353,0.9828,0.1302,1.3702,1.7348,0.83232,0.65592,1.2638,1.5188,1.3413,1.2527,0.74757,1.1867,1.2459,0.89207,0.96752,0.65216,0.87494,1.2583,1.2429,0.70183,1,Corona
3.0861,2.3783,0.11905,1.7009,1.1784,4.6981,5.4621,6.0022,7.2508,4.2715,2.0438,1.2628,0.685,1.5699,1.5622,3.1391,1.5312,0.47998,0.82177,0.96715,1.0475,1.1983,1.7238,1.9697,1.4957,1.53,1.6058,0.35359,0.63425,1.7681,0.64489,1.5348,1.3831,0.82767,1.6919,0.38215,0.81886,1.6282,1.5941,1.2229,0.85464,0.58301,1.3536,0.81903,0.67288,0.82832,1.3891,0.96045,1.5291,0.79978,0.12871,1,Corona
1.2719,1.4676,0.86392,1.0479,2.1274,7.4108,4.2563,4.9274,6.8005,8.1581,6.506,2.4773,1.9979,1.1093,0.73026,1.4424,0.48651,1.5574,0.73219,0.8158,0.85078,2.8819,2.2626,2.0265,0.96362,1.5427,0.43024,1.8584,2.1011,1.4158,0.80799,0.96428,0.91324,0.40399,0.82297,0.59088,0.87756,1.3473,1.6443,0.81192,1.3133,1.2278,0.58805,1.3995,1.1793,0.54871,1.6096,0.81958,1.7336,2.4038,0.99172,1,Corona
1.2502,2.3873,1.2676,0.88348,1.7396,7.4829,6.591,9.0063,9.0098,5.5466,3.7688,1.3291,2.6005,1.0615,1.5053,3.4391,1.0455,0.74221,0.45372,0.58349,1.2401,3.2773,1.1314,1.1691,1.1787,1.4198,0.48625,1.8686,1.6373,1.4928,0.93733,1.3158,0.33254,0.77293,0.86781,0.27141,2.1138,1.7515,1.8354,0.34984,0.78396,0.47641,1.3639,1.6743,1.806,1.0182,0.82737,0.91139,1.3283,1.4188,0.58867,1,Corona
0.4452,1.1775,0.7426,0.5129,3.2883,7.2413,5.5888,6.0733,6.8035,8.2052,7.004,2.3144,1.8312,1.4626,2.689,2.269,2.2732,0.76485,0.74935,2.1598,1.471,1.6487,0.66555,1.2339,0.5048,0.68317,1.1969,1.2408,0.82209,0.51518,1.2101,0.22112,1.5054,0.84148,0.40314,0.43598,1.1331,0.9853,1.3946,0.42279,0.40635,1.6549,0.93688,1.2122,0.09606,0.70078,0.53053,0.49241,0.8342,1.6607,0.78702,1,Corona
0.074218,1.3532,0.47717,1.423,1.8076,5.3579,4.0392,6.5389,9.2856,3.4731,3.042,1.87,0.36804,0.4243,1.0009,4.631,2.3931,0.60166,0.2844,1.4496,1.6663,0.45967,1.8152,2.1658,0.39456,0.26681,1.5153,1.6074,1.9048,0.92199,1.7981,1.4047,1.7315,1.3522,0.98498,2.2416,0.80091,0.30098,0.40087,1.4987,0.82475,0.43507,1.5358,1.1015,0.56041,1.4747,2.2635,1.4362,1.3981,0.55738,0.8617,1,Corona
1.0485,1.601,1.7751,1.7446,0.77547,6.2123,2.3299,5.5995,6.8208,4.4599,2.4499,0.78572,0.61039,2.4971,1.8412,3.8953,1.6461,0.73706,2.2538,1.009,2.9154,2.066,2.4929,3.8137,0.69275,0.85312,0.93853,0.27819,0.91201,2.3741,1.5337,1.3778,1.4391,2.0078,1.0556,0.33668,0.7552,1.4165,0.65925,2.2095,1.6068,1.5595,0.58324,0.8844,1.2915,1.2875,0.32959,0.14733,0.64057,0.44711,0.73627,1,Corona
1.1901,1.3928,0.92044,0.074445,1.5854,6.5566,5.6269,7.5447,9.5324,3.2294,0.40747,2.0965,1.7643,0.79292,1.7117,5.4805,1.8536,2.6755,2.4148,0.55441,1.0462,0.72144,2.1785,1.9954,0.60604,1.4651,0.84751,0.98459,0.44426,0.7652,0.43344,1.7493,1.3458,0.92924,0.98445,0.68953,1.524,0.55159,0.7644,1.0445,1.0776,1.2517,1.1685,2.1789,2.1099,1.3862,1.0253,1.2369,2.237,1.8292,0.39808,1,Corona
0.62647,0.75115,0.43354,0.53264,3.9488,12.763,3.072,3.0686,3.909,0.53232,1.535,0.18912,0.54562,1.2926,1.0716,1.0682,0.19648,0.63674,0.31991,0.98272,0.43177,0.73154,0.9851,0.40221,0.97131,0.3998,1.0545,0.77662,0.36172,0.6763,0.32091,0.85849,0.286,0.67155,0.32997,0.99288,0.14948,0.81898,0.71808,0.3973,0.20299,0.53595,0.36971,0.30411,0.3951,1.2471,1.0616,0.94669,0.64664,0.22607,0.81175,1,Corona
0.60674,1.3891,1.3109,0.38909,2.2768,6.9187,5.9129,7.3935,10.648,4.8712,3.8268,2.9255,0.69402,2.1728,1.1631,2.037,1.7873,1.147,1.5659,2.45,0.65333,1.6444,0.55686,1.9171,1.6028,1.6668,0.31213,1.5047,1.1645,0.22015,0.5811,0.83023,0.77371,1.6837,0.49647,1.0949,0.93337,2.276,1.0602,2.0114,1.8714,1.983,0.45228,0.5949,1.2868,0.17846,1.1949,0.42615,1.3062,1.8614,1.0188,1,Corona
1.7645,0.92505,1.4705,2.8161,1.9412,10.623,6.8896,9.1116,8.1309,6.6172,1.9527,0.90831,1.1785,1.2999,3.3246,3.8353,1.6184,1.1888,1.6431,1.4337,3.7828,2.5801,3.4253,3.1247,1.1713,1.1803,1.5016,2.1007,2.4109,0.96331,1.0483,0.41359,2.3294,0.041401,0.49559,0.85029,0.69811,1.6387,1.6432,2.0903,0.89497,1.0107,1.1455,1.4848,1.8199,1.6285,2.2423,1.8877,0.43774,0.73285,2.6143,1,Corona
0.74394,1.0919,2.5062,2.5746,0.3586,10.248,5.4324,4.8278,6.0688,3.2822,2.6767,1.1786,0.84312,1.4619,3.1464,4.4052,4.0782,2.7574,0.90855,2.4569,2.1995,1.7852,3.3621,3.7004,3.1032,1.2815,1.0562,1.2663,0.26179,0.40167,1.0946,0.4034,0.79146,2.3496,1.5899,1.0534,0.062352,0.56108,0.80226,1.7184,0.50696,1.6464,1.9519,1.767,0.63867,0.97207,2.5978,3.0091,2.7482,1.9329,0.058765,1,Corona
1.1862,0.45728,0.41458,0.94886,1.723,6.9661,4.9959,3.9982,8.3524,5.8057,2.3989,1.4325,1.823,1.7865,1.8896,6.1981,1.2671,0.43361,0.82386,2.4416,1.1362,0.69799,2.2903,1.9817,0.59179,0.68206,0.47309,1.0443,0.84219,0.86156,2.7364,1.7562,1.3012,0.53099,1.3187,3.4404,1.7009,1.7786,0.9188,0.40689,1.8565,1.3689,0.73859,1.4153,0.51707,2.1451,1.4117,1.3563,0.5966,3.5458,1.7033,1,Corona
0.63145,1.1293,1.739,2.2071,3.4401,8.5293,4.3309,6.0593,7.8833,2.7858,3.7026,1.8116,3.4468,1.6006,2.1309,4.4646,0.18044,1.0223,0.62364,2.3772,1.8538,1.5458,2.5081,1.7939,0.44341,1.4535,1.6011,0.67132,1.4503,0.09297,0.34474,1.3273,1.4786,1.7465,3.1421,0.7142,1.4873,3.0369,0.87502,0.82529,1.4583,2.1394,2.1371,1.0383,1.0412,0.34269,0.69532,0.57818,1.1235,2.7503,2.6497,1,Corona
0.92526,0.90882,1.6843,1.674,3.1397,10.659,6.1491,8.0464,6.9678,3.3464,2.1407,0.36394,2.1757,3.1237,3.8429,3.0767,1.6583,1.5023,1.2088,1.2201,2.4407,3.265,0.46109,2.2464,2.4683,0.35937,0.65697,1.3491,0.95108,0.71428,1.6988,1.6747,1.5899,1.2119,0.69292,1.9011,0.8653,0.79049,1.3227,1.3942,0.5893,0.93486,0.64453,0.901,1.7619,1.6858,2.3323,0.48819,0.83347,1.5496,1.6943,1,Corona
0.1976,0.93505,0.95804,1.2798,1.2525,7.814,3.2759,6.999,7.9502,2.079,1.4343,1.6227,1.2046,1.8166,5.2438,4.6041,3.1703,2.0761,1.6741,0.50449,2.3666,2.9778,4.1201,2.9161,0.71821,1.6324,2.5378,0.49288,0.094593,0.97166,1.6731,1.9711,1.8846,2.177,1.8223,1.478,0.65706,0.72256,0.88761,0.81195,1.4275,0.82808,2.6082,1.5838,3.1015,0.59776,1.32,2.3383,1.2702,0.78921,0.22919,1,Corona
0.96166,0.44169,1.5762,1.6875,1.6426,10.403,7.559,10.729,9.5713,5.4899,0.99084,2.2981,2.0888,2.0134,4.3431,4.3885,4.1437,0.94007,0.51473,3.7847,3.3524,2.3632,1.5886,1.5234,1.784,0.87251,1.1059,0.7587,1.4273,1.512,2.7593,0.98915,2.3694,1.609,0.84083,0.93861,3.0864,1.3296,1.798,0.26665,1.687,2.9307,2.0564,2.5842,1.3902,0.83397,0.93892,0.49614,1.1171,2.7992,1.0273,1,Corona
1.1837,2.1795,0.80526,0.71468,1.8676,8.9387,3.3886,4.8264,7.5215,4.7546,3.6214,0.99653,0.72671,1.837,2.7765,6.6657,2.4286,2.5851,1.2714,1.4974,2.7435,2.7277,4.9463,3.6854,1.4161,2.9813,3.2491,1.0758,1.5851,0.5208,1.6954,0.58462,1.8424,0.82132,0.96785,1.2567,1.6533,2.4668,0.40682,1.6653,1.1339,0.95752,1.9353,3.0711,1.8914,2.2451,1.129,2.5563,2.4751,0.40338,1.8001,1,Corona
1.2103,1.4426,2.3009,0.32614,3.8583,12.086,8.9312,8.4213,6.6837,1.3674,1.6414,1.3104,0.82702,7.566,6.569,4.6118,1.3303,1.8458,0.43582,2.7062,2.0502,2.2592,1.2197,1.6101,0.86906,3.2286,2.9196,1.042,2.6476,1.5921,0.38675,3.7018,2.2242,1.7593,1.2367,1.51,0.70017,2.3123,1.6418,4.6324,1.9084,1.0278,1.8194,3.3185,0.16392,2.3505,0.38078,2.2065,1.3057,1.4787,2.5808,1,Corona
2.0675,1.0641,0.38708,0.36668,0.17505,0.85196,0.77927,0.90475,1.6661,1.7884,1.9195,0.58735,0.5053,0.54497,0.94321,1.212,0.25867,0.26557,0.20217,0.17775,0.40999,0.57536,0.4847,0.37198,0.24025,0.15734,0.27716,0.23918,0.25444,0.33067,0.28855,0.2173,0.25478,0.287,0.41066,0.23287,0.21213,0.32079,0.28978,0.14545,0.2793,0.20569,0.30564,0.35229,0.21957,0.1403,0.20185,0.25389,0.1363,0.24949,0.34824,1,Corona
2.5349,0.39361,2.1649,1.3053,2.528,11.924,6.9747,5.5401,5.716,0.93862,2.0176,3.4475,7.4045,5.1302,6.2574,11.368,2.691,0.59309,1.3131,2.4522,1.6039,3.4009,0.49159,1.89,1.6544,1.7729,1.3139,2.2321,2.2544,1.7308,2.1625,0.33602,2.4184,1.0921,2.5113,0.53976,1.7887,1.7102,1.6607,1.7842,3.718,1.0243,0.56386,1.0494,3.3324,1.9136,2.427,1.0508,1.1741,0.31569,1.8002,1,Corona
0.90037,0.45827,0.19368,0.20702,0.33209,1.2251,1.021,1.2568,2.0588,2.3221,2.831,0.95459,0.56228,0.88568,0.53852,1.0531,0.05168,0.47712,0.45599,0.19767,0.62436,0.51496,0.90853,0.80791,0.38542,0.25477,0.10091,0.49304,0.23852,0.47987,0.20783,0.44194,0.52616,0.5156,0.05807,0.088597,0.34971,0.33995,0.27352,0.069334,0.31321,0.24991,0.46017,0.13826,0.24219,0.21753,0.69349,0.10261,0.3163,0.50606,0.1235,1,Corona
0.91108,0.34863,0.324,0.051084,0.59333,1.3903,0.8581,1.3348,2.2694,2.6941,3.2162,1.0619,0.67845,1.1128,0.34236,1.3276,0.1417,0.21585,0.18977,0.32211,0.42252,0.31785,0.69802,0.48563,0.18286,0.27182,0.11363,0.2057,0.30595,0.66235,0.3689,0.17676,0.090661,0.65529,0.15511,0.026012,0.30199,0.49287,0.57149,0.16734,0.11326,0.16695,0.1891,0.41472,0.21498,0.11932,0.18693,0.046707,0.24621,0.24598,0.3962,1,Corona
1.8168,0.86192,0.36026,0.14144,0.28106,0.9145,0.93092,0.71301,0.54132,0.099981,0.39986,0.427,0.028625,0.20684,0.20998,0.33708,0.23009,0.18077,0.12417,0.13904,0.099141,0.19109,0.17404,0.12202,0.058115,0.11044,0.077149,0.092506,0.19051,0.16113,0.053535,0.08516,0.22937,0.080056,0.15321,0.057716,0.045584,0.18112,0.066124,0.17653,0.15414,0.080598,0.18319,0.08337,0.12568,0.055048,0.15066,0.077242,0.063512,0.094472,0.073529,2,Surface
1.8436,0.89915,0.34017,0.21532,0.39095,1.0676,1.0562,0.63048,0.52435,0.16379,0.4103,0.36815,0.07331,0.17254,0.064284,0.074589,0.20343,0.11736,0.089523,0.14812,0.038877,0.07281,0.16459,0.049922,0.15598,0.091518,0.099821,0.012758,0.13543,0.10685,0.13173,0.15857,0.12719,0.11147,0.093474,0.080294,0.17236,0.15382,0.10145,0.15918,0.10986,0.044164,0.083898,0.14739,0.06631,0.13989,0.061976,0.065282,0.052722,0.067571,0.10856,2,Surface
2.0001,1.0776,0.22502,0.28152,0.48313,1.0347,0.82313,0.61699,0.46899,0.072692,0.31655,0.26049,0.1645,0.16228,0.18874,0.23789,0.24578,0.25658,0.12844,0.11922,0.26614,0.22439,0.080079,0.20364,0.09801,0.097767,0.10237,0.10486,0.04127,0.12517,0.12433,0.13539,0.053132,0.032142,0.10089,0.14673,0.059005,0.026224,0.011967,0.066701,0.063709,0.15182,0.14706,0.032374,0.032613,0.082461,0.059963,0.11922,0.11614,0.11822,0.14303,2,Surface
1.7048,0.8817,0.25284,0.21031,0.5432,0.8913,0.96351,0.67968,0.75352,0.28582,0.25931,0.32941,0.071308,0.23971,0.1705,0.29379,0.10151,0.10481,0.24846,0.28667,0.19725,0.082628,0.15578,0.15885,0.085805,0.18959,0.015626,0.014517,0.14853,0.25113,0.026989,0.094749,0.099396,0.096242,0.12092,0.15704,0.16352,0.16409,0.053065,0.13261,0.13505,0.1221,0.038718,0.12396,0.10483,0.037832,0.070775,0.092057,0.18195,0.059862,0.1287,2,Surface
