F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Label
6.0432,1.0352,8.0058,7.1557,8.5125,6.1043,4.2901,2.0477,3.2128,6.6896,4.6076,2.5913,3.7992,4.8022,3.1141,5.4635,5.3533,3.9602,4.2243,5.9415,6.9005,3.8565,2.7042,1.0714,3.6442,4.5519,5.3629,0.48809,2.1635,6.8843,0.64637,13.154,11.601,10.065,6.3254,2,Surface
5.0795,2.5677,5.5541,3.81,4.0859,4.2062,1.9562,4.6512,2.688,12.02,1.9274,3.7243,3.5856,1.5981,1.5426,3.8573,8.9802,3.6222,5.4337,1.4106,0.60045,6.2131,2.167,0.77299,4.6332,2.4782,3.7902,4.0139,4.7669,2.5061,2.1312,6.7786,3.9904,3.8122,1.1495,2,Surface
1.509,3.7047,3.8038,3.9724,5.9435,2.7232,6.0368,0.58332,4.8882,1.1693,4.6077,5.0843,1.6219,2.5873,3.7282,4.7817,5.1211,1.2774,4.6962,3.5474,2.6637,4.0586,2.3484,2.3301,9.975,5.706,2.7017,9.1147,4.7495,3.4072,5.8696,6.2424,5.4751,0.67607,7.2593,2,Surface
15.179,5.9637,5.2164,4.8369,5.2758,4.2227,2.388,3.5221,6.4052,6.2462,4.9742,9.2583,4.4379,3.0558,7.4173,4.2892,4.0149,2.9696,5.2719,4.8853,4.6573,1.9206,7.243,7.1602,1.0966,4.6554,4.5052,8.7855,5.9464,1.8574,5.4154,5.2816,0.72774,1.915,4.0712,2,Surface
2.6274,2.9655,3.5755,1.3418,1.1379,0.95822,4.6641,1.4553,2.9708,2.3659,4.037,3.5246,3.1937,0.97229,3.8762,1.7294,2.2139,3.0183,3.8601,1.5609,0.92467,1.1442,3.0172,3.3412,4.5758,2.7001,1.9147,6.3362,1.5512,3.1023,0.70196,2.2531,1.1398,5.6241,2.5058,2,Surface
3.6012,6.5614,6.3584,6.9415,1.1591,5.8986,0.41531,5.2943,6.7318,2.0354,4.2979,4.7346,6.5699,1.7739,1.6961,6.7307,7.5335,6.822,1.0011,3.3589,5.9646,2.8124,7.0953,3.1304,8.9955,11.438,5.308,6.4575,5.3355,6.5778,16.342,4.3903,3.7601,6.6954,8.5146,2,Surface
5.5458,3.8235,7.4683,0.70404,9.429,7.4955,3.4124,5.4379,2.6232,4.1462,5.4964,4.2831,6.5014,0.77583,1.8346,3.4537,2.7615,6.3112,7.2162,5.1264,5.4199,6.4219,5.5335,1.2175,5.9391,6.5409,10.126,3.1033,6.0328,0.35924,5.9882,3.6586,6.1723,4.223,1.1152,2,Surface
1.7495,1.3573,1.2299,7.4623,10.07,3.4214,2.991,1.6521,1.9188,6.9738,1.6764,3.1869,1.2842,1.2756,0.91884,3.3014,3.0847,1.0741,1.7322,6.3257,6.0366,2.3302,2.8078,7.2016,7.0955,5.8858,8.0189,3.7464,2.4532,8.1267,7.2745,4.1624,6.6548,4.7873,9.4343,2,Surface
2.371,5.3077,3.3026,1.9588,4.3015,11.228,4.8819,1.8042,7.9637,2.2738,8.5829,5.8422,5.4979,2.6339,2.7571,4.3619,8.0352,6.4914,4.1186,1.2128,2.8404,5.4271,4.9703,0.4636,4.7052,7.6393,6.2263,8.7703,4.6013,4.7428,7.8293,5.9137,3.2934,5.8553,0.25954,2,Surface
3.074,5.9195,4.3153,2.2989,3.0642,4.3809,1.2018,8.3953,7.5335,3.0266,5.9249,3.8455,4.9095,4.8805,4.2766,1.0117,4.3636,5.8095,1.3421,4.8814,3.8802,10.684,6.2424,3.2773,3.1329,6.891,5.6817,6.7864,0.94899,2.6404,5.8656,9.5309,4.9615,4.0723,2.1157,2,Surface
0.0097028,4.4647,2.1609,2.2182,1.8993,5.2248,4.1741,2.0908,3.1002,4.1272,4.1532,4.2544,1.2521,3.36,6.6165,2.8805,4.5167,2.4023,6.418,2.971,5.0695,5.1576,1.6951,4.8217,1.5917,2.5318,1.9327,6.0161,7.7745,2.3994,1.9716,3.153,2.8942,5.8019,2.7684,2,Surface
2.533,4.8353,3.0084,1.4434,4.7188,4.1182,4.5375,2.0736,1.1282,2.1227,4.281,5.8738,4.0174,1.8315,2.6913,2.0677,1.5385,2.3319,2.4118,4.3684,5.1161,2.522,4.282,3.962,4.597,4.9546,2.7285,1.4467,5.8833,3.785,3.7846,2.8774,0.33912,4.4915,4.6696,2,Surface
9.9478,6.0084,6.2634,3.5736,1.3014,4.6987,9.0449,2.3684,3.2006,5.0525,4.3716,3.1403,6.7616,0.45323,2.047,4.1344,2.9034,1.9818,2.887,3.1873,2.5795,3.2336,0.74012,6.6883,6.8735,7.3457,11.117,5.5348,2.7268,6.9892,5.0363,4.9865,5.6173,6.7573,6.1957,2,Surface
8.9443,1.61,1.9763,2.5445,3.3482,2.059,1.5554,3.623,4.4266,2.5818,2.6226,4.4541,5.7629,2.3401,4.2005,1.593,3.021,2.8732,7.0835,8.4396,3.1068,6.0198,6.4518,3.9202,12.847,4.8765,3.8268,1.9709,1.749,4.8358,0.90315,6.9836,8.9758,3.0689,1.6784,2,Surface
3.0518,4.6317,4.6526,3.3006,0.58769,4.4203,5.209,9.2858,8.148,6.01,3.7996,2.0245,6.3032,5.5162,3.5174,10.47,6.7154,3.3885,4.6835,2.946,3.2572,5.3048,1.5664,3.1021,5.218,7.8254,4.8177,1.3726,2.0772,2.8678,3.6232,4.339,7.044,7.5851,7.8389,2,Surface
9.2367,4.343,2.7811,6.4097,1.062,2.0122,1.9793,1.8112,1.7633,1.7865,4.0854,3.9111,4.9848,0.4024,2.0691,4.1297,1.6611,0.99148,1.3307,8.0446,5.1054,4.4939,4.827,6.1227,4.7859,11.248,5.3323,3.9063,4.5053,2.0304,3.5208,6.5575,0.92909,4.9044,5.3578,2,Surface
0.50277,2.3375,2.439,4.1828,3.5259,0.74278,5.2621,1.5625,6.1785,0.90666,3.8244,7.9256,5.0167,2.0206,5.5649,2.8077,6.086,3.1668,3.5602,0.84123,3.3769,3.3517,5.6788,4.4503,5.6261,2.6944,3.4626,4.7462,2.5173,2.6875,3.318,2.6547,2.9063,1.9999,0.55772,2,Surface
2.1851,2.2752,10.758,5.4084,10.355,5.5568,3.5278,6.6012,0.70075,5.4294,2.7124,4.261,3.2123,4.8512,5.2071,2.701,5.3401,2.4493,5.3135,1.9243,2.9118,4.5754,1.7025,3.3733,3.6499,9.7273,1.9045,1.8188,9.4032,5.4959,1.2111,6.6271,8.0875,5.1492,5.104,2,Surface
5.0117,2.1811,0.37524,0.50071,3.0798,4.8507,3.3517,5.913,4.4329,5.0535,11.168,5.808,5.1267,6.2205,0.64642,4.842,6.8034,7.087,5.8741,3.6658,4.5421,7.2219,3.3988,1.8018,5.8803,4.79,0.17588,1.1236,2.9297,3.1478,2.751,6.5815,1.334,0.72056,3.959,2,Surface
5.0167,7.7693,5.926,0.47728,4.0444,3.2771,3.236,1.577,4.0975,2.0427,5.2576,6.3305,3.0366,1.8923,4.9807,0.37724,4.1954,5.4318,6.3417,4.4946,3.5105,3.3551,1.0258,5.0786,2.8317,3.4549,1.9417,5.1732,2.9294,1.4161,2.6312,4.3206,1.1184,8.4318,5.6065,2,Surface
3.7025,0.59406,4.745,4.8134,3.5979,1.4397,3.824,2.1848,4.0612,3.8936,2.2229,2.8259,5.4653,6.7337,4.001,3.8051,6.8673,2.7797,2.4668,4.175,3.7466,4.0236,1.2773,7.108,3.3377,2.9382,4.2828,5.0532,4.3703,4.0544,2.2301,6.1115,2.8081,1.0345,6.8504,2,Surface
2.2573,5.0757,3.9141,2.6845,4.1299,4.3353,3.3659,4.0539,3.4334,2.1026,3.7664,3.5901,1.4856,3.901,1.5766,3.7527,1.1843,0.48025,6.766,6.3688,5.5462,0.72443,4.4107,3.0832,3.362,2.7246,7.5471,3.3614,7.0992,4.8259,1.1591,8.8556,2.3853,5.9286,1.9797,2,Surface
8.4864,2.8362,8.3135,7.6576,8.2579,5.5916,4.1212,6.9576,4.2215,5.9144,2.2201,6.5802,3.7833,0.25395,5.9133,2.3467,6.0749,5.744,6.5882,1.3567,2.3446,3.4688,2.1516,6.9811,5.9738,8.5658,6.0375,5.852,4.7882,6.6721,4.79,3.6805,3.9992,6.2075,6.8657,2,Surface
2.3351,3.5477,2.4952,3.1781,2.6656,6.0908,4.3665,3.622,2.2026,3.5452,4.546,6.3375,3.6114,1.3928,4.3976,2.1796,4.5578,5.7316,3.9139,4.874,6.8875,3.2398,4.1031,5.4552,3.5463,1.5631,2.1649,0.81548,7.4322,3.7569,4.9206,7.8082,2.1684,2.0579,5.7479,2,Surface
5.3281,6.0105,5.8955,3.8076,6.8472,2.0897,2.3852,5.3187,1.9347,2.2717,2.8905,2.7409,5.7913,0.2666,5.4335,4.7303,2.7318,5.2468,7.9295,2.7561,3.7251,2.752,1.3542,4.7903,3.4583,4.2352,1.8562,5.7993,4.399,4.0471,2.5946,6.5599,4.6419,3.941,3.5335,2,Surface
0.4766,3.0782,4.5619,8.4518,2.7986,4.3163,5.1413,3.7021,5.9527,4.6502,2.9888,5.981,3.7715,5.5188,1.8017,1.7757,4.1425,3.1437,6.5696,0.80703,2.4349,7.81,2.3383,3.3102,9.8264,4.7262,6.0883,3.6281,1.1277,4.5407,2.1038,5.7254,3.1345,5.486,3.9286,2,Surface
1.3995,5.2328,4.2856,4.0768,3.9006,5.9174,2.5307,4.863,7.4782,7.9506,3.6053,2.6997,3.8262,1.395,1.7735,2.7903,8.6375,4.3702,1.4185,4.1089,3.6598,2.4948,2.8963,5.167,5.591,2.7132,4.6108,4.5004,1.3316,1.9518,8.0634,2.8612,3.1356,8.0211,1.8448,2,Surface
6.1586,7.2823,2.4756,2.783,3.8929,0.82978,2.3104,7.0643,7.0784,1.5601,4.9845,1.4626,1.2341,8.728,3.2331,6.3808,0.87155,2.6313,1.4991,1.8009,6.3562,3.0534,4.4236,5.3323,1.7156,4.4168,0.75506,0.89584,6.0947,3.8604,2.1083,3.1401,1.804,1.1633,5.0869,2,Surface
0.024189,1.8179,5.6171,2.9832,4.8574,2.4761,7.4281,5.0859,10.975,5.8077,6.9287,10.355,4.2156,4.9299,8.4252,3.6158,4.0674,5.1791,8.4285,4.1014,8.2898,5.6103,9.6375,4.0756,10.124,2.1831,3.8781,4.5041,7.819,4.6374,2.9309,5.1046,4.7318,10.211,5.5281,2,Surface
2.4895,4.3508,8.7872,2.8234,3.9141,11.045,7.9389,1.9118,4.132,4.3052,4.3782,8.234,5.945,2.9607,7.3751,1.7238,2.0318,4.0838,3.7805,3.4918,4.0689,5.1998,5.6362,3.3563,8.4679,2.66,7.9023,3.6166,8.899,2.6471,7.4781,1.075,3.2969,9.377,1.3633,2,Surface
7.1037,0.98085,2.6387,3.6752,8.8957,4.3469,8.9388,3.217,4.2261,4.0071,7.1912,3.3637,15.301,2.187,5.0082,1.122,13.99,1.0716,5.0489,2.3501,2.6621,2.5717,6.8025,11.942,3.9566,6.6105,7.4548,1.8241,2.1849,4.5811,9.2252,7.5968,3.7985,3.8918,8.3247,2,Surface
2.5243,1.5482,2.4873,3.3451,4.2435,6.6821,9.9962,2.1006,9.2682,7.2205,6.2933,0.9072,3.6233,6.8583,3.0058,2.1203,0.67853,4.7399,3.8994,4.6314,10.328,3.0388,6.384,6.5035,3.6578,2.9795,5.9686,5.3236,6.0617,2.6856,2.7093,4.9059,6.2484,6.9996,5.8733,2,Surface
0.14617,5.5857,5.1183,8.4913,2.6078,2.2985,4.396,10.402,0.61653,0.56087,1.5012,1.7263,4.1963,5.0861,3.8959,7.9538,6.3837,5.0957,5.4284,1.0461,6.5488,4.3862,2.3919,2.7434,6.584,1.1419,5.6621,2.1814,3.3081,7.8891,5.6595,2.5418,0.58412,9.4581,2.2951,2,Surface
3.9856,7.158,5.7777,5.1289,2.4245,1.5552,3.8955,11.994,3.9264,0.8573,1.272,4.3523,3.6316,8.3118,2.7866,9.3923,3.3013,0.96235,5.6341,1.473,5.6081,4.1145,4.1441,1.9799,2.2257,2.2551,5.4068,6.3209,2.2739,8.0598,3.8625,11.551,3.007,1.705,1.2808,2,Surface
7.4069,2.9685,3.6902,3.7855,1.714,8.9177,10.161,6.2286,5.5365,3.9213,0.77465,4.0869,2.576,3.4756,1.847,2.6076,4.8401,7.4883,8.0962,7.8449,5.8301,9.2611,12.242,8.9809,7.9411,10.379,5.7795,7.1288,4.7489,3.8057,3.8374,2.3377,3.6507,8.8376,5.902,2,Surface
3.2235,7.7752,9.9593,2.9924,1.565,7.0863,4.9106,8.2816,7.7539,1.5822,1.6861,17.184,10.352,6.097,6.1784,8.6349,10.37,7.4608,2.5308,8.4225,8.0964,4.7603,11.883,7.7336,2.4221,4.2484,5.5346,6.4878,7.587,3.9455,4.4842,6.342,6.4417,8.7658,5.4543,2,Surface
0.59649,14.272,5.614,2.2475,0.92654,2.9331,2.5249,6.7938,5.9687,2.8047,6.6419,4.1462,2.6896,4.5142,4.5335,2.2062,9.8495,7.1349,2.958,6.1486,5.0277,3.2188,2.0132,0.5047,5.7608,4.1144,2.9039,5.0898,1.8313,7.6239,6.2962,9.1334,1.4438,2.5241,3.9084,2,Surface
1.7595,4.7954,4.6446,1.2506,1.4083,3.6723,7.3108,5.7618,1.9091,5.9882,2.828,6.8141,2.3038,11.162,5.6472,3.8676,6.9142,5.3137,3.9192,3.7367,6.7107,0.99703,5.2525,5.3116,2.7373,1.1959,5.6485,3.098,4.8609,0.85473,2.572,2.4723,2.3522,5.6977,3.448,2,Surface
6.3847,9.4318,11.793,3.0821,8.0727,14.403,6.3545,7.5248,2.5272,5.5661,5.655,10.804,5.1084,5.1081,3.4953,9.2214,4.2375,13.651,8.8781,7.3829,10.128,5.3199,9.9533,11.824,15.899,3.7256,7.2988,5.446,4.1489,13.301,12.512,9.2062,5.3637,6.8978,11.274,2,Surface
3.1453,4.0206,1.5402,4.8741,0.80796,3.0755,6.0697,9.5872,5.6942,3.5013,4.5429,2.0205,9.9059,6.4146,3.8742,7.5907,5.4947,2.2193,1.2471,6.0203,4.0886,3.3995,2.6161,6.881,3.2877,6.8123,3.8206,2.1524,5.3166,2.9243,5.9819,6.7094,5.3482,4.5415,2.8464,2,Surface
1.5918,4.8623,0.95556,4.0306,11.074,3.8266,7.6212,9.5077,3.4225,3.9507,6.1853,3.4026,3.7119,6.8001,3.2124,7.6284,2.481,3.3375,2.4834,4.3157,4.5972,1.5462,5.884,3.6467,5.3611,2.4385,5.7459,2.1051,0.86923,1.3895,1.3002,3.0087,4.2873,0.43036,2.4003,2,Surface
13.238,3.2614,15.588,3.686,5.839,2.4357,3.365,1.8558,6.5146,1.1587,8.0148,11.83,7.5607,3.5313,4.0837,5.4983,5.4117,1.9693,5.3108,7.2615,4.157,5.5606,2.2605,2.5171,5.7778,7.565,13.027,4.6459,4.2792,1.2859,4.267,2.1739,6.4973,6.384,1.9436,3,Parallel
0.65789,6.8785,3.3276,2.8149,3.8139,3.3949,6.342,4.0309,8.7116,7.8105,8.9817,4.801,10.783,5.3521,4.5447,8.5826,3.5984,1.8008,3.91,4.9538,1.4927,3.7567,5.435,5.5339,1.3002,5.0129,6.0454,7.1437,2.2098,5.9618,6.1407,2.1487,4.0272,6.8707,4.3084,3,Parallel
1.5609,6.444,8.2007,2.1387,8.4173,7.1751,6.5408,8.2469,5.2512,14.202,3.5031,5.3557,4.957,6.5856,4.8856,5.3944,3.0916,2.6996,9.045,5.7737,5.8811,2.5619,3.5255,4.1351,7.614,3.4173,10.25,6.7331,4.8767,7.9225,10.127,6.3626,5.8622,1.5697,3.2443,3,Parallel
1.5664,1.6836,4.7805,2.5012,1.9991,2.1845,6.3877,6.6049,11.799,2.6358,11.283,0.94881,9.6983,10.567,4.7027,5.3489,8.3269,1.352,7.0022,3.1507,6.22,8.4,1.8411,6.0949,3.4009,5.606,5.3801,2.7642,8.0975,2.5531,2.5833,7.5825,8.5806,3.8542,5.7338,3,Parallel
1.1298,6.6319,8.1424,0.77621,7.8951,8.9246,6.1518,3.4887,5.0986,8.2199,3.3403,8.6769,9.548,14.766,16.727,10.597,4.4092,8.4929,3.1946,6.8343,4.7406,8.5638,5.9411,10.703,7.6358,11.756,7.921,9.4695,1.0039,6.1032,5.6042,7.3057,10.854,8.8489,7.2148,3,Parallel
10.605,7.7389,5.4448,1.3294,7.0777,3.5895,6.8952,6.7671,1.8983,5.9005,4.4119,8.867,8.5286,5.5986,8.3368,7.2997,7.0032,2.1006,5.0006,10.141,6.1174,7.0091,2.2633,9.7924,5.0971,8.4601,8.0511,2.0657,3.5714,5.7922,5.0128,10.092,2.0624,4.3538,2.21,3,Parallel
9.9135,3.8122,9.3454,2.7075,4.6169,9.4912,8.6794,4.9354,2.1361,7.7091,8.1843,6.4701,4.6157,2.6208,7.0005,4.1657,4.9495,1.4258,4.3411,3.5598,8.2012,2.7544,6.9927,2.462,4.6253,1.294,4.4353,5.7712,4.4653,4.1727,5.0731,5.0764,4.5234,5.2172,2.704,3,Parallel
12.604,0.39852,4.4778,1.7913,2.594,3.0616,6.6782,5.55,1.0658,1.7385,9.751,0.89261,5.2264,12.386,8.2247,7.0624,7.366,11.559,1.9577,2.9948,2.3691,1.8018,4.4762,5.3546,8.0013,1.8229,5.9614,5.4564,1.2594,4.2708,4.4007,0.63595,10.71,7.1083,4.7562,3,Parallel
0.011497,2.0036,4.8525,12.367,3.5789,5.3805,10.323,11.08,7.659,2.8827,7.9704,4.5815,1.457,6.1611,7.0337,3.8806,11.615,4.5545,13.894,9.4008,11.812,10.379,5.5869,2.2713,5.5928,9.7916,4.4604,8.2362,6.614,9.765,9.8355,9.836,8.7159,6.1612,3.2956,3,Parallel
10.387,1.6783,9.2211,16.357,3.9313,12.497,14.842,11.576,6.3533,5.5892,6.9081,4.2639,6.5784,5.0302,9.0143,22.48,5.5355,13.087,9.6767,4.2766,4.8739,3.0652,2.4654,11.37,9.5795,9.2102,10.618,12.026,13.987,8.9506,6.0928,5.4293,12.351,1.9283,4.9179,3,Parallel
5.7246,8.2823,8.1431,7.4045,5.9141,17.459,4.3423,13.614,6.7852,5.6578,10.093,3.8542,7.1218,3.0187,7.2212,3.4197,9.004,9.1423,4.4578,9.0064,6.7974,14.231,5.6051,4.7945,3.2448,4.4949,5.4773,7.8771,4.4299,1.8563,5.8801,4.6967,7.2705,7.4115,7.3637,3,Parallel
8.6617,7.6322,4.6351,8.1306,8.3078,14.372,8.3853,0.71487,9.2026,6.6837,13.902,7.6786,0.93281,3.8087,4.2032,10.208,7.7258,3.0352,8.4436,4.4674,3.4578,4.9051,10.439,17.01,8.8799,4.6334,7.3444,2.3493,11.809,14.079,9.8439,2.444,6.7809,9.6642,2.1492,3,Parallel
6.3834,2.2687,5.2089,5.4248,3.381,5.0925,4.1055,9.1561,5.2102,2.2949,5.6311,3.5334,2.9346,2.7875,8.7628,8.7466,5.5447,1.7637,1.1933,5.6035,5.1325,6.2539,6.5297,2.3087,11.582,5.6288,8.4791,2.7357,2.1525,5.5335,10.793,4.5102,1.5727,8.962,4.2783,3,Parallel
6.89,2.5893,4.5226,9.2232,9.6832,10.442,3.8803,2.1692,8.1662,6.783,3.2429,2.3384,4.8729,9.9582,3.9916,3.3,7.9382,3.3151,5.4833,1.6215,7.0525,6.6732,5.8191,3.9805,3.3548,13.738,4.7877,1.3943,5.9868,8.0958,9.6977,7.5616,8.9872,7.3573,4.5468,3,Parallel
2.6036,13.191,7.8192,1.7563,15.331,10.914,6.8894,4.8234,12.219,7.0135,7.2683,6.0593,8.2162,3.8642,3.2855,8.2917,4.336,6.7818,4.8636,2.7252,0.51207,6.9076,6.1707,4.2913,5.7697,4.3414,9.9633,2.33,3.511,5.395,1.5569,7.4744,9.2213,11.041,14.18,3,Parallel
2.4049,5.0948,7.8654,4.9247,3.0056,5.7724,3.7257,7.2463,7.2865,8.612,3.1921,2.5255,5.1456,3.0066,6.3226,5.8193,1.3042,7.9454,9.1745,2.3348,3.8647,1.2298,5.4931,0.5019,12.203,4.9446,10.653,6.6775,2.1682,8.0011,9.1329,9.1135,4.6525,5.6391,3.6863,3,Parallel
2.3671,2.5094,3.7939,1.7655,3.9543,5.5577,4.712,3.4195,3.9691,5.6877,4.4024,3.9793,12.209,7.9965,4.983,10.345,4.722,4.1289,1.5444,5.0353,4.9336,4.2892,5.9558,2.9743,2.8632,10.794,4.5433,3.1123,3.9927,2.1895,3.801,9.096,4.4897,6.9078,0.80151,3,Parallel
9.0005,2.4538,9.2762,4.2106,2.0108,3.6472,4.0015,5.023,5.2538,10.124,7.6152,5.7985,3.3234,4.7799,6.1028,10.3,6.3301,8.349,4.8881,10.449,1.9044,2.7286,5.1448,7.2121,2.6274,8.0799,2.2699,5.5745,3.576,7.6121,4.9301,3.1245,8.8522,7.1679,5.4877,3,Parallel
6.2051,7.8428,6.9477,8.9294,3.731,4.1616,2.1045,3.846,6.0393,5.7223,7.7985,2.8997,3.0346,2.2014,9.4764,3.849,12.098,2.0685,7.134,1.6175,6.3783,9.6254,3.5171,0.62719,3.2691,6.2549,5.2734,4.4341,3.1158,1.6167,5.215,2.7157,4.4984,4.1955,3.7159,3,Parallel
9.7566,1.9429,10.601,8.0423,8.7936,8.4222,7.2425,3.471,13.642,5.487,4.0006,8.0245,5.0842,1.8838,8.4711,3.9152,2.2154,6.4462,8.2779,4.3981,3.9113,4.9409,5.9897,5.2852,11.102,5.7026,7.5806,4.3637,7.2584,4.6524,9.3115,5.2252,2.796,5.7956,18.599,3,Parallel
0.988,20.29,20.686,10.545,5.8023,9.2367,5.7945,4.2528,0.52452,17.358,3.5321,7.642,6.0755,8.6459,10.455,17.999,8.8199,9.2025,9.2034,15.34,1.6144,5.5764,8.3138,2.1248,13.693,5.1261,5.1571,12.14,1.2094,9.7195,9.8765,19.823,9.0656,9.8808,13.462,3,Parallel
3.7476,1.8426,1.8422,5.8293,6.1483,8.2716,10.862,2.2107,2.5106,2.6348,5.8041,0.79765,4.3715,3.407,3.2482,5.3923,4.3353,2.4908,5.6433,4.2736,5.0337,6.9092,1.0152,4.3785,8.8349,6.9086,5.3442,5.0722,4.2688,3.3725,4.8266,3.0984,1.5845,1.099,3.699,3,Parallel
9.4702,5.6166,5.0277,3.5378,7.7403,2.0736,1.5046,5.7558,2.64,8.6415,2.4477,4.6179,7.1507,1.5363,6.3748,2.7133,2.4785,4.4823,4.5357,6.0608,3.9227,7.1023,5.0903,6.8293,7.0156,8.1028,2.1731,10.296,3.3859,4.5201,8.1388,9.9929,10.184,6.6054,1.8296,3,Parallel
10.216,6.1951,11,3.7361,2.7962,2.8227,8.948,11.691,7.003,7.897,1.1229,6.1748,2.467,9.8196,6.8932,4.7636,9.845,5.2923,2.803,14.508,6.4327,9.3904,10.105,10.232,6.7712,6.588,7.7907,7.3098,3.2202,7.3808,8.1709,6.0396,9.8972,4.93,8.6994,3,Parallel
12.79,6.4915,7.3426,9.7008,13.895,11.052,15.535,3.3004,2.0422,4.1334,5.1638,4.2066,7.7672,1.7836,6.6405,3.2526,15.259,15.075,13.06,4.5417,2.0831,11.757,6.8212,6.525,7.0173,12.862,5.6378,10.032,2.4475,5.148,2.7264,8.1507,5.5538,6.9591,0.38351,3,Parallel
8.047,9.17,5.7496,4.2329,7.1575,10.684,5.6669,3.688,3.5603,6.596,0.80339,5.2575,4.1928,3.3172,9.1746,9.319,6.4392,6.1722,10.431,6.4426,0.55607,5.6574,3.9356,6.1069,6.2345,2.8124,7.9506,9.972,3.2256,6.8538,3.2502,5.9819,6.0276,4.515,8.213,3,Parallel
4.1227,1.053,5.3553,3.8075,2.515,3.5337,1.5577,6.7241,5.3149,3.9744,6.5594,4.86,1.8921,4.6887,4.5101,4.6995,6.8282,1.2933,3.607,8.8338,3.5082,6.4018,3.0007,1.6123,3.6102,9.1959,1.7025,1.2336,3.0511,5.7172,3.7236,2.7382,2.7103,4.3512,0.20695,3,Parallel
7.6401,7.5323,1.2401,3.3982,0.3508,5.0779,0.85623,9.4541,8.8131,1.9242,1.5672,4.3049,4.6408,1.9237,3.5109,1.4023,2.3362,4.6865,8.7244,4.0306,7.6027,1.2641,3.735,0.52508,2.8965,4.2556,6.477,2.2886,5.6051,3.1198,3.1468,2.3336,1.7278,5.1528,7.3297,3,Parallel
13.811,4.5882,12.656,13.526,18.532,25.106,18.442,15.832,8.5023,13.893,7.241,15.549,11.102,7.4254,9.9257,14.641,10.191,3.2345,3.1467,7.1865,16.748,22.83,9.5086,5.2236,31.935,24.585,16.42,13.437,2.4592,15.023,3.0694,21.035,18.29,20.998,7.5073,3,Parallel
12.83,16.046,24.975,14.216,12.805,6.8178,19.776,27.276,3.6409,16.591,5.2718,15.112,26.313,7.2388,14.415,9.059,30.042,23.373,18.579,28.809,17.696,9.9188,8.2078,2.3613,4.3194,18.68,24.246,1.7303,14.513,18.117,12.941,16.835,14.513,7.2512,15.43,3,Parallel
7.9998,2.408,2.8009,4.7938,6.4059,7.2401,7.708,3.8142,7.2546,2.0981,6.8734,4.9654,5.7569,4.1654,7.2359,3.3529,8.0607,3.8755,3.0371,2.5902,1.2094,6.7307,5.3158,4.4661,6.9104,2.8093,9.5546,2.1575,4.7433,2.3926,1.7188,7.0185,8.6325,5.5627,0.70808,3,Parallel
4.1876,2.188,10.476,3.0481,9.5712,5.8978,7.0983,3.8418,10.592,8.369,7.0384,9.1627,11.27,2.1993,10.493,4.5089,6.2418,8.8413,5.0794,5.0239,4.132,3.2559,8.6204,5.1223,3.3936,0.98307,5.955,7.2692,3.4321,4.5959,8.2271,7.9607,11.75,10.176,9.5892,3,Parallel
4.4437,4.382,3.9203,2.7598,3.3504,6.0829,2.7214,3.6118,2.8172,4.3341,1.8092,6.9542,3.7528,5.6896,2.0138,0.90842,2.865,3.0902,5.5439,3.9553,4.1702,2.4343,4.4747,6.2957,6.4215,2.6703,3.3929,2.3721,8.81,2.5281,7.0113,2.0941,2.7556,7.5292,2.6283,3,Parallel
1.0045,2.8312,5.5351,14.924,3.5341,7.8691,6.8026,8.7541,6.9953,8.444,7.0978,3.2834,4.6876,14.026,6.2802,3.2811,2.3479,5.4986,3.6446,9.219,5.6596,3.9264,4.0836,2.8567,7.9647,4.8021,4.9256,5.5578,7.2067,3.7234,5.7334,8.3355,1.9111,3.206,2.8938,3,Parallel
13.081,1.8005,5.6501,1.6641,9.8784,8.5596,14.003,5.3982,6.2962,4.6304,2.5492,4.1177,5.8961,7.0409,7.3599,5.2193,3.9992,12.877,6.9867,3.8983,5.3422,4.8735,5.6252,3.1369,6.356,9.0042,11.5,6.1189,8.921,11.271,4.7832,9.0842,2.3531,11.44,7.4563,3,Parallel
0.1759,10.46,7.0985,3.4396,2.4131,8.4568,6.2154,5.2874,8.7926,4.6391,9.3319,7.4673,10.413,1.8749,2.7963,3.8215,2.1405,9.7628,9.5586,6.7642,4.0589,1.6393,5.4372,11.071,8.1639,5.6488,6.3357,3.196,2.7783,5.9699,9.9028,11.034,10.039,4.5401,4.7381,3,Parallel
0.53557,7.2284,3.915,3.9229,3.0806,2.1055,1.9914,8.3292,7.567,12.512,7.3082,7.7907,2.116,4.808,4.6326,3.567,5.3647,7.2241,3.626,1.9841,1.9111,9.0587,2.4069,7.4738,5.6172,8.6419,6.4176,6.9038,4.0705,2.212,3.4432,5.7272,8.411,4.3828,3.8356,3,Parallel
2.8352,2.6211,3.9164,1.1712,7.5133,4.8045,5.6448,1.8783,3.5052,8.3349,0.45125,1.2926,2.2967,7.5261,3.3347,3.6267,5.8569,3.233,4.7179,2.4209,1.763,4.0362,4.2538,3.639,3.0953,1.3762,8.9151,6.5788,0.28647,3.1577,4.6262,6.6092,3.8035,1.4491,2.3192,3,Parallel
