F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Label
4.4995,2.5806,1.8977,4.0045,6.706,2.1218,1.5066,1.9231,5.5491,2.2503,3.7608,3.6345,5.8085,6.2298,1.751,2.7678,2.5927,3.374,4.0787,3.7991,3.4164,3.7796,3.1265,3.8103,3.6562,1.9624,2.1384,2.3153,4.1328,0.45467,1.8351,3.7544,2.5915,0.65428,2.1327,2.542,2.8375,1.2325,1.9051,2.0985,1.084,4.1428,2.5022,3.0916,1.2706,3.5674,0.68834,1.7288,5.0398,1,Corona
1.7914,1.987,1.1566,5.1199,2.1136,4.1201,4.0822,3.4506,6.9666,5.425,2.5594,5.165,5.9368,0.6604,4.611,2.414,1.6395,4.4816,5.8413,3.6619,5.3564,1.2566,1.4235,3.2048,2.1508,4.5823,6.9464,3.1757,3.6895,1.0986,2.3222,0.88525,2.0657,1.7367,3.3088,4.4792,0.91783,3.9782,0.40738,1.6712,1.9983,2.4241,0.60124,0.50447,2.4425,2.6406,4.8664,2.457,1.0449,1,Corona
1.6546,2.7052,1.9662,1.1149,2.5473,2.8227,4.8809,3.2438,4.1635,5.2806,7.3375,6.6118,7.757,8.5723,5.1715,4.7447,2.7415,3.9954,4.5648,4.2188,6.9382,4.1725,2.7301,3.7437,2.2798,2.2446,2.2938,1.074,2.1201,1.781,0.70221,2.5462,1.6393,2.6197,4.2113,3.2355,2.318,1.9877,1.4601,2.692,2.231,5.9949,1.521,1.2291,3.0861,1.5016,2.6501,1.0849,0.95194,1,Corona
4.8889,6.4363,3.3055,4.4021,6.4834,2.619,1.971,3.625,2.0105,2.8354,7.9361,7.3403,4.4386,2.557,0.64891,2.3981,4.2565,3.523,0.26219,2.0613,1.7077,1.7977,3.9157,2.0196,5.0474,4.9809,4.1751,3.2503,1.7711,3.2041,3.2267,0.95422,1.0171,1.2758,0.92766,1.7825,2.5631,1.3473,3.8555,6.0945,1.4623,1.9751,1.6056,1.222,2.1184,2.0464,2.8356,1.7265,2.2528,1,Corona
0.4426,2.0533,1.1584,3.185,0.50963,5.5747,7.2389,5.5111,6.8418,6.1535,5.4227,4.9716,5.8256,3.9661,2.5695,2.7953,6.7814,5.4504,2.3913,4.7248,3.0944,3.3521,1.1183,2.3726,2.6357,0.70793,2.8579,2.4277,1.3333,3.2137,1.2108,4.9646,1.9067,2.5341,0.51483,0.86529,5.1171,0.2648,4.9753,1.1822,1.0697,2.4347,2.8379,5.3513,1.9524,0.90443,2.6505,2.5395,1.0958,1,Corona
0.04539,2.2139,2.6036,0.35963,6.2793,3.8544,3.4471,3.744,3.2354,5.2477,3.5815,6.7466,8.2129,5.1805,6.7276,3.484,2.415,1.9305,3.0957,3.5349,3.8824,4.9108,3.3064,5.3298,3.3996,0.2946,2.0396,4.9791,1.2426,2.2003,2.0493,3.1924,1.918,1.7795,2.7979,1.4385,2.5941,3.0686,4.6286,4.603,1.8398,2.6331,4.3976,5.2537,2.6139,3.2185,2.8641,2.8161,0.59117,1,Corona
4.8715,2.0165,0.41972,2.8604,7.3896,3.5323,5.5156,3.1755,8.5784,4.7503,5.7965,6.6218,7.1361,4.8645,5.8912,9.0247,2.7155,4.0047,3.7428,3.8414,1.2489,4.3436,4.8244,3.1503,1.2559,3.7817,1.3524,0.37742,0.76092,3.5295,4.288,0.81977,1.1794,3.2482,4.0184,4.0056,1.2184,1.7968,4.8019,1.7575,3.9795,0.53196,2.0915,4.7554,1.4183,0.74082,2.9477,2.6169,1.8033,1,Corona
4.433,2.1877,3.7564,4.8067,4.6438,5.2482,6.0135,7.7369,3.9765,2.1713,4.9916,9.1206,6.5774,3.3995,2.9734,2.5718,2.7926,1.7745,0.85093,3.1807,5.5922,3.3449,4.0095,6.5015,0.75079,2.5151,2.0521,1.7813,2.4904,3.2358,2.0862,1.4181,1.8641,4.193,4.2131,3.062,2.1883,5.0027,4.7318,3.1915,5.7365,7.0138,3.7769,2.3945,4.5557,3.794,2.4041,2.3986,2.004,1,Corona
2.1609,5.1745,1.6338,4.7914,9.4538,5.5185,5.6916,3.5393,3.1662,0.92569,2.8232,3.8792,3.1746,2.4148,0.49141,0.63035,2.5086,3.5906,1.3029,1.5962,8.01,1.0503,2.1119,0.84089,5.8952,3.2886,3.6809,3.8315,1.9721,4.1208,2.6691,1.9433,0.17561,1.6471,3.4748,3.1294,1.3285,1.203,2.3983,4.3422,1.8981,2.5219,0.94589,3.2355,4.1601,3.2418,0.77075,1.3147,5.1925,1,Corona
2.6786,1.9586,1.6231,1.3549,7.2126,4.4933,9.9525,5.7887,3.8086,0.40372,2.3673,2.0767,1.6581,3.0718,0.9946,1.3442,0.94886,0.42935,1.7329,1.952,1.1002,1.5975,2.137,0.31274,2.8406,1.6615,1.309,2.4283,0.91416,1.8136,0.54119,1.1787,1.2538,3.3487,1.6476,1.4385,0.7093,2.5329,2.028,3.3227,0.66274,1.1018,4.0073,1.1817,1.8085,1.0327,2.595,0.90483,3.3043,1,Corona
1.394,2.7689,0.5209,2.5044,4.2616,4.4811,4.0268,1.6937,8.3687,5.9274,5.2983,7.4922,10.467,8.3314,2.3832,1.9891,3.6448,3.0408,5.2205,5.2291,3.5758,6.8299,5.0499,1.2791,4.2696,2.4956,6.1343,3.0098,3.4889,2.5675,1.8157,5.1374,3.6784,2.0167,1.3915,2.5875,1.4533,4.8562,1.3212,2.8884,3.0791,4.9178,1.1756,1.8187,1.1543,2.7005,3.8001,2.5637,2.5975,1,Corona
1.0501,1.6078,2.287,3.3598,5.5127,2.6917,1.072,2.1765,3.7056,2.3088,3.1518,1.313,3.3336,2.5161,2.2413,3.7656,3.0861,2.3498,2.0856,2.964,1.058,3.2049,1.903,1.6624,1.5796,3.1331,4.3583,1.9134,1.1982,1.4257,3.3651,2.5685,3.1146,1.0258,2.839,1.7406,0.9683,0.70313,1.1818,2.321,1.7447,4.5595,2.8099,1.8075,2.2147,3.9427,0.69145,2.9806,1.2836,1,Corona
2.573,2.4423,0.4556,6.2773,7.1885,2.9478,5.9563,6.7311,8.74,4.714,4.389,2.2209,4.7826,7.7637,7.3652,4.6832,1.3501,2.857,4.9721,2.0623,3.8833,3.6025,2.2245,0.875,2.1755,0.714,1.8125,0.32022,0.93625,5.1975,1.1864,3.2754,4.0235,3.1975,2.042,2.3864,0.86869,3.2342,2.8099,1.206,4.5927,3.7882,1.5255,0.14323,3.9619,2.0694,1.4672,3.2732,5.6386,1,Corona
0.40537,3.9474,3.0526,1.4157,6.3954,6.9782,5.7393,4.5503,4.6486,0.3209,5.8615,7.9747,5.4327,3.4943,4.3913,3.7186,1.9128,2.161,0.39773,2.9969,2.4308,5.2687,3.4887,2.2996,4.4626,3.6408,3.8525,3.8605,3.1009,2.6027,3.0379,2.4715,3.1744,2.9864,2.568,3.8573,0.5194,2.7722,1.2301,1.798,3.8981,0.84911,3.0347,0.82851,2.4053,2.882,2.5682,0.9329,3.2964,1,Corona
1.6077,2.3644,0.77433,3.5967,7.382,5.3098,5.3992,4.1314,7.8487,5.4454,7.0263,6.9764,5.6808,7.4076,6.6445,2.8466,2.7976,2.2432,1.4537,0.24465,2.7093,1.2287,3.7995,2.7074,2.1692,3.3443,3.48,2.5955,3.0875,3.3793,0.93427,2.4464,1.9263,3.6686,2.8504,1.3689,2.1505,4.4894,1.5223,0.64881,5.7067,4.469,3.2108,1.6907,1.9745,4.3336,2.1515,4.0817,3.4602,1,Corona
3.781,4.6085,2.3198,2.6193,7.2671,2.3383,2.4028,3.7457,7.0927,7.2589,9.2064,7.7593,4.7617,1.1763,3.5022,3.2232,5.406,6.163,3.2215,2.9243,6.9039,2.662,2.6618,3.3167,4.0901,0.59699,0.97612,4.9353,2.4805,1.5439,1.2436,1.686,1.8622,1.7109,0.93119,3.4953,4.9628,2.6761,2.1473,3.8764,2.8301,1.3688,2.2748,2.0016,2.4522,5.0204,1.2685,1.6829,3.0763,1,Corona
0.59159,1.2327,4.056,1.7446,3.6045,4.0461,3.0493,1.3745,8.9303,7.6821,3.8429,2.4655,3.7591,3.8265,1.1579,3.1906,2.8568,2.8201,1.4676,2.9209,5.1046,4.3638,1.4269,4.2617,3.876,4.6585,2.2047,2.8638,1.3214,3.2451,2.1561,3.4658,0.78769,2.1508,3.4048,3.0424,1.6373,0.86341,0.48845,1.2653,0.37465,3.4749,2.0001,2.7567,4.0074,2.8597,1.7646,1.9117,5.0452,1,Corona
1.0608,4.1555,2.4347,2.0864,3.5104,6.8459,5.8984,4.3177,12.047,6.5733,5.1276,5.5248,6.1256,5.3778,5.5724,3.1862,2.8431,1.9874,2.503,3.4123,3.5044,3.9189,1.8878,3.1211,1.9293,1.6042,0.77741,4.4412,1.4418,2.7991,1.9786,1.3333,1.0876,2.7023,2.6619,2.9318,4.0955,2.5891,2.4327,0.25282,2.4527,0.91178,4.545,3.3467,2.9129,3.6915,3.0362,0.3906,2.5505,1,Corona
0.24493,4.5769,2.8083,2.2862,5.763,4.2385,5.7979,4.735,5.4471,4.1231,2.6102,5.9386,6.9263,6.8929,3.6776,5.3903,3.6778,3.6384,2.4782,3.9612,7.5997,5.6639,2.8586,11.554,0.85838,2.8377,2.6171,1.9121,5.1428,2.6557,3.1386,1.1535,4.917,3.8581,0.74232,2.9037,4.5721,5.5561,0.89002,5.137,1.4813,1.4079,2.4995,2.3757,3.3078,1.4017,2.3485,0.44402,3.7631,1,Corona
1.7053,1.0345,1.935,3.2712,9.2609,3.623,10.009,11.627,9.8724,8.3347,8.2263,3.8384,1.4701,4.6367,8.126,4.284,2.0023,2.6556,2.1382,1.2474,3.7962,5.209,5.1639,3.4883,4.7404,2.2917,2.7393,2.4585,3.0587,4.0982,5.2078,1.7259,1.2872,6.1758,1.5816,5.0116,1.759,0.6781,2.5284,4.4468,1.7792,4.499,5.3075,1.1458,1.4576,3.5853,3.4988,3.5577,4.247,1,Corona
5.8596,4.6566,1.4504,1.7672,4.476,4.3879,4.7878,2.8738,7.2422,5.0106,5.7606,6.0115,7.5165,9.5615,6.9385,1.7982,3.5171,5.9363,5.6913,5.5194,7.3439,6.6949,7.1274,3.2078,3.881,1.6512,1.6972,1.7151,2.0639,2.369,3.5185,5.1947,2.9946,2.3826,7.1892,0.51289,4.6649,3.6655,5.9212,1.178,5.4169,3.7419,1.4293,4.3546,4.1947,3.8925,0.57439,1.5183,0.7765,1,Corona
0.64872,3.3098,0.94998,3.0249,5.5277,5.3466,8.672,7.3894,7.938,4.9684,11.602,7.7754,1.8854,1.993,3.7276,3.1239,3.7171,6.9154,5.6502,5.5872,6.5671,3.4758,5.6236,1.6198,2.8869,2.6762,5.6057,1.0619,0.95977,2.1077,6.3276,1.5549,0.81645,1.357,0.65216,0.58013,3.9612,2.1216,1.7329,3.7223,4.9617,4.3737,2.5935,1.5874,0.83808,1.2649,2.5277,1.0092,4.6908,1,Corona
6.7009,3.4513,2.6862,4.5648,4.7417,3.5209,9.1091,8.1797,6.316,3.9257,6.562,5.7618,3.0228,1.2342,1.1977,4.0254,2.068,2.1886,2.4992,2.2918,3.1003,3.9277,4.9593,2.6244,5.7742,1.4094,3.7295,1.3416,4.6692,7.763,1.2816,3.8623,1.9221,5.4238,3.7073,4.8127,2.4672,2.243,3.3301,1.984,1.9664,2.4269,2.1246,2.0707,5.617,2.1743,1.8475,1.4891,5.2246,1,Corona
0.31992,1.1895,5.5628,2.4335,2.7957,4.4756,2.882,4.9296,5.2355,4.2657,4.7874,2.4816,1.6421,3.4685,3.1492,1.0541,4.9062,2.845,2.7589,6.1475,3.5258,4.0476,6.106,1.4596,0.54392,2.0383,2.4745,2.7444,3.4359,2.2866,5.7888,2.1631,2.2903,3.1465,3.5744,4.7662,2.1598,1.3111,1.4484,4.0115,4.3115,3.1155,6.5274,4.678,3.2029,2.0031,2.9977,4.6407,0.94595,1,Corona
7.9876,4.542,1.8744,2.8963,8.278,1.1615,6.0893,4.801,8.8925,8.4459,3.3423,2.9735,8.3655,6.846,1.5309,1.1367,1.2815,5.6857,1.0807,0.58642,5.3793,5.7806,6.8148,6.8278,4.7547,3.135,1.2104,2.0776,4.1651,3.5526,2.2824,1.2117,1.0658,2.7709,0.38981,3.2298,3.3771,3.75,3.9929,3.5585,4.9101,1.2975,1.8702,1.0899,5.0213,4.6695,4.0232,2.7594,3.2162,1,Corona
1.2963,2.1367,2.1684,3.5461,8.1624,3.0241,3.568,8.0015,9.771,10.06,0.58606,1.7874,2.7739,2.2369,0.64864,1.8828,9.4705,8.7723,6.4148,7.0417,4.8631,4.0165,4.2894,0.23643,4.2734,3.0444,2.3066,2.6332,4.3109,3.659,3.4831,5.8631,2.2868,2.7406,0.40709,2.1772,1.9931,1.0869,2.8746,0.42884,5.6862,2.3026,2.8018,3.7811,5.4052,2.6626,5.1989,2.6273,6.6891,1,Corona
7.3079,5.0857,2.3433,4.2925,11.461,4.2642,6.2083,6.2918,10.663,6.0168,5.9998,10.572,13.05,9.7043,5.8206,4.0273,1.506,0.76261,4.7718,3.7981,4.0855,3.7461,3.8416,3.8715,4.4856,1.938,0.28073,4.5747,1.1009,4.5908,4.3125,4.2856,3.0584,1.7475,3.5277,1.4209,2.6655,2.8578,1.6809,4.1821,2.0927,1.5828,2.5899,4.0879,4.2034,1.4023,6.379,2.8797,1.5558,1,Corona
0.049946,2.4148,4.3343,1.2219,9.2628,6.8065,7.1393,7.3296,14.347,5.1934,4.2676,4.9075,6.305,6.2898,1.5959,5.7935,2.2294,3.5335,3.4051,0.13245,4.4449,1.3348,2.2862,3.5315,2.3179,3.0486,2.4229,5.2108,1.3429,2.1191,7.2804,5.0495,3.8085,5.8595,4.2929,2.006,2.8119,3.4071,4.0693,3.0537,2.1774,3.1608,5.6869,4.6626,2.6113,8.4021,3.6677,2.9277,3.6669,1,Corona
3.3591,1.1842,0.71913,3.0103,9.5357,5.5911,7.6241,8.1237,10.704,9.4725,6.379,3.4719,4.7969,6.6534,5.5131,0.93801,5.2863,6.1079,2.0273,1.5689,5.0207,4.4972,5.6202,5.9181,2.7514,1.4597,4.6023,2.5393,1.54,6.0881,1.2738,1.423,4.7705,1.9819,2.3265,6.5198,2.5101,0.77379,1.8912,2.1419,5.3978,3.2854,4.9309,0.41256,1.1204,1.8179,3.6761,5.0455,0.67728,1,Corona
2.9407,2.4859,5.3177,2.0388,1.7005,3.2473,5.2376,9.5197,7.3104,5.3048,3.2193,4.621,8.3732,7.6542,1.4631,2.3972,1.8971,6.7028,11.605,11.701,6.9479,4.5536,7.6111,2.101,2.5895,1.9464,0.97105,3.0657,5.2378,3.9056,3.612,4.1082,0.63011,1.4393,3.2875,1.2849,1.0278,5.5034,3.9813,5.3203,3.5484,1.2353,0.79266,3.9588,4.5144,4.152,4.2162,4.9369,4.4501,1,Corona
0.15573,4.9028,2.9409,9.8595,9.0984,4.1618,3.0348,4.5447,9.3719,3.7569,1.3378,1.2624,3.2843,1.5552,1.1503,2.8639,0.34583,4.1773,10.255,11.218,4.5537,3.1582,2.5242,4.5063,3.5564,5.3558,4.2417,7.8348,6.1764,3.6684,3.9481,0.24352,4.5494,4.2435,5.9226,4.9276,5.2689,1.3784,2.6507,2.5156,1.6767,3.4466,2.7828,5.4107,8.3351,7.9401,1.4188,5.0854,1.3271,1,Corona
3.1089,4.0289,2.6293,1.2045,5.1207,6.5098,6.3715,8.4948,13.012,4.8306,5.1943,3.2653,3.5556,1.697,3.6794,3.8245,4.7401,4.8945,4.3187,3.4256,4.3441,6.2033,13.342,1.6113,2.2583,3.4798,2.2168,3.1426,2.0378,0.54277,2.887,8.4715,3.4297,3.9144,3.9889,5.0408,1.035,5.4921,3.0529,6.3065,5.6232,1.7698,6.3176,4.4375,4.5892,0.87687,2.5621,1.6463,5.3169,1,Corona
1.2925,1.0578,0.72615,2.0535,12.362,3.772,5.5424,1.5459,2.0336,3.682,1.0488,0.78819,2.3545,4.2097,4.4069,0.69851,1.5767,2.3094,3.3198,3.2429,4.7959,0.98259,2.0457,4.0218,2.2225,2.6596,3.9869,2.756,2.2507,1.2603,1.381,0.57024,2.6256,1.8941,0.51628,0.77402,2.0263,1.941,2.2138,2.0571,0.42293,1.8195,1.0768,3.2537,4.4622,2.0103,2.4502,3.3239,1.0188,1,Corona
4.2221,5.9819,0.64754,3.3152,7.3532,7.4454,4.0266,5.8192,8.7718,6.8257,7.5627,7.8701,6.4487,4.5372,3.0016,5.217,5.0051,7.644,5.8753,8.0616,3.9577,4.1291,6.8952,4.0574,14.185,3.8109,9.4669,7.7259,3.1629,1.4886,0.71105,3.4987,3.1234,6.4768,5.101,6.383,2.8986,1.3741,0.97347,1.7819,1.9548,3.7354,0.16268,5.8917,5.4554,6.6799,3.8693,2.7344,2.2839,1,Corona
5.3678,6.2716,2.1812,6.1431,11.223,11.294,7.7447,7.5987,6.067,6.7664,5.6946,3.953,5.62,9.0642,5.2927,3.989,4.9529,3.8038,6.8006,8.4672,6.1415,3.1673,2.5355,3.6164,6.383,2.7475,7.5126,2.3906,4.0065,2.4016,6.7215,4.5824,4.5706,3.3311,2.1852,3.4692,5.2014,5.9872,1.1981,1.9062,2.688,7.7423,1.6709,3.3443,1.7142,4.2831,3.9142,3.469,4.4393,1,Corona
0.0082314,2.3166,8.2675,2.7496,7.6609,4.9277,12.548,11.3,10.399,3.514,4.0452,3.4039,3.7354,4.664,2.2589,3.4292,2.8874,2.2543,6.5148,8.3951,6.3074,13.304,4.1685,5.226,3.3111,5.3534,2.8072,8.025,1.5347,2.6683,6.62,1.7646,7.1082,1.9798,4.1007,5.3589,1.7876,4.174,6.425,6.4233,5.074,5.7512,1.4492,5.6408,4.2937,6.2146,3.5592,6.7932,1.2618,1,Corona
3.318,1.6155,4.6824,2.2052,11.808,3.3583,11.137,10.566,6.1369,11.675,5.929,2.5697,1.0621,1.9912,1.761,3.5508,5.214,1.2623,3.1943,2.3699,7.2897,9.5613,11.836,5.9043,5.2275,10.747,3.7607,4.1749,2.676,3.3402,0.48083,1.0778,5.3142,5.4757,2.6792,5.5241,3.1388,4.3423,4.4953,2.0873,3.2842,3.145,1.5462,4.3663,6.2027,9.4698,3.266,2.633,3.4715,1,Corona
10.206,5.9125,3.8081,3.7436,3.2982,2.1467,6.1153,14.292,6.0341,0.55432,5.2559,2.6517,8.542,6.0309,2.2064,8.0121,4.3345,4.3438,9.2675,6.4432,11.068,12.803,10.547,5.15,5.1456,5.0184,3.9216,6.8539,2.403,5.2362,4.0718,10.281,4.9874,7.8719,6.0528,2.7299,5.3877,4.5861,5.0732,5.129,2.3977,2.4149,5.8566,1.5085,1.9291,6.7431,5.1754,3.7216,2.1419,1,Corona
1.2583,0.99666,6.7467,5.1626,9.4465,7.4694,11.924,4.8631,9.9851,11.277,0.74137,4.0911,1.7736,7.3364,4.1325,2.5749,3.1046,2.0857,5.2274,8.2851,2.5195,12.853,7.3447,5.8349,3.9828,5.1187,2.4363,3.2298,1.6006,4.0924,6.0274,4.1147,4.125,3.2411,4.4333,1.4116,2.5875,2.4201,5.4151,1.8827,6.1283,6.6349,2.7728,5.4325,2.1239,5.4159,7.9376,4.9891,5.8759,1,Corona
4.7842,2.5377,4.7739,3.1369,7.047,10.441,11.32,10.663,6.9679,11.447,5.2109,9.2978,4.9707,0.91326,1.3236,1.1524,5.3919,1.556,8.8963,12.096,10.881,7.4647,7.9133,8.8624,5.2146,2.5772,1.3542,0.99593,6.3871,3.6633,1.3373,0.83651,3.7244,3.3108,5.9772,6.3227,6.3423,5.3316,8.0735,3.5491,3.8923,3.5299,7.7655,2.4744,7.7931,3.5483,5.9037,3.189,2.3998,1,Corona
12.361,7.0835,9.028,0.55721,9.5559,11.329,11.937,13.292,4.4454,15.034,3.0519,4.0423,4.2119,2.2147,2.2685,2.9208,4.0281,2.4545,5.6479,7.4014,9.3505,4.5657,7.1458,3.474,1.9157,2.6455,7.6371,11.733,1.2215,3.8771,1.6917,3.3524,1.8437,5.1734,2.554,3.2565,5.4802,1.0809,5.1387,6.852,7.2397,2.6745,0.055056,5.6883,5.1335,0.87433,5.8265,4.0704,3.9717,1,Corona
1.3938,1.7117,2.9928,10.838,2.227,1.8563,2.7509,7.2385,9.488,7.8557,8.5701,6.9436,3.5128,1.9254,2.6127,2.5374,7.5674,3.1673,4.9175,9.5014,11.184,14.991,16.539,2.0639,6.6124,6.9639,4.393,1.3859,9.9699,1.8454,1.7082,3.2719,3.7943,7.8888,4.2678,2.7845,5.5311,3.2805,1.4,5.9375,3.3741,7.8298,4.6886,1.056,3.3931,9.7267,5.6292,4.5115,3.8841,1,Corona
2.1374,6.777,9.8206,1.4642,8.6314,4.3332,5.6556,9.2789,2.9471,3.3597,10.637,2.6769,7.2705,2.4468,4.7469,4.8559,10.789,10.581,7.1466,4.4184,6.8744,7.3198,14.508,5.4357,4.7051,7.1191,5.8043,1.7845,3.9996,5.1857,8.1184,7.1463,6.8344,1.8231,3.8446,5.8759,7.3804,5.9048,2.5144,2.7987,4.9426,4.5149,1.3465,4.6175,6.7315,6.7481,3.9504,11.068,5.826,1,Corona
2.0424,1.4482,0.054096,0.94959,0.306,0.41457,0.88603,1.1948,1.5003,0.8232,1.8304,1.4886,2.0417,2.6211,1.7762,0.59739,1.4573,0.62232,0.7508,1.3525,0.63639,1.5896,0.66692,0.74311,0.31148,0.48287,0.36743,1.0063,0.54688,1.3689,0.40202,0.74081,0.41934,1.0515,0.57848,1.0233,0.63039,0.038272,0.51844,0.18996,0.54427,0.91917,0.55977,0.2163,0.85115,0.41475,0.33552,0.43035,0.70284,1,Corona
0.63654,15.752,1.3828,9.05,6.0702,7.2991,7.1721,11.42,4.394,4.0748,8.121,1.8223,11.447,9.5953,2.2841,4.4068,16.149,12.768,6.6511,13.479,9.888,10.256,8.3207,10.189,3.2511,5.6348,6.4611,2.9516,3.9864,5.5814,5.4395,2.741,1.939,2.2102,5.0736,5.4876,1.0474,5.295,1.6166,3.3245,7.4925,2.1411,5.9018,15.367,4.6729,6.4648,2.8338,3.8628,0.51317,1,Corona
1.2539,0.62051,0.17929,0.62545,2.0286,0.51984,1.027,1.3264,2.3266,1.2808,2.5345,1.6983,1.9215,3.0676,2.0879,0.83139,1.6465,2.8187,1.6318,0.57023,1.7576,1.4454,1.9019,1.0914,0.68753,0.51209,0.18259,0.79214,0.75635,1.7636,0.81586,0.87673,0.66616,0.64627,1.0259,0.6853,0.94956,0.86813,0.73493,1.0494,0.94374,0.60938,0.76876,0.33197,0.96449,1.0775,0.69077,0.18083,0.51843,1,Corona
0.13169,1.6299,0.32892,1.2715,0.87844,1.1338,1.3678,1.0746,1.807,0.99176,1.8555,3.6387,3.7128,2.0021,1.4071,1.2275,2.4736,0.94762,0.5189,0.77439,2.0074,2.0902,2.2239,0.31984,0.84172,0.66984,0.98661,1.1558,0.80581,0.7784,0.95472,0.82595,0.18255,1.0602,1.2339,1.1968,0.63867,0.4538,0.88741,0.39486,0.46753,0.74944,1.3451,1.138,1.2227,0.96592,1.2415,0.60159,0.78925,1,Corona
2.4348,0.93934,0.32618,0.8198,1.2429,1.2258,0.88346,0.15705,0.37951,0.29286,0.50621,0.48289,0.62953,0.78424,0.57735,0.11127,0.54218,0.089075,0.31609,0.49281,0.41127,0.78988,0.9182,0.0645,0.4318,0.78861,0.27167,0.33846,0.09126,0.40086,0.44065,0.10604,0.38877,0.21707,0.29399,0.43823,0.33067,0.49764,0.3564,0.41047,0.16019,0.28635,0.26062,0.7559,0.57492,0.53091,0.16421,0.32373,0.63058,2,Surface
2.2444,1.1513,0.232,0.4901,0.64309,0.92496,0.66808,0.40994,0.4134,0.7356,0.31017,0.38925,0.28405,0.057028,0.17744,0.070555,0.44232,0.087233,0.53193,0.22966,0.33465,0.086921,0.3027,0.22394,0.42038,0.51199,0.78448,0.14274,0.41304,0.51894,0.18259,0.18582,0.55565,0.030029,0.015026,0.77023,0.31719,0.43454,0.51207,0.83024,0.30385,0.23781,0.37368,0.37036,0.20728,0.3268,0.60967,0.32244,0.044163,2,Surface
2.3452,1.2107,0.1707,0.28671,0.62929,1.3089,0.97776,0.79616,0.40544,0.87509,0.095891,0.72784,0.62092,0.23234,0.47297,0.32908,0.62534,0.66614,0.39902,0.33406,0.45738,0.23208,0.44852,0.46905,0.40944,0.38087,0.25828,0.13982,0.25935,0.25045,0.22157,0.3823,0.71783,0.46431,0.35061,0.41054,0.15037,0.31496,0.20773,0.086164,0.43003,0.3849,0.25751,0.48538,0.38397,0.20794,0.48668,0.11407,0.40429,2,Surface
1.7241,0.85548,0.33514,0.6249,0.64128,1.0392,0.6081,0.93461,0.82189,0.74328,0.073627,0.37567,0.51393,0.5174,0.58599,0.61393,0.27539,0.16249,0.097865,0.32294,0.41597,0.36596,0.24521,0.3593,0.60509,0.23372,0.18173,0.13943,0.056204,0.22928,0.25766,0.63468,0.36055,0.38974,0.33331,0.19255,0.12344,0.25476,0.59192,0.32841,0.7169,0.65084,0.07226,0.13239,0.70296,0.64965,0.33495,0.55721,0.66919,2,Surface
1.6607,0.79268,0.4738,0.57661,0.54021,0.70023,0.73102,1.0966,0.96558,0.9976,0.21015,0.28407,0.47873,0.78424,0.27627,0.36487,0.48538,0.058752,0.69309,0.75734,0.75798,0.21065,0.23332,0.18401,0.37592,0.12462,0.078835,0.45071,0.33928,0.72735,0.60802,0.30216,0.42988,0.25929,0.18231,0.40597,0.21582,0.17177,0.44187,0.41382,0.27451,0.42463,0.50869,0.39604,0.22916,0.17259,0.49027,0.2697,0.42617,2,Surface
1.4473,0.752,0.063017,0.65555,1.082,0.61025,0.43946,0.092861,0.56559,0.79296,0.13699,0.23165,0.43881,0.5039,0.82261,0.61986,0.5995,0.68875,0.81585,0.58,0.30474,0.38942,0.50837,0.5694,0.090105,0.56947,0.15329,0.071137,0.30548,0.29847,0.54992,0.57256,0.25859,0.37576,0.17177,0.3083,0.19745,0.31071,0.13778,0.26366,0.40463,0.48907,0.17899,0.22378,0.32227,0.30079,0.3148,0.37724,0.54058,2,Surface
2.3009,1.1042,0.48492,0.31214,0.38244,1.1657,0.59935,0.94835,1.2481,1.2952,0.01704,0.52004,0.25998,0.40954,0.86617,0.42842,0.29291,0.073794,0.67852,0.99953,0.072298,0.35851,0.11562,0.34146,0.3353,0.58743,0.37586,0.31286,0.41549,0.51018,0.27094,0.18835,0.41956,0.17048,0.28052,0.34662,0.40522,0.20016,0.40687,0.66071,0.41407,0.15975,0.36425,0.19231,0.40967,0.58887,0.40656,0.28152,0.21793,2,Surface
1.8861,0.99577,0.32951,0.73324,1.2791,0.80163,1.1939,1.154,1.1928,1.0389,0.37763,0.27364,0.35126,0.28064,0.54394,0.63981,0.61795,0.43477,0.49327,0.69423,1.0186,0.092159,0.13411,0.60902,0.38988,0.53554,0.39083,0.20747,0.21256,0.60926,0.25102,0.71413,0.61538,0.60669,0.60327,0.34062,0.36253,0.35354,0.16885,0.06244,0.55926,0.073062,0.35808,0.22241,0.23379,0.016255,0.17133,0.39533,0.42615,2,Surface
1.6079,0.94158,0.38474,0.31931,1.2923,0.96604,0.95374,0.53708,0.74696,0.23249,0.55649,0.47161,0.73518,1.326,1.2499,0.45249,0.24652,0.36709,0.21407,0.080587,0.58641,0.31912,0.54446,0.12013,0.51024,0.15061,0.32102,0.54757,0.30926,0.44241,0.30014,0.29113,0.10616,0.23982,0.3519,0.42306,0.36754,0.38393,0.20304,0.15488,0.20475,0.30426,0.37278,0.13092,0.35939,0.45225,0.12889,0.46526,0.21848,2,Surface
