F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Label
1.3682,1.0415,0.58557,0.66974,1.056,1.3794,1.0973,1.1441,0.70604,0.61256,0.10234,0.05906,0.12754,0.58193,0.39414,0.21808,0.50386,0.64056,0.93338,1.0433,0.27024,1.1025,0.62233,0.33165,0.30133,0.38037,0.76356,0.31088,0.055024,0.65861,0.48336,0.48256,0.072359,0.695,0.53307,0.3014,0.09998,0.63932,0.68835,0.44287,0.27309,0.35708,0.7216,0.078117,0.32745,0.21117,0.54648,0.24584,0.17336,2,Surface
1.4901,1.0343,0.12425,0.41629,0.59758,1.2376,0.67741,0.23421,0.56865,0.905,0.56432,0.29542,0.9736,0.11502,0.94266,0.41011,0.3853,0.2766,0.6046,0.55737,0.47345,0.069275,0.29016,0.57542,0.36915,0.1312,0.13085,0.51631,0.39968,0.63896,0.30298,0.39152,0.060569,0.23511,0.088116,0.38179,0.45606,0.27629,1.0798,0.86545,0.32891,0.14101,0.45221,0.37941,0.70343,0.22322,0.52816,0.28439,0.52744,2,Surface
2.2612,1.2146,0.1382,0.27551,0.45747,1.1811,0.65178,0.65065,0.67552,0.26429,0.078358,0.47507,0.35413,0.69433,1.195,0.7419,0.49067,0.57951,0.49806,0.59509,0.19934,0.65173,0.61399,0.064323,0.64187,0.064122,0.24857,0.38719,0.61199,0.20856,0.27016,0.40027,0.72586,0.30535,0.2875,0.26804,0.10432,0.083179,0.31995,0.21684,0.36226,0.25252,0.39881,0.37727,0.31555,0.23,0.49746,0.26509,0.5788,2,Surface
1.9642,1.0034,0.374,0.44893,0.73049,1.3112,0.96353,0.27202,0.43526,0.091159,0.097385,0.04415,0.27597,0.85581,1.085,0.57582,0.39977,0.3247,0.52255,0.69657,0.13353,0.38652,0.53421,0.24105,0.34844,0.19175,0.053335,0.11294,0.34887,0.31899,0.20749,0.11372,0.3499,0.1116,0.6708,0.33357,0.42653,0.20343,0.36406,0.40828,0.16942,0.27312,0.29248,0.37594,0.19169,0.2433,0.4688,0.23231,0.24602,2,Surface
1.8119,0.98152,0.23975,0.67904,1.2127,1.0625,0.81255,0.34311,0.71817,0.44773,0.40069,0.69905,0.52382,0.26302,0.6689,0.63839,0.45511,0.26041,0.35349,0.10214,0.29963,0.5004,0.65765,0.26698,0.39634,0.66463,0.30759,0.33758,0.11194,0.71957,0.08705,0.25285,0.38683,1.0175,0.52695,0.34408,0.26801,0.26704,0.75797,0.56805,0.17133,0.14718,0.56789,0.87166,0.13013,0.47461,0.73464,0.040714,0.33911,2,Surface
1.4223,0.66583,0.1554,0.56608,0.28541,1.2329,0.56839,0.53613,0.89258,0.6183,0.43128,0.095907,0.17582,0.26995,0.26826,0.11073,0.38113,0.25937,0.63746,0.9983,0.86187,0.45693,0.8194,0.55368,0.68779,0.45837,0.41688,0.080461,0.63437,0.39055,0.29601,0.70359,0.27357,0.60821,0.32917,0.51718,0.69779,0.22756,0.24247,0.46734,0.1322,0.43261,0.50655,0.33341,0.070662,0.28662,0.70544,0.28349,0.50645,2,Surface
1.4617,0.80664,0.29382,0.37565,0.33321,0.3776,0.28436,0.40636,0.5699,0.78269,0.22945,0.25058,0.59543,1.1247,0.85439,0.51648,0.57949,0.44797,0.64592,0.69643,0.57936,0.55836,0.15053,0.40283,0.38582,0.35361,0.46066,0.63768,0.20623,0.42097,0.38778,0.27635,0.537,0.4679,0.32206,0.38412,0.63604,0.46188,0.29837,0.30482,0.39484,0.39387,0.63897,0.21435,0.42734,0.82452,0.39463,0.27096,0.15311,2,Surface
1.8552,1.0991,0.36372,0.36884,1.2355,1.7895,0.91849,0.62655,1.226,1.2518,0.57788,0.78539,0.58473,0.53376,1.4002,0.8142,0.11235,0.19629,0.15058,0.32822,0.33363,0.53756,0.50688,0.47701,0.5547,0.28258,0.47241,0.85332,0.41096,0.45083,0.24371,0.67069,0.56018,0.27422,0.30314,0.35109,0.12358,0.5762,0.50549,0.5839,0.21753,0.15949,0.17281,0.25732,0.79493,0.56798,0.53666,0.69129,0.13067,2,Surface
1.9644,1.215,0.35684,0.24876,1.0353,1.28,0.55571,0.2201,0.5265,0.55887,0.68492,0.64895,0.33733,0.78211,0.88908,0.7192,0.28906,0.055613,0.31353,0.33005,0.80611,0.30446,0.09307,0.15428,0.34356,0.60852,0.098676,0.38984,0.51035,0.286,0.28634,0.45122,0.10852,0.14422,0.20218,0.43194,0.31877,0.65461,0.23529,0.24553,0.17903,0.22669,0.59124,0.42046,0.34258,0.13773,0.50831,0.41452,0.16108,2,Surface
2.1032,1.0628,0.56447,0.34446,0.9631,0.90641,0.71933,0.20363,0.50198,0.36081,0.22392,1.2212,1.653,1.4153,1.3179,1.6345,1.493,1.264,0.937,1.0537,0.82918,0.46363,0.071183,0.80903,0.29876,0.37902,0.21955,0.70423,0.31966,0.23571,1.1495,0.018673,0.3786,0.31644,0.49358,0.54979,0.21806,0.29003,0.25626,0.5479,0.5685,0.1953,0.30244,0.62823,0.12945,0.16815,0.60689,0.5973,0.35002,2,Surface
1.6244,0.97697,0.32139,0.39765,1.4556,0.82605,0.28701,0.49957,0.12263,0.58185,0.43744,0.084381,0.70811,0.70105,0.11225,0.26015,0.46646,0.018674,0.34732,0.11006,0.49025,0.46294,0.57583,1.3567,0.53501,0.23667,0.31218,0.57592,0.57039,0.47977,0.45362,0.29826,0.49752,0.20022,0.23035,0.5811,0.095901,0.44514,0.20817,0.5013,0.54952,0.23169,0.54758,0.47923,0.33185,0.5514,0.29609,0.21307,0.42269,2,Surface
1.8866,1.0284,0.18335,0.39838,1.0887,0.87326,0.93775,0.27638,1.157,1.1272,0.46024,1.1183,0.96283,1.1985,1.2648,1.777,0.51238,0.66679,1.1018,1.3098,1.367,1.0611,1.2548,1.1551,0.38968,0.28518,0.42461,0.42223,0.86348,0.24394,0.4717,0.52496,0.38515,0.85057,0.72131,0.25724,0.14968,0.53924,0.36435,0.40383,0.31634,0.42303,0.3632,0.23154,0.60552,0.22559,0.58691,0.17779,0.33041,2,Surface
1.6843,1.1505,0.53434,0.6267,1.1666,2.3021,2.14,1.2106,1.4019,0.80253,0.60183,0.58392,0.42303,0.71374,1.4098,1.565,0.045626,0.647,0.24185,0.35329,0.050942,0.38413,0.089287,0.3818,0.47506,0.16264,0.28482,0.092697,0.45933,0.45154,0.083325,0.43715,0.41829,0.80823,0.33084,0.88855,0.28232,0.53253,0.21847,0.46835,0.41829,0.03204,0.34044,0.82739,0.345,0.2394,0.38377,0.592,1.0319,2,Surface
1.2705,0.73672,0.34246,0.32,0.060878,0.64211,0.59903,0.95167,1.1117,0.84027,1.1147,1.0526,0.53262,0.2397,0.6428,0.9685,0.19673,0.51423,0.4638,0.47173,0.52433,0.34645,0.54794,0.78179,0.21333,0.52273,0.8481,0.21609,0.62767,0.32455,0.13833,0.046554,0.20577,0.27193,0.42432,0.51017,0.22208,0.45911,0.78449,0.40358,0.38506,0.28414,0.35703,0.54882,0.27303,0.34769,0.18262,0.12642,0.67854,2,Surface
2.2989,1.2171,0.34867,0.6962,1.1495,0.8901,0.61922,0.77138,1.2741,1.005,0.12169,0.32059,0.40649,0.9398,1.6731,1.8137,0.52353,0.54449,0.54159,0.59649,0.42067,0.66938,1.0764,0.42962,0.24614,0.40196,0.42107,0.27083,0.61125,0.58697,0.7202,0.84581,0.1779,0.85169,0.78692,0.35537,0.081127,0.8091,0.57536,0.71029,0.29243,0.53007,0.83302,0.91074,0.44234,0.098235,0.22172,1.0066,0.12782,2,Surface
2.5401,1.2073,0.78524,0.39277,0.63028,1.3457,1.0679,1.2897,0.73815,0.87934,0.41288,0.20058,0.53507,0.80614,0.44578,1.1155,1.0872,0.35507,0.37347,0.36718,0.38421,0.45479,0.39222,0.40273,0.70763,0.3415,0.37301,0.37693,0.18377,0.60889,0.35047,0.63983,0.9685,0.47581,0.50717,0.16994,0.58808,0.87473,0.55324,0.41224,0.80985,0.58994,0.36395,0.48809,0.31558,0.35875,0.45913,0.37812,0.66554,2,Surface
1.6246,0.59414,0.25242,0.63658,1.8567,1.5403,1.5928,1.0322,0.64534,0.87465,0.53863,0.84161,0.33534,0.76948,0.43611,0.57048,0.60845,0.9126,0.92214,0.647,0.55586,0.20915,0.47561,0.44977,0.22619,0.38398,1.4087,0.36966,0.29841,0.61625,0.14773,0.33233,0.12546,0.37071,0.86352,0.15661,0.65353,0.23691,0.41823,0.47867,0.31221,0.59034,0.42321,0.4646,0.96275,0.26429,0.081373,0.31536,0.48275,2,Surface
1.6798,0.99439,0.28361,0.29897,0.99685,1.0961,1.0108,0.71507,0.29398,0.96028,0.67336,0.45741,0.28657,0.366,0.71689,0.95105,0.13236,0.1426,0.090704,0.18844,0.25143,0.27967,0.14762,0.19231,0.2876,0.14818,0.26683,0.52687,0.057777,0.39842,0.97416,0.22512,0.13668,0.21328,0.59336,0.43863,0.14216,0.36374,0.35992,0.30711,0.32162,0.091478,0.27438,0.82126,0.84378,0.24057,0.88141,0.41172,0.21228,2,Surface
2.0545,0.99186,0.2039,0.35495,0.34082,0.49453,0.50103,1.3983,0.99291,1.3321,0.45558,0.8402,0.53872,0.18573,0.65604,0.55405,0.20426,0.1255,0.080838,0.25976,0.19644,0.48581,0.31773,0.18029,0.15321,0.4317,0.28439,0.38627,0.28516,0.29681,0.35136,0.66295,0.21085,0.17432,0.59815,0.36365,0.35596,0.33854,0.45195,0.39017,0.23658,0.5546,0.39097,0.3081,0.29534,0.29347,0.5922,0.15213,0.69489,2,Surface
2.0662,1.1718,0.29589,0.11269,0.69111,0.35954,0.50011,0.49705,0.88981,0.28756,0.32874,0.83246,1.5203,1.3634,1.4639,1.7744,0.73666,0.54788,0.48226,0.36642,0.76777,0.32567,0.56301,1.0376,0.48097,0.21931,0.19865,0.066661,0.53527,0.35825,0.3189,0.58242,0.61142,0.0036936,0.28909,0.88035,0.345,0.44473,0.2851,0.42119,0.88408,0.2034,0.12657,0.65184,0.19242,0.15721,0.8196,0.29323,0.76052,2,Surface
2.1013,1.069,0.2318,0.1523,0.36257,0.76326,0.57891,0.51698,0.66112,0.84182,0.93403,1.2399,0.66497,0.7213,0.22253,0.51408,0.3115,0.50107,0.39626,0.57562,0.3638,0.15242,0.44737,0.37674,0.31074,0.49486,0.29766,0.50925,0.67967,0.058582,0.44829,0.74856,0.34736,0.45242,0.29118,0.091397,0.31215,0.41961,0.78511,0.075787,0.45736,0.17042,0.026326,0.53874,0.52874,0.32872,0.28839,0.39423,0.17065,2,Surface
2.1904,0.93689,0.36303,0.061929,0.22065,0.8454,0.59,0.44326,1.3839,0.68778,0.53397,0.6584,0.30057,0.40208,0.022007,0.20531,0.34103,0.079188,0.11174,0.72144,0.16019,0.50038,0.51319,0.13837,0.37915,0.12684,0.51508,0.25382,0.369,0.28158,0.27664,0.42896,0.39812,0.42695,0.43652,0.10624,0.29798,0.52404,0.51734,0.60364,0.11612,0.32186,0.28036,0.073887,0.22969,0.41686,0.48933,0.19924,0.24534,2,Surface
1.7136,1.0844,0.08427,0.21329,1.2107,0.97195,0.60591,0.72311,1.1322,1.3043,0.17724,0.37814,0.97918,1.304,1.4773,1.3566,0.40444,0.56445,0.59445,0.19313,0.23241,0.13648,0.42347,0.79263,0.66961,0.037828,0.52832,0.24624,0.26849,1.0194,0.18417,0.44529,0.2142,0.26197,0.41166,0.12304,0.47006,0.061953,0.17062,0.49349,0.10059,0.57559,0.84445,0.57936,0.4416,0.64792,1.0375,0.63323,0.26317,2,Surface
2.4884,1.0629,0.46028,0.71127,1.0987,1.0202,1.34,0.96058,0.59273,0.44684,0.54084,1.3562,1.5756,1.4107,1.7291,1.3804,0.66126,1.006,1.191,0.7002,0.81096,0.5452,0.9894,1.177,0.16289,0.61947,0.84854,0.36328,0.25927,0.091986,0.20501,0.3617,0.39777,0.65898,0.25903,0.16558,0.76711,0.28807,0.38959,0.6352,0.26628,0.16153,0.28027,0.30151,0.68951,0.33258,0.26683,0.078417,0.75284,2,Surface
2.6606,1.5155,0.39107,0.46522,1.039,0.85087,0.64578,0.25444,0.47124,0.45937,0.74656,1.8962,1.7276,1.3911,1.6957,1.9946,0.52105,0.50318,0.89075,1.0489,0.83305,0.29685,1.014,0.60436,0.42913,0.64808,0.38368,0.49267,0.14489,0.52265,0.35496,0.44276,0.15103,0.19485,0.23386,0.70569,0.70206,0.1479,0.13024,0.744,0.071815,0.41679,0.50867,0.8377,0.32326,0.3281,0.38069,0.13167,0.39554,2,Surface
2.2524,1.3923,0.4132,0.14786,0.64628,0.49867,0.39542,0.1371,0.85359,0.14645,0.21032,0.49517,0.72906,1.5381,1.9445,1.628,0.63684,0.34613,0.93922,1.924,1.0911,0.82641,0.42235,1.5778,0.41959,0.29837,0.51241,0.043846,0.52696,0.81898,0.30408,0.92616,0.39765,0.097471,0.27191,0.20635,0.4886,0.13259,0.47754,0.52728,0.098062,0.25704,0.58115,0.10575,0.87257,0.9597,0.35048,0.57357,0.63832,2,Surface
1.4621,0.85256,0.11846,0.26258,0.79577,0.67062,0.71863,0.63038,1.4274,1.2099,1.1986,1.3546,1.0184,0.22974,0.4153,0.63406,0.7016,0.71232,0.21391,0.25574,0.42956,0.44029,0.26928,0.14361,0.58381,0.16003,0.30089,0.67774,0.013506,0.36804,0.19626,0.1493,0.19213,0.26788,0.31383,0.10884,0.40962,0.16975,0.12869,0.33215,0.56954,0.4372,0.48215,0.50929,0.22797,0.37223,0.4914,0.5469,0.32884,2,Surface
2.4251,1.1142,0.72697,0.31788,0.45394,0.74417,0.7443,0.83078,0.22021,0.53514,0.81654,1.2528,1.0177,1.6064,1.5666,1.4324,0.87045,1.1281,1.1301,0.9856,0.74603,1.3138,1.112,0.62283,0.3618,0.27362,0.26954,0.33506,0.43572,0.49572,0.38815,0.5665,0.45536,0.39416,0.51307,0.64885,0.30037,1.1796,0.40906,0.062476,0.39627,0.14191,0.53445,0.85235,0.50827,0.51345,0.50111,0.13127,0.78673,2,Surface
1.9874,0.93285,0.25966,0.16836,0.73889,1.2199,0.83464,0.71122,1.1761,0.37866,0.57476,0.50548,1.114,0.29654,1.0401,0.71942,0.3705,0.11728,0.097992,0.17884,0.51028,0.51061,0.33295,0.26962,0.33781,0.36986,0.85633,0.35682,0.53722,0.23035,0.5372,0.334,0.73938,0.17549,0.55061,0.60719,0.40847,0.41032,0.50189,0.27514,0.10904,0.62838,0.42962,0.50992,0.29195,0.37134,0.36018,0.26287,0.58154,2,Surface
2.1399,1.2426,0.59697,0.31251,1.9963,1.8995,1.7964,0.76195,1.1723,1.109,0.28128,0.073685,0.39442,0.87333,1.1537,0.59435,0.48382,0.17723,0.52541,0.82079,0.28309,0.8822,0.76901,1.3162,0.4854,0.46442,0.52454,0.47017,0.047108,0.27374,0.60436,0.90437,0.28029,0.11414,0.35457,0.81008,0.29343,0.40499,0.65775,0.80388,0.43574,0.38554,0.23815,0.68181,0.5188,0.62368,0.56344,0.25288,0.43591,2,Surface
1.4362,0.85681,0.40782,0.52198,0.48544,0.60872,0.47516,0.69442,1.7761,1.0481,0.31498,0.78282,1.0571,0.25725,0.53887,0.26746,0.91461,0.83206,0.19684,0.060261,0.64869,0.4256,0.383,0.34919,0.21186,0.34745,0.44319,0.156,0.30125,0.48299,0.08126,0.38765,0.18896,0.16702,0.32821,0.34967,0.64205,0.34403,0.16567,0.27816,0.4244,0.31452,0.54247,0.043196,0.26112,0.58205,0.58223,0.24742,0.30158,2,Surface
2.0831,0.78374,0.38324,0.40207,0.46864,0.45989,0.50384,0.68761,1.5941,0.76853,0.61126,0.4322,0.21114,0.11426,0.41534,0.63533,0.51475,0.5347,0.19385,0.31254,0.33884,0.36018,0.3127,0.13617,0.13475,0.39134,0.38958,0.3842,0.47311,0.61866,0.57373,0.3957,0.19046,0.23879,0.17636,0.29707,0.34849,0.31676,0.11795,0.06566,0.38295,0.29423,0.2153,0.34425,0.34442,0.61415,0.43939,0.47332,0.47033,2,Surface
2.1332,0.91465,0.28381,0.34677,1.1176,0.96834,0.54394,0.25517,1.0666,0.28951,0.88652,1.141,0.88747,1.1374,1.2136,1.145,1.2589,0.74552,0.66043,0.97484,0.68169,0.35354,0.76153,0.64811,0.44739,0.42202,0.090722,0.25342,0.75075,0.089851,0.57401,0.11093,0.33247,0.29747,0.2465,0.26168,0.40184,0.18016,0.46062,0.35174,0.64658,1.0171,0.28331,0.34749,0.50827,0.52727,0.35397,0.25232,0.36826,2,Surface
1.3142,0.81153,0.43275,0.25489,0.97531,0.69283,1.002,0.79945,1.1426,0.28858,0.85158,1.4372,1.4812,1.6377,1.6186,1.4173,0.2004,0.51273,0.56227,0.34984,0.79852,0.20977,0.23448,0.6333,0.32219,0.13267,0.19481,0.47904,0.30425,0.77124,0.55167,0.4309,0.010407,0.63234,0.16233,0.57536,0.32744,0.22606,0.50145,0.67773,0.72448,0.31364,0.43058,0.34832,0.43473,0.26924,0.50165,0.39999,0.33365,2,Surface
1.9227,1.0728,0.53482,0.54296,0.86962,0.76517,0.24196,0.72085,0.47855,0.61261,0.33455,1.6173,2.473,1.6336,1.0791,1.2576,1.3433,0.96029,0.74057,1.1407,0.38311,1.5289,1.4453,0.98683,0.61964,0.25753,0.57945,0.44519,0.51403,0.21652,0.84423,0.41478,0.72904,1.0038,0.084247,0.21869,0.18015,0.42554,0.26584,0.58811,0.48265,0.27917,0.1751,0.26206,0.77501,0.15883,0.77479,0.17691,0.53305,2,Surface
1.5308,1.2638,0.17538,0.33818,0.78635,1.538,1.2812,0.45561,0.94913,0.72275,0.22702,1.5325,1.8994,1.4778,1.4821,1.8189,0.521,1.2121,1.517,0.87839,0.33244,0.87235,1.2287,0.98939,0.21776,0.503,0.43141,0.41026,0.40258,0.84509,0.32285,0.49862,0.66334,0.28542,0.35717,0.42105,0.65774,0.90871,0.43931,0.96516,0.47284,0.11381,0.1728,0.25768,0.4497,0.88254,0.19361,0.27946,0.30454,2,Surface
1.3405,0.54216,0.3935,0.44765,0.26959,0.67795,0.83528,0.91884,1.3001,0.84428,0.3909,0.62672,0.9004,0.13203,0.72117,0.2164,0.84762,0.45803,0.13012,0.085062,0.39429,0.2022,0.53684,0.18147,0.3674,0.41058,0.31961,0.45377,0.42716,0.25731,0.38534,0.17055,0.39901,0.42757,0.43958,0.35619,0.14449,0.12644,0.3788,0.24579,0.33457,0.2738,0.36746,0.61252,0.1126,0.32762,0.07307,0.25671,0.33205,2,Surface
1.8698,0.81685,0.33418,0.63688,1.0602,0.48936,0.77209,0.64665,1.0529,1.0304,0.45114,0.38021,0.80535,1.5802,1.7364,1.6467,0.44797,0.73702,0.60685,0.44103,0.29772,1.4291,1.4827,0.84828,0.64393,0.14453,0.75088,0.43543,0.32605,0.2883,0.32803,0.10105,0.20391,0.47474,0.59128,0.5504,0.51649,0.81514,0.35498,0.60307,0.25205,0.73845,0.31964,0.78212,0.76876,0.36509,0.70642,0.46517,0.49402,2,Surface
2.0861,1.0245,0.29695,0.81265,0.45214,0.5728,0.17778,0.3365,1.0319,1.0413,0.30912,0.21318,0.027331,0.60828,0.64532,0.1294,0.37305,0.32605,0.16206,0.18363,0.30591,0.22647,0.14451,0.36163,0.65524,0.61556,0.45557,0.14962,0.29614,0.11755,0.2891,0.079202,0.40933,0.41421,0.32319,0.56821,0.2691,0.17122,0.43724,0.13634,0.53359,0.52035,0.19065,0.039805,0.55687,0.29199,0.045876,0.19019,0.18384,2,Surface
0.60975,0.23398,0.8069,0.8776,1.2455,1.8059,1.1984,0.93062,0.88048,1.2476,0.52577,0.44982,0.57465,1.0749,0.91273,0.15117,1.0999,1.0802,1.2101,0.76791,0.18896,0.7521,0.51527,0.17886,0.7505,0.41984,0.83044,0.53358,0.46764,1.0382,0.99214,0.66296,0.54675,0.17437,0.18719,0.54832,0.50946,0.51094,0.60943,0.59264,0.55726,0.29037,0.27626,0.78704,0.22598,0.58207,0.26765,0.17379,0.81746,2,Surface
1.8555,0.71232,0.35432,0.48121,1.0616,1.3195,0.63464,0.16356,0.39212,0.438,0.40085,0.21904,0.60909,1.0175,1.1947,1.0661,0.80029,0.65753,0.17946,0.67076,0.28931,0.24108,0.19148,0.76155,0.056415,0.24752,0.4662,0.65171,0.75093,0.18581,0.3869,0.2456,0.49816,0.38261,0.62828,0.28478,0.61417,0.23441,0.38341,0.22203,0.4419,0.41905,0.35921,0.16293,0.16893,0.299,0.92771,0.6243,0.64554,2,Surface
1.8379,0.92758,0.039552,0.31209,1.0622,0.85742,0.98898,0.3603,1.5426,0.33347,0.83982,1.531,1.5471,1.5632,2.0394,2.1167,1.6214,1.5995,1.1401,1.3392,1.6972,1.4348,1.3474,0.32484,0.11731,0.49937,0.33549,0.31382,0.58816,0.70032,0.23067,0.18175,0.63071,0.22706,0.37113,0.49926,0.49078,0.13446,0.71932,0.82282,1.1702,0.66649,0.33105,0.36938,0.22694,0.69019,0.6588,0.47484,0.72217,2,Surface
2.0151,0.83698,0.5825,0.32773,1.2828,0.56138,1.0541,1.2165,1.2463,1.2903,0.58267,1.4273,1.9292,1.6178,2.1305,2.3004,0.81749,1.5788,0.97049,0.65543,0.77027,0.74106,0.84943,0.4972,0.41695,0.53252,0.49076,0.46304,0.23839,0.51305,0.30678,0.27718,0.57511,0.54904,0.33934,0.19766,0.52167,0.73686,0.63195,0.67925,0.63809,0.9517,0.45159,0.98387,0.42975,0.15731,0.35721,0.27697,0.4809,2,Surface
2.1243,1.1784,0.073317,0.4828,0.65872,0.73036,1.2639,1.0877,2.0697,1.0831,1.0903,0.85854,1.3416,0.23123,0.84905,0.21238,0.25914,0.37507,0.154,0.1619,0.087971,0.35338,0.14788,0.33016,0.43764,0.53823,0.50289,0.54233,0.25905,0.39985,0.43987,0.19801,0.19316,0.45099,0.35388,0.3458,0.36927,0.4126,0.26999,0.43892,0.48987,0.45458,0.23577,0.61461,0.46626,0.82328,0.42058,0.23676,0.20435,2,Surface
1.5669,0.59395,0.23307,0.21746,0.60362,0.63353,0.93653,1.1405,1.2228,0.64818,0.47178,0.58989,0.69804,0.75599,0.13316,0.43026,0.7527,0.24829,0.22024,0.23916,0.84506,0.64269,0.095562,0.49299,0.22109,0.3319,0.2459,0.29485,0.40123,0.22497,0.19356,0.83308,0.20426,0.15462,0.39867,0.19208,0.17412,0.24789,0.54828,0.32284,0.2637,0.4729,0.19273,0.20451,0.27942,0.13765,0.061685,0.18552,0.33441,2,Surface
1.7462,1.1442,0.19409,0.32458,1.147,2.0317,2.2017,0.77506,1.6373,0.72312,0.87643,1.0505,1.7875,1.7824,1.7169,2.0867,0.2883,0.30688,0.43889,0.61716,0.77552,0.8333,0.60235,1.0119,0.76238,0.062694,0.17716,0.29734,0.17987,0.52461,0.28322,0.40877,0.46579,0.097811,0.7295,0.48902,0.64216,0.49842,0.57775,0.51461,0.95623,0.31831,0.23205,0.22061,0.33516,0.39599,0.41746,0.36899,0.40717,2,Surface
2.2579,0.60174,0.96284,0.59762,1.1508,0.66323,0.10823,0.49957,0.53788,0.20397,0.37099,1.3917,2.0864,1.7833,1.3741,1.311,0.73239,0.94812,0.74847,1.1003,1.8288,0.38006,0.51025,0.55178,0.73795,0.1409,0.23123,0.47904,0.22885,0.5265,0.33973,0.5637,0.30853,0.62202,0.65509,0.48403,0.48356,0.26065,0.67546,0.26736,0.2848,1.0096,0.19533,0.98419,0.552,0.71322,0.54989,0.38485,0.43631,2,Surface
1.7547,0.90402,0.53326,0.82671,0.68176,0.50328,0.31988,0.59085,1.2645,1.044,0.47535,1.1403,0.8202,0.38623,0.78076,0.6022,0.59996,0.28421,0.10011,0.14808,0.18962,0.53452,0.31328,0.58519,0.26607,0.49005,0.51223,0.18709,0.65086,0.19508,0.47959,0.68114,0.48683,0.51279,0.35664,0.55121,0.085194,0.37604,0.092378,0.29203,0.24495,0.63465,0.20266,0.64428,0.29296,0.38928,0.10951,0.3757,0.26462,2,Surface
1.3222,0.72683,0.9619,0.22789,0.41963,0.56455,0.56004,0.3956,1.6105,1.2492,0.67208,0.72422,0.46385,0.45835,1.1387,0.45129,1.0509,0.84559,0.42821,0.23597,0.47244,0.45553,0.80904,0.79505,0.97287,0.32618,0.11572,0.34401,0.7412,0.24673,0.67423,0.60057,0.47722,0.44227,0.2328,0.26988,0.08193,0.042371,0.33521,0.3905,0.75886,0.27605,0.55583,0.15784,0.34896,0.42629,0.33362,0.25625,0.4066,2,Surface
2.3392,1.2576,0.57926,0.14276,1.3445,1.0964,0.71273,0.28155,0.754,0.65199,0.21954,1.8309,1.4996,1.3025,1.1171,1.8102,1.1268,1.1393,0.97237,0.98452,1.2885,1.8748,1.8328,0.41118,0.30627,0.55182,0.54955,0.51168,0.065846,0.67258,0.25195,0.49253,0.50445,0.22833,0.81234,0.66712,0.52279,0.35951,0.21025,0.1312,0.26855,0.79038,0.23909,0.11275,0.19843,0.71717,0.65027,0.32792,0.43011,2,Surface
2.1883,1.5052,0.39593,0.16268,1.1084,1.5139,1.0939,0.71368,1.2489,0.78286,0.63585,0.64339,0.54305,0.81549,0.65445,0.9195,0.52635,0.48231,1.3048,1.1029,0.95572,0.95112,1.1517,0.57258,0.39294,0.67076,0.49402,0.42852,0.23627,0.43683,0.62593,0.60854,0.75096,0.26753,0.25348,0.44048,0.36894,0.32784,0.73456,0.59001,0.36152,0.3636,0.54361,0.54879,0.58071,0.73551,0.28998,0.61858,0.53484,2,Surface
1.7087,1.2242,0.75833,0.31694,0.36617,0.31993,0.44399,0.67073,1.7242,1.1238,0.85475,0.85599,0.89252,0.47422,0.71972,0.29867,0.14566,0.31719,0.56845,0.56486,0.7319,0.24211,0.40324,0.57228,0.23029,0.14602,0.34768,0.028604,0.29914,0.12339,0.79819,0.69602,0.45112,0.43535,0.5195,0.29259,0.2327,0.23174,0.36312,0.54919,0.57689,0.67155,0.41712,0.26907,0.17724,0.55471,0.67571,0.51447,0.5577,2,Surface
2.8187,1.1816,0.34647,0.55547,1.1851,1.4249,0.34997,0.42729,0.84083,0.91107,0.28256,0.19168,0.75972,0.75503,0.60265,0.49813,0.42174,0.58092,0.84591,0.72043,0.38674,0.63058,1.0646,0.23787,0.66649,0.57683,0.19071,0.2411,0.25389,0.5365,0.016696,0.3841,0.25317,0.46254,0.16274,0.30716,0.38789,0.43945,0.2357,0.67556,0.12962,0.24952,0.1044,0.40472,0.81648,0.14588,0.51853,0.14304,0.41328,2,Surface
0.98233,0.35968,0.4263,0.69481,0.34783,0.67363,0.21384,0.37674,0.93996,0.23384,1.1851,1.5465,1.0976,1.5851,1.2182,0.91951,0.80921,0.34652,0.80219,0.9854,0.70172,1.2863,1.0092,0.54801,0.2151,0.62436,0.29121,0.93956,0.096961,0.40126,0.5121,0.54639,0.5286,1.2283,0.80538,0.35558,1.0382,0.47016,0.30769,0.063887,0.24931,0.84827,0.20835,0.31766,0.78757,0.83707,0.33522,0.41082,0.55267,2,Surface
1.9778,1.2544,0.25746,0.39798,0.58345,0.16828,0.42722,0.16398,1.3739,0.51882,1.158,1.3064,0.69966,0.21583,0.34633,0.1798,0.56131,0.56408,0.58159,0.51317,0.42309,0.46892,0.54118,0.7545,0.24923,0.17005,0.056775,0.51754,0.73585,0.54074,0.24186,0.29486,0.68068,0.2135,0.5442,0.36246,0.14673,0.28295,0.26267,0.22038,0.20496,0.34786,0.26222,0.58466,0.32347,0.55465,0.26272,0.60652,0.62187,2,Surface
