F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,Label
0.77931,0.35428,0.21815,0.19111,0.15282,0.13885,0.80361,2.6511,2.3866,3.2242,2.0255,0.94634,0.63093,0.17705,0.043614,0.2092,0.51657,0.1648,0.19458,0.14133,0.1855,0.11974,0.15701,0.074336,0.086377,0.084077,0.065938,0.045865,0.017747,0.068864,0.093672,0.02834,0.013083,0.084876,0.033132,0.028748,0.021632,0.060333,0.094169,0.077286,0.11858,0.017506,0.052876,0.0085734,0.041015,0.065311,0.069165,0.045445,0.057167,0.087925,0.034151,1,Corona
0.69139,0.38465,0.13276,0.23797,0.067137,0.24034,0.93804,3.8711,2.9121,4.1208,2.1526,1.0551,0.62977,0.28956,0.44792,0.51042,0.66634,0.21855,0.28655,0.26202,0.16742,0.09895,0.095283,0.048883,0.17527,0.022456,0.10418,0.075699,0.12951,0.044683,0.0095196,0.055135,0.081948,0.040562,0.043464,0.09461,0.016935,0.15787,0.01411,0.12326,0.14155,0.021202,0.03167,0.12074,0.012436,0.072285,0.045024,0.055067,0.078028,0.053869,0.063935,1,Corona
0.73143,0.41709,0.10208,0.081865,0.17259,0.16724,1.0027,3.6246,2.6247,3.6818,1.3829,0.7353,0.59312,0.33314,0.49386,0.35821,0.93559,0.087667,0.22011,0.24158,0.15334,0.055078,0.10601,0.11969,0.073727,0.024961,0.064554,0.048181,0.055089,0.0094537,0.024429,0.12205,0.0061521,0.051436,0.13752,0.087091,0.064375,0.014251,0.094662,0.054957,0.057453,0.097238,0.11158,0.10257,0.053582,0.017511,0.027178,0.15669,0.020514,0.07131,0.057019,1,Corona
0.71847,0.39558,0.07243,0.074332,0.10283,0.035971,0.64422,3.8445,2.5262,2.215,3.1129,2.6774,1.351,0.40585,0.58958,0.49511,0.52877,0.041381,0.10826,0.026232,0.070769,0.16831,0.039642,0.038192,0.068885,0.089856,0.023947,0.039047,0.0423,0.013358,0.064638,0.039864,0.08301,0.053213,0.044433,0.07524,0.081317,0.032803,0.0077484,0.035994,0.021086,0.036611,0.10742,0.042168,0.079243,0.02219,0.022505,0.093472,0.04816,0.06041,0.025371,1,Corona
0.96829,0.38597,0.26864,0.027622,0.15035,0.14893,1.1886,4.0177,8.8956,6.271,0.21421,0.44189,0.21305,0.083175,0.12079,0.28249,0.19769,0.046653,0.036925,0.073375,0.066756,0.08089,0.044283,0.095952,0.038328,0.093372,0.052865,0.035205,0.048672,0.047909,0.03748,0.04714,0.056717,0.090619,0.028262,0.083698,0.031839,0.064481,0.056609,0.042583,0.026119,0.046418,0.070598,0.033158,0.074614,0.033685,0.012552,0.025904,0.067789,0.049638,0.044102,1,Corona
0.90086,0.44676,0.20948,0.11584,0.03298,0.02898,0.8738,4.4355,3.1878,4.3153,2.161,1.1264,0.50033,0.38099,0.51795,0.51874,0.71711,0.18569,0.30786,0.17074,0.053216,0.1457,0.0085617,0.065682,0.044436,0.050943,0.086768,0.15391,0.14081,0.0057699,0.075851,0.019556,0.038945,0.036895,0.079521,0.073524,0.050833,0.070001,0.039687,0.071706,0.083136,0.10108,0.068947,0.062168,0.13466,0.042317,0.082587,0.074696,0.11395,0.10636,0.088547,1,Corona
0.53547,0.28606,0.23356,0.13175,0.16788,0.017797,0.91709,3.7548,3.126,4.394,1.9581,0.48171,0.44515,0.33252,0.48192,0.5744,0.84971,0.29112,0.2661,0.2134,0.33642,0.047265,0.11219,0.060759,0.032513,0.036598,0.24199,0.14067,0.062307,0.061502,0.038315,0.041736,0.10996,0.033212,0.071904,0.057053,0.10064,0.042347,0.12485,0.11114,0.054518,0.083233,0.027405,0.062965,0.050799,0.060207,0.050178,0.079917,0.062263,0.09023,0.10521,1,Corona
0.61519,0.3398,0.092657,0.11317,0.028241,0.10377,0.79908,3.5794,2.6994,3.6896,2.1395,0.9781,0.30629,0.28446,0.31215,0.33209,0.82121,0.30494,0.31661,0.29501,0.17814,0.10709,0.035372,0.095111,0.083369,0.12796,0.0853,0.16394,0.10167,0.043881,0.12513,0.042178,0.11486,0.1134,0.016504,0.046549,0.089362,0.083506,0.067232,0.10602,0.12743,0.069749,0.054966,0.070409,0.09776,0.032483,0.054416,0.08583,0.054329,0.070715,0.040186,1,Corona
0.44674,0.2953,0.059791,0.049095,0.046329,0.15873,0.7545,3.5899,2.266,2.5754,0.30254,2.6529,0.87775,0.21197,0.42523,0.59125,0.72287,0.08598,0.16993,0.18969,0.17193,0.041077,0.088586,0.036097,0.11602,0.089814,0.11395,0.047239,0.031785,0.13241,0.049111,0.10512,0.030164,0.042142,0.05112,0.13242,0.05092,0.058049,0.090317,0.048179,0.033574,0.036684,0.11713,0.030133,0.028447,0.043297,0.06064,0.058482,0.07747,0.077756,0.076622,1,Corona
0.72554,0.36481,0.13361,0.13767,0.16702,0.12938,0.71244,5.378,2.8641,3.7016,2.8677,2.1418,1.3362,0.076336,0.19391,0.27434,0.15181,0.13756,0.10003,0.24167,0.079975,0.10746,0.074472,0.049886,0.10212,0.040037,0.05427,0.038571,0.17078,0.049176,0.10048,0.14968,0.077189,0.016347,0.019727,0.090936,0.056382,0.10323,0.014394,0.061662,0.086787,0.048142,0.024143,0.037487,0.017251,0.061784,0.06524,0.039382,0.072387,0.093322,0.050923,1,Corona
1.0383,0.5719,0.037013,0.063117,0.018802,0.19667,1.3714,5.6808,3.3916,4.6371,1.8226,0.91138,0.76222,0.51592,0.66779,0.71876,0.87389,0.26293,0.27488,0.23537,0.044333,0.10778,0.084855,0.034311,0.16139,0.064458,0.028782,0.089804,0.10613,0.088411,0.039278,0.1088,0.075031,0.091493,0.10296,0.10715,0.053048,0.069048,0.085217,0.1595,0.12659,0.12519,0.034231,0.026258,0.097514,0.087388,0.07734,0.015812,0.073056,0.081581,0.20466,1,Corona
0.82913,0.50062,0.086202,0.20523,0.050728,0.015047,1.2376,4.3149,2.8967,3.4255,1.161,0.56829,1.7383,0.3133,0.37764,0.58771,0.70788,0.1293,0.27361,0.1078,0.049617,0.20485,0.096001,0.074432,0.12587,0.10174,0.15815,0.089515,0.12712,0.15152,0.021481,0.089212,0.014042,0.076987,0.035418,0.064282,0.028405,0.050934,0.030483,0.031171,0.036828,0.16614,0.087477,0.082328,0.12677,0.068316,0.077336,0.061321,0.11202,0.073731,0.09234,1,Corona
0.84125,0.36779,0.16729,0.029419,0.13656,0.10218,0.86108,4.2456,2.418,2.8946,3.8981,3.4195,1.6514,0.82396,0.92196,0.59793,0.61873,0.25039,0.19467,0.17203,0.16925,0.11684,0.058072,0.084944,0.12294,0.044906,0.054155,0.056497,0.11925,0.066742,0.11575,0.068964,0.10388,0.041251,0.032826,0.064057,0.027798,0.031752,0.015534,0.017759,0.10389,0.067837,0.064735,0.03154,0.086565,0.031145,0.10006,0.018139,0.049613,0.11351,0.15133,1,Corona
0.5852,0.33309,0.15129,0.17037,0.14473,0.075231,0.72461,4.7522,2.937,3.1274,0.34563,2.9575,1.1067,0.2866,0.39149,0.69137,0.89742,0.31836,0.34392,0.36434,0.43303,0.068742,0.1491,0.042562,0.12316,0.078797,0.17768,0.10556,0.09021,0.11756,0.052383,0.1633,0.10431,0.069127,0.037038,0.10102,0.094322,0.040215,0.061454,0.089176,0.09032,0.12446,0.068814,0.10809,0.043444,0.080337,0.14616,0.061658,0.066854,0.019139,0.031746,1,Corona
0.69478,0.42521,0.068589,0.10221,0.13423,0.34574,0.89224,3.806,2.793,3.5846,1.8364,1.4563,0.57334,0.29223,0.50321,0.78441,0.98189,0.24003,0.14754,0.43372,0.40745,0.076141,0.15752,0.14735,0.096444,0.095837,0.11848,0.084897,0.020507,0.079556,0.14586,0.15917,0.03622,0.0565,0.14679,0.079682,0.071644,0.10007,0.029574,0.15219,0.13395,0.1056,0.082682,0.12714,0.036174,0.099641,0.072819,0.037982,0.1415,0.079277,0.12295,1,Corona
0.71933,0.42972,0.061009,0.12822,0.17112,0.26775,1.185,5.5602,3.78,5.2576,1.6264,0.44712,1.1945,0.17861,0.69995,1.023,0.99899,0.45189,0.16021,0.1507,0.11742,0.113,0.18331,0.07142,0.031605,0.066459,0.078562,0.064378,0.052136,0.14203,0.07525,0.043578,0.059597,0.087893,0.07957,0.2132,0.05882,0.022009,0.10761,0.058502,0.13016,0.10315,0.02468,0.15464,0.054646,0.10629,0.034823,0.15871,0.11394,0.07914,0.066814,1,Corona
0.69356,0.30925,0.26217,0.16929,0.053015,0.10376,0.95994,4.8384,3.3492,4.5476,2.0515,1.3206,0.40296,0.39077,0.55055,0.53685,0.93929,0.064762,0.21762,0.36179,0.3053,0.072441,0.10873,0.026519,0.040046,0.078697,0.10163,0.054635,0.033195,0.069469,0.052987,0.10199,0.031235,0.087788,0.041326,0.067122,0.051331,0.10819,0.049864,0.12817,0.050444,0.10624,0.064321,0.14679,0.1016,0.074534,0.020447,0.074993,0.1059,0.023231,0.058173,1,Corona
0.82546,0.52659,0.10298,0.1508,0.11432,0.17919,1.0626,5.6867,3.2106,3.6668,1.211,1.1231,0.70841,0.42767,0.47916,0.99036,1.1897,0.45175,0.45427,0.35804,0.34153,0.094215,0.10061,0.10571,0.084912,0.0931,0.1432,0.11293,0.037024,0.076519,0.078928,0.06134,0.063843,0.24152,0.061506,0.046434,0.029414,0.10328,0.05195,0.074808,0.1196,0.12232,0.10431,0.097241,0.12293,0.06566,0.032318,0.053302,0.089914,0.11141,0.031718,1,Corona
0.80863,0.31292,0.29792,0.13592,0.14497,0.09739,1.191,7.0106,3.7395,4.1501,0.36478,1.9844,1.0771,0.70514,0.77611,0.86208,1.1427,0.26782,0.46455,0.54524,0.40261,0.087981,0.028076,0.11102,0.087233,0.050971,0.026188,0.17935,0.025401,0.030661,0.047108,0.12797,0.16787,0.12685,0.14441,0.13966,0.076422,0.046302,0.037865,0.16463,0.028168,0.084239,0.055805,0.080545,0.10218,0.10993,0.026329,0.10041,0.038272,0.058233,0.15773,1,Corona
0.61223,0.51234,0.036889,0.31962,0.32318,0.11753,0.90841,8.4503,3.7503,8.6986,0.47483,0.1233,0.36164,0.30601,0.27117,0.10199,0.72952,0.033008,0.20935,0.097338,0.17809,0.21625,0.10299,0.090224,0.046655,0.16359,0.085722,0.12252,0.062392,0.088964,0.064207,0.033326,0.038157,0.077556,0.054248,0.039222,0.11257,0.022044,0.11635,0.063289,0.040245,0.062855,0.048053,0.053445,0.03,0.055227,0.090269,0.15816,0.081916,0.064088,0.095202,1,Corona
0.65177,0.44921,0.13087,0.095191,0.17428,0.26119,1.0709,5.3026,3.5367,4.5458,2.0118,1.4817,0.53923,0.20328,0.24538,0.82439,1.0071,0.33619,0.35662,0.36095,0.36158,0.026194,0.21091,0.1074,0.076912,0.24753,0.084852,0.17267,0.19917,0.053605,0.042202,0.054075,0.23758,0.064961,0.10107,0.16458,0.069143,0.081389,0.065542,0.1317,0.17313,0.10088,0.11251,0.087527,0.0070383,0.055342,0.075578,0.10785,0.028488,0.082784,0.060284,1,Corona
1.0019,0.51258,0.28629,0.024325,0.2121,0.47983,1.8152,5.843,4.0334,1.7657,0.86603,0.58782,0.40976,0.2523,0.46362,0.19983,0.21702,0.1596,0.11542,0.078947,0.13838,0.091172,0.13216,0.050162,0.088457,0.11204,0.11956,0.10385,0.096138,0.081247,0.0082215,0.040285,0.059316,0.048324,0.070683,0.051349,0.039441,0.046137,0.050616,0.021477,0.074419,0.033085,0.083982,0.073915,0.081616,0.042817,0.063342,0.05384,0.048742,0.04562,0.074497,1,Corona
0.41685,0.2779,0.079623,0.012239,0.13059,0.31183,1.2863,5.1965,3.7783,4.8476,0.93073,0.36177,1.3048,0.37955,0.4101,0.76952,0.71891,0.16794,0.13329,0.19976,0.19335,0.11853,0.13165,0.092391,0.14012,0.14398,0.12428,0.021364,0.010813,0.015366,0.049451,0.011709,0.070244,0.040037,0.035019,0.1249,0.10655,0.11672,0.078854,0.12443,0.078913,0.17936,0.068201,0.051938,0.027376,0.047351,0.10394,0.15994,0.061009,0.041284,0.024776,1,Corona
0.82253,0.34304,0.38517,0.29591,0.13949,0.36343,1.0752,4.399,3.3426,4.3149,1.5024,1.2848,0.29445,0.20847,0.47708,0.6234,1.0769,0.20555,0.28823,0.29959,0.21381,0.086083,0.072118,0.14406,0.077484,0.090381,0.20296,0.14757,0.034032,0.12372,0.083535,0.15615,0.10588,0.17046,0.11069,0.0093848,0.074696,0.047378,0.061227,0.084186,0.073692,0.16376,0.1255,0.075584,0.065565,0.045618,0.14218,0.068123,0.090469,0.032186,0.13899,1,Corona
0.69965,0.34469,0.23699,0.23366,0.08586,0.15052,1.2486,6.5623,3.9493,5.4232,2.6929,1.5195,0.15773,0.69152,0.82876,0.78702,0.98215,0.4339,0.42366,0.32129,0.10529,0.17287,0.1402,0.027399,0.072905,0.061214,0.14707,0.041688,0.055028,0.036525,0.19282,0.074486,0.048129,0.10177,0.060812,0.033436,0.0065315,0.077275,0.047218,0.052595,0.11594,0.058265,0.046764,0.068704,0.010771,0.051261,0.079785,0.093327,0.0771,0.017674,0.040942,1,Corona
0.58919,0.36814,0.094955,0.21407,0.13399,0.17447,1.226,4.702,3.5819,4.9888,2.2012,0.85372,0.39597,0.36055,0.5666,0.87577,1.1815,0.16774,0.37502,0.3456,0.22739,0.056213,0.16131,0.028133,0.076075,0.0581,0.057159,0.041622,0.029477,0.032007,0.13532,0.018364,0.030332,0.089387,0.14125,0.16208,0.0070232,0.057361,0.098247,0.092206,0.053247,0.062659,0.055918,0.054366,0.13605,0.042414,0.068336,0.036921,0.035594,0.082802,0.1338,1,Corona
0.71299,0.4204,0.26307,0.31239,0.088095,0.069367,1.2873,4.0906,3.3176,4.5602,1.2796,0.43243,0.84436,0.20226,0.37904,0.61387,1.1465,0.042659,0.17335,0.18109,0.081971,0.083285,0.13739,0.023283,0.17376,0.088228,0.070981,0.044656,0.054447,0.068133,0.10824,0.094185,0.06157,0.025168,0.16455,0.04553,0.075684,0.077404,0.078251,0.095638,0.058314,0.13192,0.0032804,0.089961,0.044217,0.12616,0.067831,0.082351,0.075743,0.032888,0.027843,1,Corona
0.74848,0.42313,0.12053,0.20757,0.084701,0.096823,0.96677,3.4715,2.7304,4.0207,2.0889,1.4673,0.55129,0.45509,0.69831,0.69707,0.84552,0.24095,0.36451,0.28673,0.29506,0.035064,0.10137,0.11478,0.073968,0.12053,0.13354,0.064978,0.10067,0.10826,0.1624,0.05243,0.1189,0.047902,0.13783,0.095964,0.13967,0.087595,0.12188,0.1078,0.069777,0.14863,0.12454,0.14331,0.052019,0.078601,0.13371,0.039746,0.025677,0.083812,0.10584,1,Corona
0.84572,0.49042,0.10149,0.14735,0.0882,0.15484,1.0947,5.5247,4.0744,5.6866,1.7896,0.49425,1.1267,0.22446,0.55777,0.98973,0.85447,0.36666,0.26933,0.11895,0.15507,0.11937,0.10516,0.066477,0.13653,0.14543,0.2253,0.12509,0.12825,0.066829,0.096516,0.13493,0.17112,0.080282,0.081393,0.1054,0.10504,0.09283,0.072205,0.090849,0.0084146,0.1946,0.019488,0.032123,0.052681,0.026559,0.10453,0.0072004,0.072875,0.10462,0.083025,1,Corona
0.73419,0.58446,0.071789,0.2723,0.24773,0.012703,1.4019,5.3204,3.915,5.6959,1.4831,0.33985,1.3274,0.22072,0.6781,0.89983,1.285,0.21932,0.15365,0.036353,0.14398,0.17376,0.047409,0.15102,0.13242,0.21447,0.056414,0.056653,0.078374,0.076724,0.1477,0.0051402,0.099481,0.082485,0.10674,0.056417,0.058536,0.029708,0.15619,0.068398,0.032176,0.014824,0.10756,0.059361,0.1551,0.075978,0.068542,0.048494,0.11489,0.19447,0.0063799,1,Corona
0.41192,0.31893,0.22748,0.39203,0.19024,0.22762,0.43016,5.3425,3.2149,3.7672,4.0958,4.7604,2.2797,0.76896,1.0758,1.0871,1.3261,0.20245,0.13196,0.032241,0.05474,0.13441,0.021922,0.082355,0.097139,0.068128,0.17943,0.13402,0.070658,0.12626,0.068426,0.10534,0.044395,0.11406,0.11922,0.064948,0.05197,0.021805,0.093551,0.051722,0.044362,0.031113,0.066409,0.12555,0.10859,0.14786,0.085093,0.11669,0.040367,0.044608,0.10348,1,Corona
0.53976,0.53767,0.17755,0.12976,0.025851,0.26584,1.3054,5.1035,3.9645,5.6108,1.2629,0.35676,1.3102,0.14612,0.32595,0.70642,1.2944,0.36454,0.14648,0.14035,0.11868,0.17263,0.24088,0.32596,0.11979,0.14248,0.063606,0.1541,0.18737,0.13387,0.03635,0.059431,0.077789,0.063576,0.12321,0.10184,0.0558,0.10984,0.11649,0.030789,0.19871,0.084422,0.069496,0.10911,0.13556,0.081157,0.073364,0.17347,0.082296,0.030876,0.11368,1,Corona
0.66563,0.36854,0.037672,0.10419,0.28382,0.17806,0.75133,3.5633,1.8253,2.5189,0.36472,1.7192,0.49677,0.38826,0.5888,0.79379,1.0482,0.1384,0.3092,0.22119,0.15265,0.12264,0.14599,0.16959,0.12655,0.043356,0.063972,0.1369,0.083644,0.092652,0.081446,0.047438,0.057861,0.080514,0.14734,0.15136,0.10713,0.043866,0.11183,0.11438,0.088564,0.12859,0.08872,0.13144,0.027682,0.068208,0.045857,0.078925,0.043383,0.11576,0.054794,1,Corona
0.72028,0.54538,0.17682,0.21327,0.053461,0.28811,1.1334,6.055,4.3566,5.9213,1.9638,0.74989,1.3245,0.26385,0.68675,1.0608,1.1831,0.13452,0.27719,0.13749,0.08611,0.053505,0.11354,0.06042,0.084363,0.084689,0.044411,0.076424,0.046124,0.24829,0.15368,0.12752,0.14503,0.12374,0.084339,0.020011,0.063768,0.097007,0.11199,0.12156,0.034357,0.027652,0.23036,0.061545,0.10285,0.10333,0.13874,0.082752,0.050466,0.068549,0.14429,1,Corona
0.26691,0.33258,0.063016,0.19184,0.055971,0.13317,1.2449,5.0458,3.7176,5.6435,1.5477,0.46991,1.3003,0.30053,0.52627,0.9684,1.0902,0.1936,0.31379,0.1421,0.15814,0.050237,0.097081,0.21315,0.027691,0.095978,0.14438,0.043576,0.11554,0.049094,0.093861,0.033855,0.087504,0.046345,0.1179,0.04418,0.07735,0.11439,0.11578,0.06345,0.15991,0.11797,0.19078,0.061168,0.028301,0.077345,0.05262,0.10347,0.12895,0.12674,0.050567,1,Corona
0.54022,0.57256,0.10372,0.2258,0.20623,0.26448,1.4182,5.2025,3.842,5.4494,0.72029,0.63939,1.5072,0.1394,0.38327,0.69094,0.74563,0.14333,0.070319,0.049168,0.2181,0.27492,0.11812,0.12499,0.10365,0.15005,0.19285,0.10482,0.12518,0.067092,0.14827,0.056643,0.082031,0.060242,0.090436,0.076851,0.071358,0.12776,0.088826,0.098202,0.14738,0.10303,0.17116,0.12424,0.25536,0.075444,0.1046,0.12929,0.19032,0.037296,0.21655,1,Corona
0.59269,0.30558,0.042206,0.15654,0.16666,0.036155,1.3788,7.686,5.1594,5.4352,2.0917,2.5512,0.37177,0.4025,0.57404,1.1477,1.2996,0.52622,0.55834,0.45395,0.45823,0.046448,0.060529,0.23215,0.077508,0.032276,0.12474,0.049265,0.13373,0.072172,0.20868,0.051358,0.12602,0.16844,0.034834,0.081788,0.090474,0.1215,0.073827,0.16439,0.039922,0.081246,0.058801,0.1926,0.028584,0.028789,0.087208,0.059399,0.11885,0.083997,0.16011,1,Corona
0.46291,0.50216,0.12276,0.069821,0.17484,0.17768,1.5681,6.7442,5.0148,6.7023,1.3544,0.29934,1.6116,0.3544,0.86938,0.98712,1.1958,0.40442,0.17568,0.20271,0.13277,0.36057,0.15769,0.10528,0.19825,0.093106,0.15307,0.2875,0.14617,0.16922,0.12886,0.21463,0.16751,0.20157,0.065287,0.10692,0.1835,0.047767,0.12064,0.20642,0.13701,0.10022,0.019998,0.15935,0.098773,0.046112,0.051903,0.02559,0.11537,0.14474,0.095427,1,Corona
0.27306,0.57222,0.19833,0.22938,0.28997,0.13417,1.2994,8.288,5.1571,6.5021,2.4484,0.77534,1.3466,0.42131,1.031,1.5448,1.2516,0.3475,0.55058,0.29628,0.10636,0.22975,0.086344,0.18349,0.051269,0.21596,0.04816,0.24016,0.038716,0.13569,0.080524,0.17908,0.15848,0.15661,0.11197,0.097722,0.012622,0.058896,0.1823,0.070488,0.25288,0.048585,0.040096,0.027229,0.11263,0.090387,0.047063,0.074327,0.092201,0.1332,0.096487,1,Corona
0.5549,0.42334,0.085496,0.071595,0.082461,0.10201,0.91897,4.8651,3.5134,5.2861,0.61171,0.15958,1.4714,0.40322,0.65148,1.1288,1.3114,0.41875,0.24454,0.11288,0.21547,0.15903,0.17164,0.10476,0.21538,0.12097,0.12378,0.13729,0.031727,0.069678,0.22164,0.088397,0.053378,0.11278,0.18662,0.14801,0.12186,0.1361,0.097811,0.15376,0.096405,0.18787,0.092225,0.13238,0.10239,0.12844,0.067516,0.12475,0.056632,0.11285,0.059002,1,Corona
0.3214,0.53682,0.21229,0.15546,0.096465,0.22464,1.0207,5.4221,3.9267,5.1121,0.52594,0.44658,1.6464,0.16375,0.45632,0.83577,1.2595,0.15411,0.19011,0.14348,0.24263,0.14194,0.18222,0.028458,0.036548,0.11669,0.11301,0.21315,0.057551,0.15166,0.085984,0.067814,0.087243,0.12864,0.074067,0.044863,0.044995,0.15315,0.03703,0.0701,0.075843,0.14778,0.1199,0.088717,0.080774,0.060232,0.13441,0.073075,0.14837,0.023407,0.032013,1,Corona
0.57183,0.64794,0.15708,0.18133,0.070953,0.3844,1.0174,6.3016,5.0529,6.7547,0.59693,0.062487,1.6647,0.3373,0.63533,1.1757,1.0814,0.26336,0.21265,0.032035,0.24805,0.065129,0.086713,0.21175,0.1751,0.070287,0.13473,0.15974,0.15986,0.12681,0.14757,0.12791,0.27536,0.11441,0.038125,0.043563,0.099642,0.092017,0.12703,0.084952,0.26575,0.15004,0.14603,0.048395,0.14451,0.08051,0.10694,0.080223,0.077421,0.23058,0.10279,1,Corona
0.70638,0.78902,0.30106,0.20347,0.22704,0.8187,0.40806,12.639,3.3766,3.4726,0.82813,2.0167,0.47463,1.023,0.35565,0.73773,0.28136,0.49451,0.28904,0.32851,0.064392,0.38949,0.15122,0.16261,0.27654,0.16092,0.21585,0.069775,0.11574,0.14244,0.07349,0.041804,0.13979,0.054061,0.098612,0.051792,0.034756,0.037688,0.072866,0.090279,0.13784,0.080906,0.016918,0.085005,0.10225,0.061547,0.020701,0.022384,0.049743,0.10958,0.048668,1,Corona
0.44735,0.58015,0.069912,0.1977,0.44088,0.19555,1.4293,6.2637,5.0564,6.7635,1.1549,0.7689,1.4891,0.1441,0.27668,0.63413,1.0833,0.092513,0.17464,0.26151,0.31214,0.258,0.16407,0.18321,0.17061,0.15008,0.30895,0.12567,0.032951,0.035248,0.10874,0.11661,0.16127,0.19352,0.042943,0.10529,0.043673,0.11361,0.090277,0.084359,0.13751,0.24553,0.23643,0.19956,0.1264,0.065334,0.25441,0.021272,0.071449,0.093915,0.22887,1,Corona
0.32391,0.61323,0.20068,0.27497,0.21566,0.46797,1.9864,10.034,6.2561,7.4754,0.66979,0.91806,3.0082,0.35698,0.75258,1.4118,1.5641,0.10804,0.075839,0.15475,0.22065,0.13483,0.25661,0.16536,0.25593,0.095162,0.050916,0.18472,0.10165,0.105,0.060274,0.25045,0.086032,0.085263,0.035465,0.14914,0.062301,0.10903,0.1477,0.19194,0.18507,0.070141,0.18633,0.084978,0.1153,0.18896,0.0953,0.12692,0.049095,0.12253,0.07335,1,Corona
0.39914,0.75022,0.35597,0.24789,0.15817,0.19288,1.9858,10.326,5.8821,6.0798,0.4245,0.86865,2.3261,1.1156,1.4018,1.6985,1.8913,0.28163,0.27753,0.20394,0.13382,0.22314,0.14917,0.23402,0.24393,0.16125,0.15883,0.051746,0.2011,0.10053,0.016343,0.13013,0.20538,0.26429,0.061792,0.1475,0.1053,0.1633,0.12226,0.069832,0.16628,0.089682,0.14014,0.078246,0.17966,0.1206,0.1715,0.13531,0.064267,0.2349,0.073594,1,Corona
0.3394,0.68115,0.17126,0.21023,0.27354,0.44615,1.6697,7.4941,5.0594,5.8884,0.47254,0.8674,2.07,0.62086,1.0295,1.3044,1.6391,0.099247,0.080099,0.14763,0.16817,0.22107,0.14474,0.34669,0.11089,0.12896,0.23726,0.061185,0.14766,0.22839,0.12932,0.063751,0.12123,0.18385,0.081913,0.26515,0.18919,0.092507,0.0057104,0.17224,0.1511,0.27275,0.19461,0.15926,0.30814,0.01828,0.084331,0.1512,0.33952,0.19015,0.095551,1,Corona
0.15527,0.40028,0.26123,0.28704,0.13113,0.4716,1.8189,6.8452,4.8571,5.9554,1.011,2.1675,2.5883,0.39829,0.46221,0.79577,0.7332,0.16548,0.43619,0.75158,0.67735,0.056627,0.17912,0.17549,0.13967,0.035216,0.055887,0.13164,0.13737,0.2378,0.24727,0.059551,0.087461,0.030211,0.21607,0.20755,0.055017,0.080747,0.051737,0.16586,0.16508,0.21866,0.21614,0.11404,0.15505,0.11889,0.13371,0.22151,0.2711,0.10948,0.082426,1,Corona
0.045196,0.84882,0.15891,0.43495,0.40751,0.20662,2.3165,10.969,6.0792,6.5778,1.3581,1.9273,2.8918,0.44866,0.89839,1.1011,0.79802,0.41281,0.19776,0.45292,0.60356,0.25663,0.26565,0.24232,0.21427,0.093028,0.10184,0.13043,0.069797,0.08847,0.13628,0.19097,0.21972,0.038408,0.13533,0.080029,0.20551,0.13537,0.20277,0.20697,0.093798,0.12415,0.15738,0.19656,0.21679,0.094707,0.15125,0.18097,0.028394,0.17837,0.1612,1,Corona
0.097565,0.86626,0.1869,0.21645,0.20379,0.35407,1.6842,6.403,4.072,5.5017,0.18443,1.5102,2.8152,0.62011,0.86259,1.3654,1.7037,0.30411,0.15986,0.19196,0.35051,0.30913,0.19025,0.13188,0.27965,0.29425,0.14906,0.14088,0.21359,0.047749,0.13592,0.072625,0.17515,0.3233,0.35157,0.17777,0.36043,0.10566,0.14071,0.10539,0.16319,0.041689,0.028374,0.1756,0.2606,0.26292,0.056511,0.26974,0.28983,0.33403,0.29458,1,Corona
0.03942,0.8941,0.16619,0.39739,0.18847,0.34041,2.0726,10.664,7.0578,8.1115,0.78287,1.1826,2.9842,0.46247,0.80986,1.4177,1.5012,0.091258,0.15526,0.16945,0.2202,0.26637,0.14752,0.12229,0.16203,0.24635,0.18459,0.15948,0.35845,0.099147,0.21654,0.026035,0.10043,0.35968,0.086627,0.10843,0.17323,0.18421,0.12153,0.1617,0.090111,0.18621,0.10872,0.10331,0.13367,0.12411,0.18056,0.053413,0.28174,0.30301,0.14972,1,Corona
0.17895,0.30644,0.1896,0.15481,0.19823,0.097089,1.6084,8.0524,4.8085,6.1872,0.56801,1.2281,1.7938,1.1289,1.4701,2.0057,2.3489,0.4671,0.38856,0.28899,0.18888,0.22324,0.08788,0.11456,0.10317,0.088756,0.25944,0.085633,0.17259,0.085564,0.044719,0.23822,0.11463,0.17016,0.06239,0.073683,0.15049,0.065238,0.04931,0.1073,0.31938,0.41082,0.13539,0.093658,0.18176,0.080287,0.196,0.12419,0.33894,0.17506,0.12186,1,Corona
0.16939,0.64597,0.34009,0.24332,0.13201,0.080796,3.1121,12.428,6.4775,7.0524,0.56635,5.0182,4.8778,1.0141,1.3156,1.5362,0.92523,0.28715,0.56429,0.8205,1.1126,0.31839,0.23903,0.28006,0.29822,0.37315,0.11752,0.43743,0.16144,0.32619,0.095795,0.2139,0.14995,0.21308,0.14795,0.091494,0.11355,0.24127,0.04876,0.050052,0.26724,0.36588,0.24156,0.17889,0.081357,0.14351,0.046959,0.11421,0.17954,0.21962,0.12949,1,Corona
