F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,Label
0.43605,0.17255,0.25904,1.6533,3.6654,2.0875,2.9396,3.2034,1.2308,0.30828,0.4476,0.34076,0.35454,0.95674,0.29104,0.16597,0.14285,0.081585,0.26404,0.1848,0.13289,0.043209,0.03147,0.1203,0.076677,0.048471,0.13781,0.14725,0.15337,0.078835,0.0064585,0.10396,0.082771,0.016674,0.18269,0.12897,0.26227,0.16878,0.16795,0.29912,0.27732,0.085115,0.24102,0.15113,0.27445,0.13963,0.15141,0.22575,1,Corona
1.117,0.3403,0.3561,3.3207,4.0571,6.1531,0.12534,0.14964,0.18793,0.13685,0.31116,0.19435,0.13065,0.17107,0.15587,0.13165,0.075112,0.037203,0.092963,0.21323,0.22635,0.13875,0.19003,0.049567,0.34541,0.10427,0.050673,0.1227,0.076185,0.13587,0.16549,0.18425,0.25816,0.22752,0.072246,0.16109,0.36577,0.089309,0.013832,0.099366,0.13669,0.16889,0.10288,0.25089,0.13401,0.11251,0.23097,0.2535,1,Corona
1.5417,0.77513,0.71816,2.9188,4.7399,4.1345,2.1887,1.3952,0.1152,0.32186,0.5167,0.46842,0.63462,0.99553,0.20109,0.41293,0.33494,0.086198,0.096857,0.22211,0.32582,0.17926,0.30055,0.41941,0.26851,0.23131,0.24009,0.36039,0.18887,0.18257,0.2704,0.16822,0.21783,0.14816,0.064265,0.18475,0.3803,0.20427,0.1662,0.27258,0.20284,0.20534,0.23217,0.15136,0.37047,0.25786,0.58361,0.19576,1,Corona
0.20067,0.53703,0.42201,2.6198,4.1177,4.4724,1.7383,0.34823,0.38228,0.27191,0.34336,0.84392,0.72829,1.1298,0.39698,0.23343,0.241,0.1119,0.22081,0.46059,0.40288,0.26071,0.25873,0.13466,0.1587,0.14088,0.15016,0.15972,0.19977,0.21236,0.20015,0.18911,0.23021,0.21267,0.51327,0.13877,0.13804,0.1389,0.15896,0.39685,0.29635,0.1892,0.077497,0.075878,0.24817,0.10243,0.1453,0.19196,1,Corona
0.62731,0.39875,0.26771,2.2088,3.6125,3.8647,1.7909,0.72141,0.30407,0.072888,0.35536,0.58328,0.3574,0.6624,0.46708,0.40833,0.094072,0.091808,0.37716,0.14872,0.089348,0.13033,0.085041,0.16486,0.24122,0.1165,0.33951,0.095755,0.11507,0.37021,0.22686,0.12985,0.29923,0.18246,0.15426,0.39013,0.29999,0.33571,0.25748,0.45747,0.21648,0.18388,0.21462,0.32879,0.08129,0.11689,0.12017,0.22368,1,Corona
0.3189,0.27225,0.38678,2.5563,3.2568,2.5794,0.46686,1.8058,0.98257,0.46461,0.62157,0.77835,0.63218,1.0225,0.1461,0.015347,0.28271,0.35448,0.55324,0.095892,0.056615,0.22419,0.2357,0.092518,0.20358,0.18534,0.32891,0.11525,0.36207,0.23473,0.41582,0.073636,0.26196,0.24764,0.20128,0.32581,0.18657,0.065246,0.21201,0.26348,0.045332,0.29585,0.18677,0.42928,0.29971,0.24763,0.12141,0.31621,1,Corona
1.0315,0.47528,0.23411,3.1377,5.5624,3.8007,2.642,1.9149,1.4101,0.32798,0.43017,0.2011,0.30641,0.28206,0.19022,0.46286,0.22692,0.065183,0.23467,0.31669,0.010801,0.092091,0.26195,0.14589,0.21438,0.31478,0.1133,0.1046,0.29008,0.13202,0.15732,0.088868,0.10415,0.14148,0.29167,0.26057,0.045867,0.16247,0.3558,0.14612,0.046609,0.13216,0.087762,0.21145,0.12808,0.16791,0.17392,0.32386,1,Corona
0.78576,0.47996,0.1748,2.9539,5.3234,4.572,1.8532,1.1755,0.54781,0.52792,0.75187,0.72307,0.72208,1.1325,0.68707,0.55778,0.47582,0.14325,0.26451,0.1731,0.12902,0.25659,0.39054,0.30424,0.49573,0.15591,0.36296,0.12213,0.14994,0.27706,0.2715,0.032954,0.25707,0.19447,0.45972,0.247,0.57095,0.17861,0.24916,0.29588,0.36929,0.27446,0.4967,0.19662,0.11652,0.27374,0.12374,0.33545,1,Corona
0.82977,0.3954,0.30574,2.953,4.2856,3.5227,1.0796,0.35101,1.7162,0.46774,0.25387,0.75281,0.64182,0.89125,0.25079,0.36218,0.17147,0.11279,0.084633,0.35001,0.31696,0.31522,0.19836,0.23158,0.35096,0.18302,0.16429,0.49365,0.2258,0.47664,0.25916,0.26631,0.34038,0.29406,0.16016,0.48267,0.14743,0.018041,0.054321,0.14372,0.2468,0.41378,0.092381,0.174,0.22538,0.32897,0.030843,0.093259,1,Corona
0.95428,0.58627,0.12933,2.4892,4.2275,2.8977,3.8095,3.4141,1.7689,0.97189,1.0488,0.35941,0.62551,0.85571,0.5448,0.57704,0.12747,0.34582,0.14879,0.22183,0.12401,0.11819,0.14241,0.24299,0.23828,0.36555,0.44001,0.082378,0.22,0.35804,0.096132,0.40942,0.16794,0.2478,0.079683,0.17649,0.30774,0.17966,0.52081,0.2444,0.2024,0.0813,0.15905,0.088173,0.18762,0.080275,0.15068,0.20261,1,Corona
0.66611,0.56138,0.45105,2.2545,4.8852,3.3476,0.3619,2.2828,1.1954,0.1632,0.19572,0.5407,0.82924,1.2963,0.76928,0.64627,0.2482,0.19356,0.20467,0.19387,0.15315,0.11701,0.29641,0.18926,0.4092,0.29037,0.20302,0.064658,0.1859,0.05583,0.059281,0.16082,0.55597,0.17627,0.26223,0.073838,0.37703,0.084565,0.31519,0.08165,0.30795,0.48253,0.28734,0.040175,0.27184,0.16911,0.19502,0.18375,1,Corona
1.27,0.75944,0.2801,2.9896,3.4804,3.6031,1.5815,1.138,0.5267,0.24447,0.45909,0.60438,1.2574,1.7187,0.28285,0.63668,0.044377,0.33491,0.38134,0.23601,0.3136,0.049511,0.27367,0.32215,0.28604,0.39846,0.25065,0.14259,0.35321,0.2187,0.4066,0.2268,0.38944,0.56754,0.17288,0.47866,0.31479,0.13438,0.30401,0.25602,0.29946,0.30401,0.4915,0.13194,0.31089,0.25235,0.17382,0.069362,1,Corona
1.0147,0.22069,0.57191,3.6229,5.2502,5.4842,1.5401,0.75098,1.1498,0.15561,1.0208,1.2818,1.1231,1.6261,0.33395,0.2142,0.25929,0.23189,0.30763,0.25155,0.41205,0.15833,0.21496,0.38248,0.21392,0.30201,0.19538,0.3103,0.39126,0.099198,0.36695,0.19538,0.26406,0.18552,0.27204,0.53617,0.36698,0.062584,0.24296,0.22955,0.16839,0.36395,0.28559,0.27966,0.61516,0.39572,0.46484,0.29893,1,Corona
1.1987,0.45206,0.46019,3.0574,4.8573,4.8319,2.5021,0.73541,0.22317,0.21923,0.73312,0.73871,0.9819,1.6096,0.71492,0.47621,0.087757,0.19435,0.22503,0.24148,0.26494,0.2095,0.10866,0.23027,0.16462,0.15302,0.46526,0.29012,0.19018,0.1133,0.31305,0.29318,0.21504,0.43322,0.090139,0.33139,0.2826,0.091641,0.10734,0.38621,0.12208,0.063907,0.18995,0.34016,0.4046,0.19333,0.53662,0.23109,1,Corona
1.2355,0.70663,0.27088,3.0832,5.538,3.3389,1.3194,0.79698,0.6489,0.48406,0.22214,0.65482,1.1557,1.8453,0.49533,0.30903,0.45563,0.43783,0.11826,0.35372,0.30952,0.17899,0.53102,0.42664,0.46043,0.30551,0.28285,0.34816,0.062327,0.14015,0.12449,0.13842,0.28087,0.099814,0.4326,0.37694,0.21632,0.20617,0.33421,0.19089,0.18775,0.33814,0.21544,0.27381,0.12444,0.40152,0.17955,0.13042,1,Corona
1.2869,0.35338,0.80362,2.6303,7.0107,4.3247,0.25429,2.0773,1.0863,0.598,1.0062,1.0088,1.4139,1.6876,0.5314,0.3585,0.41761,0.24597,0.35831,0.35476,0.24465,0.24396,0.054578,0.27602,0.026232,0.2178,0.22002,0.17734,0.40569,0.42919,0.39941,0.25348,0.082501,0.46062,0.090388,0.24224,0.32989,0.27725,0.11922,0.48823,0.10389,0.27861,0.058515,0.3579,0.52889,0.28639,0.29247,0.22046,1,Corona
0.68,0.59663,0.15024,1.3239,8.5569,8.7628,0.50298,0.96059,0.37827,0.67793,0.41863,0.16209,0.51373,0.20738,0.52798,0.17549,0.31533,0.34355,0.39561,0.19809,0.082965,0.32776,0.22219,0.29468,0.099271,0.12736,0.17051,0.35593,0.17375,0.28282,0.26665,0.083897,0.16455,0.11823,0.15913,0.25574,0.20916,0.092328,0.23129,0.14906,0.25644,0.04612,0.11462,0.17553,0.095611,0.28817,0.27364,0.26641,1,Corona
0.28359,0.18276,0.1794,3.1186,5.8987,4.5492,2.3143,1.1659,0.26041,0.64434,0.37143,1.0396,1.0692,1.5252,0.70927,0.52173,0.29457,0.46519,0.028915,0.47682,0.05513,0.14225,0.24033,0.1151,0.022302,0.47704,0.29005,0.27646,0.33118,0.30318,0.35258,0.20054,0.21409,0.06053,0.23911,0.41109,0.24828,0.40405,0.2166,0.19731,0.45947,0.15906,0.34868,0.075223,0.27745,0.15246,0.18673,0.037056,1,Corona
0.87222,0.19731,0.55692,2.7778,6.1282,1.8125,0.88642,0.831,0.52712,0.14392,0.48153,0.09959,0.11312,0.38372,0.037631,0.17374,0.34212,0.22896,0.2084,0.16819,0.25724,0.1023,0.09465,0.15146,0.069003,0.37412,0.16537,0.087424,0.16906,0.20704,0.35487,0.13271,0.090144,0.28298,0.335,0.078049,0.18574,0.37818,0.13276,0.14818,0.29293,0.18366,0.14343,0.14496,0.24071,0.27295,0.060363,0.15659,1,Corona
0.8512,0.44161,0.23464,3.4014,4.9603,4.7048,0.76514,0.12066,1.3571,0.37501,0.70427,0.7616,1.3042,1.596,0.16085,0.18058,0.095071,0.29679,0.365,0.32485,0.10989,0.12699,0.3964,0.20774,0.16902,0.79018,0.51728,0.48695,0.072011,0.24929,0.12599,0.34171,0.29228,0.18964,0.25218,0.269,0.032416,0.25286,0.22966,0.39058,0.19669,0.078822,0.1231,0.17821,0.34494,0.2862,0.32728,0.24412,1,Corona
0.82812,0.15065,0.63958,2.5126,4.3018,4.4143,1.7279,0.60793,0.17071,0.082952,0.76814,0.57553,1.2402,1.5783,0.30252,0.42966,0.066447,0.30561,0.23814,0.12979,0.34511,0.40388,0.26683,0.5281,0.13976,0.17075,0.29946,0.286,0.037383,0.24874,0.37042,0.29859,0.11491,0.26897,0.20648,0.25843,0.088953,0.51754,0.56124,0.33305,0.097025,0.27433,0.093558,0.22367,0.20348,0.21896,0.052858,0.29077,1,Corona
0.37731,0.2993,0.22668,3.7229,6.8501,5.3538,2.7177,1.5067,0.36484,0.78418,0.71432,0.58824,0.9338,1.3964,0.80622,0.54757,0.48347,0.29414,0.39387,0.43741,0.23515,0.19619,0.27298,0.25977,0.041481,0.20531,0.39375,0.38583,0.3088,0.17575,0.14055,0.15118,0.25294,0.36182,0.26787,0.16081,0.33482,0.24095,0.46984,0.41385,0.35989,0.044158,0.43521,0.16408,0.32232,0.02424,0.65019,0.53092,1,Corona
0.50598,0.4077,0.19713,3.4986,4.6122,5.0687,2.0306,0.73111,0.76916,0.57535,0.52018,0.91462,1.1324,1.6263,0.22764,0.28236,0.23371,0.43142,0.29612,0.10249,0.12733,0.27618,0.59897,0.21949,0.11445,0.1054,0.24249,0.27421,0.23943,0.49054,0.39885,0.22123,0.53885,0.25691,0.34697,0.25706,0.19534,0.34945,0.36054,0.24255,0.10585,0.016771,0.12795,0.40917,0.2048,0.43338,0.27619,0.17698,1,Corona
0.28736,0.3696,0.32202,2.8254,3.5635,4.4527,1.0599,0.31279,0.93834,0.28836,0.44627,0.70364,0.96328,1.5053,0.28068,0.51155,0.10135,0.11102,0.031674,0.20844,0.74485,0.34302,0.086334,0.30717,0.14057,0.56251,0.44593,0.62598,0.47318,0.23395,0.70275,0.26787,0.21373,0.013937,0.15409,0.26136,0.27545,0.36279,0.16912,0.14169,0.021702,0.41814,0.26703,0.22196,0.086584,0.33585,0.3599,0.16602,1,Corona
0.88316,0.75377,0.32123,3.0168,3.5496,3.7674,1.9718,0.46235,0.55754,0.48194,0.51972,0.47427,1.0125,1.621,0.28158,0.020215,0.18224,0.056806,0.21604,0.18674,0.28085,0.22125,0.29303,0.072861,0.418,0.12966,0.2739,0.26761,0.31757,0.15752,0.076123,0.40103,0.30385,0.1777,0.23918,0.13581,0.23042,0.16918,0.51199,0.20145,0.37474,0.33036,0.24292,0.10515,0.14425,0.16977,0.20236,0.075222,1,Corona
1.2261,0.59683,0.56115,3.4377,5.6428,5.8015,1.4923,0.28121,1.2838,0.30855,0.4851,1.2069,0.71089,1.3996,0.53806,0.13565,0.17356,0.27156,0.54483,0.29083,0.22724,0.31228,0.16627,0.17856,0.61296,0.39037,0.33964,0.30244,0.41448,0.39511,0.19214,0.14922,0.31061,0.49284,0.18546,0.56528,0.30375,0.28108,0.28572,0.14325,0.38344,0.47672,0.27641,0.017319,0.010221,0.072243,0.27806,0.22162,1,Corona
0.0014591,0.3642,0.057922,3.6619,5.4812,5.6459,1.5155,0.47063,0.43695,0.55159,0.2644,1.2266,1.0726,1.4579,0.035704,0.21992,0.5612,0.35142,0.37884,0.43073,0.31721,0.57048,0.23848,0.17908,0.47949,0.47108,0.17136,0.44543,0.318,0.27647,0.45967,0.2787,0.27609,0.37072,0.45685,0.25179,0.29476,0.097349,0.40439,0.45129,0.33633,0.10374,0.51899,0.15652,0.31215,0.2064,0.42747,0.23401,1,Corona
0.74948,0.66123,0.20559,1.8216,5.2842,3.4505,4.1784,4.4621,1.9719,0.71635,1.0026,1.2669,1.1411,1.8672,0.27633,0.24819,0.38524,0.48619,0.27524,0.35924,0.24105,0.18407,0.5281,0.14974,0.36888,0.064321,0.14929,0.15823,0.41416,0.35237,0.1814,0.23377,0.30001,0.13802,0.17095,0.22436,0.56339,0.19704,0.37736,0.41092,0.29799,0.22069,0.42233,0.3468,0.1609,0.4699,0.12667,0.59029,1,Corona
0.10458,0.25291,0.27515,3.5883,5.0208,5.2618,1.1046,0.31635,1.2198,0.33696,0.43716,0.83912,1.3688,1.579,0.24648,0.077781,0.068287,0.31925,0.39566,0.64492,0.58959,0.28304,0.2487,0.58618,0.46088,0.35027,0.29959,0.23884,0.47143,0.35504,0.067352,0.20236,0.13438,0.1953,0.18847,0.52753,0.6241,0.16349,0.2154,0.55441,0.29121,0.35339,0.23491,0.47713,0.35889,0.17902,0.53951,0.44327,1,Corona
0.97405,0.40583,0.40359,1.8399,3.6325,2.4607,0.55205,0.88247,0.55544,0.15019,0.50472,1.1379,1.166,1.424,0.31356,0.17521,0.42642,0.76368,0.39956,0.26778,0.25639,0.13683,0.13031,0.34474,0.24581,0.30096,0.19557,0.090369,0.16661,0.49416,0.15794,0.16303,0.30888,0.021424,0.44709,0.36898,0.43585,0.1541,0.26038,0.11581,0.3752,0.6085,0.15055,0.13419,0.23343,0.25672,0.44299,0.1981,1,Corona
0.73925,0.59019,0.15646,4.2904,6.0832,6.0343,1.93,1.1931,1.0214,0.24242,0.68438,1.2695,1.0514,1.5525,0.14738,0.61092,0.25516,0.46228,0.10491,0.3805,0.44949,0.30846,0.13529,0.088732,0.24169,0.36121,0.36055,0.20911,0.33602,0.30109,0.24564,0.18322,0.21619,0.1359,0.33926,0.020559,0.17248,0.4789,0.034949,0.10454,0.4889,0.096883,0.43154,0.31985,0.13843,0.36595,0.21155,0.17394,1,Corona
0.7288,0.32272,0.39196,3.6452,5.0015,5.4731,1.4414,0.11996,1.3451,0.45801,0.59663,1.163,0.95564,1.0383,0.26776,0.26745,0.54354,0.33802,0.37009,0.59099,0.48142,0.54721,0.24714,0.22324,0.078804,0.33632,0.32083,0.23008,0.46347,0.086934,0.20693,0.15535,0.10913,0.42185,0.38779,0.2113,0.30586,0.14192,0.18774,0.2121,0.33489,0.37638,0.12119,0.15384,0.33114,0.19688,0.63219,0.41759,1,Corona
0.89467,0.65551,0.34162,4.1819,4.8811,5.2216,0.832,0.74817,1.5405,0.51745,0.60169,0.44516,0.54657,0.9191,0.1329,0.30866,0.33669,0.36259,0.3137,0.31492,0.28474,0.37422,0.26463,0.59215,0.25665,0.4914,0.30077,0.25647,0.32426,0.15786,0.25842,0.11849,0.067188,0.64643,0.14669,0.20626,0.05864,0.27844,0.71043,0.2784,0.17319,0.069242,0.268,0.17639,0.23504,0.39113,0.19385,0.3405,1,Corona
0.51231,0.29193,0.19445,3.7911,7.6785,5.2008,2.1075,1.2698,0.2967,0.34012,0.73176,1.1826,1.3077,2.2663,0.79086,0.81233,0.52029,0.12222,0.52998,0.44103,0.611,0.37822,0.24792,0.2998,0.29195,0.12161,0.34006,0.62071,0.11599,0.19113,0.36825,0.22917,0.4547,0.17928,0.30122,0.0060265,0.18043,0.28074,0.43749,0.20187,0.39908,0.19822,0.3158,0.47977,0.097798,0.56851,0.16709,0.10682,1,Corona
0.67988,1.0256,0.80286,4.187,7.1855,7.0734,1.426,0.78033,2.0104,0.42556,0.67947,1.0761,0.68576,1.3133,0.42019,0.58887,0.49081,0.11565,0.50997,0.36711,0.59565,0.95338,0.21469,0.30382,0.14069,0.091031,0.16372,0.11565,0.34141,0.19186,0.048699,0.13897,0.3247,0.14484,0.28848,0.30563,0.19119,0.66489,0.12296,0.44006,0.26457,0.4024,0.60892,0.47315,0.39885,0.2502,0.3217,0.63561,1,Corona
0.68086,0.79564,0.17605,4.5872,8.7269,6.8345,2.4058,0.82159,1.2098,0.12039,1.1611,1.2596,0.99779,1.448,0.28607,0.20457,0.030463,0.26506,0.6456,0.20012,0.24367,0.27581,0.02931,0.25876,0.2422,0.75088,0.36542,0.61267,0.26928,0.43153,0.37383,0.14038,0.32919,0.20379,0.4823,0.26187,0.39931,0.24861,0.16627,0.09205,0.099367,0.17009,0.50573,0.18079,0.20177,0.17594,0.63646,0.4198,1,Corona
0.1137,0.14465,0.25833,2.7754,5.093,5.6688,1.0733,0.50009,1.5427,0.14233,0.43806,1.0451,1.493,1.6457,0.42246,0.34576,0.5544,0.38711,0.4038,0.16381,0.52005,0.46005,0.32661,0.17122,0.4903,0.51004,0.45207,0.13079,0.45858,0.86967,0.1353,0.34868,0.27735,0.046481,0.28443,0.13608,0.16505,0.3902,0.661,0.20837,0.21235,0.25037,0.36991,0.20981,0.28875,0.31312,0.10148,0.23085,1,Corona
0.48671,0.23021,0.7257,4.1931,4.9943,5.3261,0.19679,0.098473,1.5663,0.23791,0.27061,0.92608,1.2646,1.5936,0.11442,0.20703,0.2398,0.3952,0.58358,0.30817,0.16916,0.18807,0.11021,0.31977,0.40263,0.57585,0.23419,0.038243,0.19386,0.076949,0.21626,0.065726,0.084719,0.27973,0.2436,0.15535,0.2411,0.54353,0.3201,0.17012,0.31558,0.3531,0.30579,0.71541,0.17419,0.37262,0.45526,0.2637,1,Corona
0.11224,0.33769,0.23736,3.5987,6.0196,6.9407,0.51576,0.67049,1.2895,0.5199,0.80426,1.105,0.77836,1.143,0.34537,0.062135,0.19244,0.38403,0.089052,0.22698,0.57426,0.29955,0.6942,0.50757,0.52052,0.11188,0.22225,0.5114,0.22766,0.21212,0.28196,0.58663,0.59837,0.35783,0.10743,0.039308,0.62186,0.31411,0.34602,0.17299,0.46179,0.31426,0.18466,0.48443,0.77089,0.47136,0.47924,0.15715,1,Corona
0.47728,0.74807,0.43381,1.2038,12.702,3.5582,0.50504,0.79603,0.40941,1.1743,0.66201,0.67484,0.25175,0.39212,0.10156,0.62751,0.17783,0.31951,0.31747,0.21385,0.24071,0.21256,0.31812,0.056333,0.17514,0.38253,0.14556,0.11148,0.18793,0.34911,0.17733,0.20875,0.17441,0.15287,0.27973,0.21978,0.29212,0.056097,0.13637,0.076517,0.067107,0.070835,0.53659,0.30463,0.024002,0.096111,0.48823,0.15736,1,Corona
0.41552,0.063726,0.18033,4.4967,6.0088,6.8027,1.1916,0.48955,1.4824,0.58362,0.70328,0.99258,1.0549,1.1102,0.14369,0.75965,0.42864,0.96129,0.068605,0.24696,0.2942,0.48324,0.64681,0.37004,0.13389,0.45167,0.23069,0.45779,0.44753,0.31087,0.44099,0.51967,0.82284,0.76718,0.55239,0.21272,0.5225,0.61745,0.38668,0.11314,0.48926,0.41292,0.219,0.47163,0.80662,0.77457,0.21339,0.34752,1,Corona
0.51138,0.85616,0.52953,6.6877,10.528,7.4847,0.78473,0.9548,2.7676,0.72842,0.61702,1.5382,1.0311,1.8671,0.3354,0.64688,0.50771,0.42672,0.47504,0.73522,0.50586,0.45719,0.2603,0.19481,0.29934,0.30167,0.37468,0.4191,0.76177,0.3077,0.41668,0.28163,0.54878,0.27291,1.007,0.2962,0.89287,0.2569,0.66042,0.6263,0.66412,0.092786,0.12236,0.63079,0.71265,0.53848,0.43097,0.02572,1,Corona
0.51836,0.35919,0.22223,5.0799,10.311,5.904,0.3366,1.0453,1.9197,1.0802,1.755,2.2651,1.9001,2.1748,0.41819,0.74861,0.2761,0.59116,0.32537,0.54801,0.58763,0.66234,0.34604,0.7042,0.53475,0.87244,0.54931,0.50148,0.24692,0.51203,0.15676,0.40982,0.33989,0.29412,0.29385,0.72868,0.17943,0.29414,0.41505,0.20661,0.72236,0.43978,0.38168,0.30929,0.12829,0.13897,0.19955,0.47626,1,Corona
0.46681,0.4439,0.28987,4.5299,7.8375,5.6513,0.3167,1.4463,2.4096,0.76239,0.67869,1.0591,2.0516,1.827,0.173,0.4591,0.22405,0.67414,0.024516,0.37109,0.2222,0.35623,0.36245,0.36073,0.67255,0.27602,0.6153,0.20058,0.70624,0.46388,1.0755,0.19573,0.16767,0.48721,0.33567,0.59496,0.96953,0.43828,0.25972,0.55132,0.47495,0.64619,0.20784,0.47622,0.40519,0.55224,0.47272,0.63367,1,Corona
0.31793,0.7253,0.33538,5.3279,6.6658,5.3191,0.82366,1.6624,2.7366,0.35743,0.3189,1.3916,0.91807,0.77617,0.24704,0.21209,0.16172,0.33385,0.35316,0.37994,0.72675,0.17567,0.26927,0.22828,0.30665,0.99449,0.51785,0.60385,0.15091,0.78204,0.8466,0.72268,0.26161,0.22971,0.035187,0.51767,0.58769,0.44748,0.88887,0.30295,0.73935,0.51745,0.50499,0.27864,0.26645,0.22811,0.22209,0.53078,1,Corona
0.48947,0.53148,0.23832,6.5344,11.311,6.064,0.65072,1.2855,2.9788,0.35627,1.4097,1.6671,0.55195,1.068,0.31287,0.38456,0.59691,0.69281,0.30956,0.60703,0.21276,0.12413,0.54675,0.61348,0.21554,0.78795,0.70097,0.32063,0.62238,0.52006,0.48411,0.65389,0.25264,0.50206,0.17953,0.46684,0.14703,0.49156,0.61177,0.37186,0.2209,0.47445,0.44921,0.43126,0.52504,0.4542,0.53518,0.55395,1,Corona
0.051737,0.76537,0.7639,4.4367,7.054,5.4626,0.44946,1.2532,3.0719,0.81828,1.181,1.2541,1.8311,2.1132,0.071165,0.52384,0.41933,0.75364,0.32532,0.42591,0.54449,0.15693,0.43917,0.57173,0.40668,0.34409,0.68103,0.27853,0.43864,1.0595,0.19095,0.90945,0.85595,0.38164,0.069847,0.21239,0.33454,0.56317,0.21359,0.53417,0.7746,0.61894,0.69302,0.16893,0.10907,0.37322,0.085714,0.44763,1,Corona
0.62363,0.87096,0.30466,6.295,10.808,7.7402,1.3556,1.6452,3.1819,0.64644,0.92851,1.072,1.6276,1.6666,0.45321,0.53553,0.53985,0.80712,0.50737,0.46951,0.4766,0.31893,0.60517,0.58573,0.22995,0.41228,0.24559,0.51385,0.67515,0.15933,0.34304,0.26945,0.93466,0.96296,0.17862,0.32634,0.50712,0.24366,0.78888,0.11809,1.0353,0.38979,0.51308,0.39672,0.75234,0.23348,0.27023,0.1846,1,Corona
0.3971,0.82135,0.72768,5.2526,7.7034,6.0541,0.74265,0.93117,1.3154,1.4395,2.4156,2.9325,2.0309,2.542,0.80125,0.62158,0.24567,0.73902,0.6131,0.61363,0.44128,0.28579,0.84985,0.12797,0.67588,0.2302,0.60078,0.3588,0.26743,0.14753,0.29361,0.44865,0.428,0.098594,0.36561,0.22445,0.40937,0.3521,0.32807,0.84995,0.39996,0.55974,0.60431,0.46729,0.21825,0.29309,0.58841,0.53202,1,Corona
0.041547,0.34968,0.36246,7.5299,12.714,8.5141,0.81295,4.2486,5.0676,0.58108,1.0548,1.352,0.40851,1.4882,1.1387,1.149,0.70862,0.47996,0.46017,0.53711,0.66903,0.48801,0.66593,0.45839,0.72007,0.64272,0.5665,0.13703,0.30246,0.21331,0.53763,0.9128,0.95337,0.23343,0.53659,0.40583,0.61402,0.39873,1.8057,0.19633,0.88545,0.73473,0.95129,0.99719,0.96226,0.41125,1.2399,0.64375,1,Corona
1.8848,0.96173,0.25016,0.47611,0.56271,0.77591,0.94027,0.26491,0.62671,0.095453,0.15538,0.17589,0.46222,0.58788,0.0040718,0.010926,0.061278,0.018481,0.025763,0.14307,0.042257,0.14039,0.046594,0.053811,0.032501,0.022268,0.075375,0.049973,0.044499,0.10926,0.035981,0.075732,0.041483,0.025933,0.049324,0.054551,0.0698,0.019537,0.012305,0.089998,0.034959,0.063989,0.056258,0.067822,0.095419,0.063461,0.046427,0.066408,1,Corona
0.9326,0.97509,0.74952,6.0278,10.346,5.626,3.2501,5.7131,4.9031,1.0609,1.0466,1.4693,0.30645,0.57194,1.1681,1.2823,0.37578,1.1709,0.59901,0.80963,0.5491,1.1867,0.33388,0.90492,0.82451,0.3933,0.45866,0.23835,0.59458,0.59314,0.65576,0.35733,0.3901,0.26488,0.19237,1.1529,0.36738,0.69735,1.1526,0.56704,0.63528,0.17594,0.20878,0.16363,0.64666,0.43598,0.78588,0.59659,1,Corona
0.84639,0.454,0.19947,0.61775,1.3551,1.2602,1.2055,0.55066,0.78719,0.098793,0.16646,0.27836,0.26066,0.56216,0.092706,0.23204,0.11223,0.086428,0.19163,0.05952,0.0013065,0.16517,0.054001,0.16059,0.065083,0.075469,0.058191,0.0081578,0.10747,0.10864,0.096383,0.11419,0.024573,0.05532,0.10518,0.025676,0.13454,0.077728,0.1251,0.14964,0.096271,0.030045,0.064693,0.17344,0.080502,0.13853,0.016892,0.14165,1,Corona
0.75075,0.46359,0.16249,0.66802,1.3858,1.3082,1.0428,0.65398,0.71098,0.086322,0.20297,0.34823,0.34662,0.42078,0.096976,0.080662,0.14748,0.12065,0.099944,0.11293,0.031911,0.048076,0.14267,0.03654,0.084468,0.064422,0.048331,0.13004,0.075642,0.18036,0.085896,0.052555,0.11964,0.136,0.10692,0.027832,0.15172,0.084552,0.15672,0.1512,0.084193,0.089373,0.065978,0.14467,0.073459,0.13488,0.060595,0.060596,1,Corona
1.9167,0.96683,0.3199,0.42322,1.0027,0.7167,0.42049,0.05058,0.1598,0.21755,0.14647,0.13494,0.14653,0.21606,0.077026,0.10079,0.066235,0.037607,0.031437,0.020663,0.040805,0.0032013,0.050296,0.025359,0.046208,0.039951,0.050176,0.012192,0.041395,0.035213,0.015972,0.038902,0.011017,0.040885,0.030163,0.038088,0.034648,0.047503,0.04112,0.048744,0.0096889,0.070043,0.020815,0.026284,0.036141,0.017022,0.026114,0.055596,2,Surface
1.9724,0.94122,0.39499,0.45454,1.095,0.69037,0.18451,0.043719,0.050114,0.067482,0.051168,0.010316,0.102,0.11538,0.048283,0.04052,0.050761,0.022091,0.016903,0.040039,0.036283,0.032651,0.024383,0.040363,0.02113,0.008053,0.015059,0.016716,0.029222,0.049114,0.0018734,0.012916,0.012014,0.01675,0.017036,0.029915,0.026544,0.015874,0.04451,0.020253,0.03817,0.027319,0.032612,0.039862,0.029137,0.016714,0.0067603,0.011593,2,Surface
