F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,Label
1.8315,0.92494,0.29065,0.56324,0.94037,0.63837,0.32685,0.061252,0.15048,0.15649,0.18496,0.10429,0.1054,0.14175,0.059124,0.024571,0.036515,0.013896,0.044255,0.04471,0.035077,0.031197,0.046479,0.064684,0.035684,0.033763,0.059387,0.024095,0.06232,0.023224,0.01547,0.01927,0.015743,0.066671,0.022112,0.043913,0.028051,0.029663,0.047149,0.031031,0.057787,0.020192,0.024928,0.035103,0.034425,0.031104,0.020177,0.027633,2,Surface
1.7831,0.89327,0.29317,0.57935,0.92266,0.72229,0.38733,0.040824,0.032522,0.075959,0.07386,0.13121,0.092603,0.099508,0.039638,0.0059865,0.041134,0.071525,0.0185,0.032122,0.016195,0.021989,0.036197,0.072371,0.01422,0.051929,0.071739,0.011927,0.033899,0.051418,0.09096,0.045448,0.03504,0.015253,0.023386,0.063926,0.030788,0.018227,0.016811,0.019093,0.019242,0.029918,0.07464,0.05707,0.071163,0.022778,0.021773,0.013716,2,Surface
1.8851,0.97075,0.27593,0.47218,0.92021,0.70316,0.31085,0.10629,0.098417,0.13992,0.072002,0.083889,0.074976,0.075418,0.045607,0.079392,0.02391,0.07031,0.041789,0.027986,0.03492,0.0588,0.02101,0.0098424,0.04859,0.014334,0.035809,0.028001,0.042288,0.056403,0.035244,0.040735,0.017879,0.035562,0.023366,0.029253,0.028668,0.046335,0.02886,0.039101,0.019472,0.041769,0.046999,0.046514,0.07126,0.019586,0.035074,0.028596,2,Surface
1.8112,0.87647,0.32497,0.45121,0.90648,0.70532,0.42381,0.14269,0.19882,0.13638,0.12507,0.14241,0.079801,0.10214,0.076251,0.083263,0.018496,0.062202,0.0061588,0.024435,0.04616,0.018098,0.073847,0.032208,0.012962,0.026303,0.022445,0.033598,0.029021,0.031417,0.024478,0.014526,0.018176,0.012239,0.035967,0.031632,0.035302,0.090297,0.027733,0.055528,0.023449,0.021519,0.016964,0.042723,0.043036,0.039354,0.008327,0.0402,2,Surface
1.8466,0.94137,0.26766,0.46875,0.77291,0.73867,0.36537,0.01474,0.13062,0.18118,0.12129,0.12027,0.10541,0.18435,0.041311,0.11628,0.08848,0.013302,0.023262,0.036802,0.015385,0.055086,0.037593,0.040658,0.020357,0.014513,0.017071,0.047837,0.038177,0.041478,0.039838,0.011946,0.005324,0.02947,0.020835,0.040931,0.027841,0.028141,0.066076,0.021104,0.051245,0.014349,0.029742,0.063317,0.043205,0.02723,0.021385,0.030405,2,Surface
1.8068,0.89204,0.31866,0.39301,0.93291,0.8123,0.46726,0.11366,0.14829,0.24476,0.24682,0.28854,0.20902,0.25797,0.11558,0.029644,0.034182,0.03885,0.038835,0.024947,0.020473,0.043251,0.024823,0.031134,0.0058097,0.0569,0.05101,0.030011,0.039974,0.053738,0.030892,0.067895,0.020614,0.041854,0.04998,0.012958,0.036706,0.074761,0.030386,0.033403,0.053273,0.049228,0.080992,0.033566,0.03333,0.023248,0.026281,0.023081,2,Surface
1.837,0.90767,0.28622,0.35489,0.86298,0.84399,0.4945,0.11134,0.069902,0.11516,0.083411,0.04665,0.0095918,0.094483,0.054254,0.071196,0.054171,0.024202,0.03901,0.020948,0.031182,0.043352,0.026389,0.036539,0.02568,0.0094916,0.049914,0.014402,0.050881,0.014926,0.032943,0.02478,0.043849,0.027007,0.0364,0.018958,0.052997,0.036479,0.054404,0.022492,0.017828,0.05413,0.012264,0.065176,0.037243,0.015779,0.07186,0.044219,2,Surface
1.7847,0.93566,0.26516,0.44626,1.0443,0.82207,0.50967,0.085502,0.034849,0.15573,0.13123,0.066214,0.14062,0.15884,0.099546,0.047178,0.0084259,0.090832,0.051773,0.14264,0.053426,0.041333,0.047961,0.02675,0.054471,0.013989,0.01482,0.032955,0.066762,0.023346,0.043657,0.052127,0.054378,0.038195,0.068583,0.036086,0.016983,0.056088,0.018097,0.033483,0.014319,0.0089715,0.0060229,0.053479,0.045539,0.040142,0.014437,0.017071,2,Surface
1.943,0.98962,0.30138,0.5489,0.92067,0.71252,0.33365,0.081037,0.11076,0.1284,0.063999,0.13371,0.0386,0.02987,0.05657,0.031645,0.082858,0.06979,0.036224,0.026375,0.02617,0.034715,0.021973,0.015913,0.056867,0.061398,0.010328,0.011679,0.021559,0.055495,0.0062984,0.027305,0.010895,0.022582,0.048423,0.056748,0.064591,0.023758,0.015003,0.033809,0.086184,0.034746,0.038831,0.022744,0.048796,0.019097,0.059763,0.028535,2,Surface
1.8591,0.93658,0.28011,0.55613,0.84818,0.6588,0.45414,0.10432,0.20507,0.065432,0.072648,0.11621,0.030511,0.062441,0.063241,0.059678,0.04412,0.02775,0.048395,0.026837,0.02565,0.036748,0.052789,0.013163,0.060708,0.036822,0.023782,0.019624,0.065611,0.058737,0.019585,0.047679,0.05907,0.031538,0.03004,0.032414,0.039822,0.069985,0.063565,0.030506,0.046003,0.021249,0.019306,0.040153,0.064837,0.031223,0.01522,0.0053397,2,Surface
1.8212,0.91388,0.32177,0.52359,0.96221,0.57106,0.57266,0.15269,0.12576,0.045493,0.036755,0.025128,0.057039,0.014419,0.048584,0.0026978,0.017314,0.0090676,0.003553,0.032376,0.010264,0.029208,0.025187,0.042639,0.01894,0.048353,0.069767,0.021532,0.01404,0.022789,0.041486,0.011926,0.024123,0.028851,0.021844,0.027448,0.0203,0.046172,0.0052473,0.02056,0.019005,0.05169,0.033609,0.027471,0.033709,0.0075617,0.036294,0.026574,2,Surface
1.9016,0.99812,0.28091,0.58864,1.1282,0.96963,0.3825,0.11821,0.024499,0.1542,0.12359,0.16979,0.083448,0.12088,0.12737,0.10476,0.057349,0.061274,0.056229,0.078333,0.041541,0.013732,0.023671,0.0038829,0.025102,0.032694,0.027194,0.064115,0.0096951,0.045585,0.038194,0.03327,0.035604,0.029131,0.049365,0.056831,0.036079,0.030995,0.085953,0.037849,0.037935,0.059036,0.067871,0.025329,0.030376,0.043692,0.044056,0.0046489,2,Surface
1.8261,0.82314,0.46163,0.67405,1.208,0.93422,0.3609,0.18622,0.24309,0.10708,0.049384,0.054413,0.092352,0.10233,0.093888,0.0078262,0.077381,0.11401,0.071149,0.015652,0.037384,0.040504,0.077944,0.020441,0.017633,0.05696,0.032258,0.02617,0.044213,0.023681,0.058948,0.075232,0.036983,0.061003,0.049983,0.072439,0.042608,0.02614,0.020232,0.050508,0.012359,0.045462,0.068244,0.07977,0.023917,0.051788,0.03203,0.037824,2,Surface
1.9356,0.98768,0.30432,0.62187,0.92715,0.6188,0.8996,0.1997,0.15069,0.067076,0.063433,0.07689,0.059694,0.085934,0.036393,0.098996,0.081911,0.0039248,0.095356,0.017989,0.024342,0.021192,0.048839,0.0041858,0.032333,0.0060797,0.06094,0.032494,0.044382,0.026569,0.01164,0.017278,0.024817,0.028028,0.067063,0.019255,0.02433,0.032136,0.020752,0.031107,0.018455,0.039759,0.043081,0.023271,0.04534,0.071723,0.01767,0.033417,2,Surface
1.8353,0.90586,0.33384,0.54317,1.431,1.0944,0.56381,0.1229,0.050133,0.052196,0.033184,0.070854,0.039807,0.1423,0.1022,0.12599,0.011171,0.013236,0.026797,0.047977,0.084134,0.024794,0.036521,0.059581,0.087152,0.039076,0.060875,0.051001,0.012441,0.030256,0.036873,0.039385,0.0066079,0.034282,0.046333,0.046659,0.048615,0.0091463,0.043319,0.0039523,0.043983,0.057231,0.030473,0.010608,0.033879,0.013205,0.013063,0.020905,2,Surface
1.8165,0.89386,0.34795,0.39345,1.027,0.80199,0.52619,0.11226,0.11603,0.11364,0.055045,0.080542,0.032278,0.074321,0.062802,0.1181,0.12418,0.039474,0.035632,0.062525,0.066448,0.041467,0.02437,0.016146,0.028093,0.021733,0.038487,0.021593,0.046961,0.070077,0.025829,0.027642,0.01474,0.018775,0.058799,0.010004,0.046054,0.063249,0.013622,0.045256,0.078491,0.045693,0.026993,0.015735,0.044429,0.057907,0.023447,0.022049,2,Surface
1.9506,0.94279,0.34067,0.26664,0.71472,0.80179,1.5199,0.51425,0.42458,0.29183,0.22045,0.24744,0.2423,0.22914,0.054314,0.075751,0.02177,0.018025,0.031968,0.056356,0.051968,0.072666,0.034194,0.060321,0.036635,0.027311,0.078628,0.029737,0.06162,0.049042,0.036011,0.084,0.080745,0.07641,0.033389,0.020849,0.017917,0.067347,0.026663,0.086914,0.0050211,0.047349,0.031604,0.041924,0.029257,0.035335,0.0027774,0.052193,2,Surface
1.6883,0.86225,0.25338,0.65867,1.1488,0.84681,0.18327,0.050158,0.040742,0.063197,0.037126,0.038902,0.01527,0.05625,0.052702,0.071872,0.047562,0.049407,0.059669,0.052963,0.011869,0.0096406,0.055201,0.010954,0.018955,0.020324,0.030837,0.055046,0.059894,0.021918,0.038142,0.051319,0.071102,0.023743,0.025956,0.016344,0.0077688,0.049223,0.021504,0.037705,0.010453,0.011898,0.023401,0.040497,0.030026,0.030094,0.045612,0.044409,2,Surface
1.9901,0.93199,0.34858,0.33151,0.72725,0.64238,1.5102,0.44749,0.39112,0.26321,0.25208,0.28211,0.25039,0.30997,0.081257,0.12899,0.068388,0.027598,0.024839,0.013434,0.0475,0.070008,0.036884,0.042891,0.07449,0.013843,0.054666,0.036368,0.065008,0.068563,0.013841,0.039096,0.050205,0.043061,0.041858,0.061463,0.019027,0.045476,0.043748,0.05912,0.047685,0.079469,0.012805,0.039188,0.013259,0.049912,0.050269,0.055249,2,Surface
1.7266,0.88996,0.25996,0.44213,1.1222,1.0371,0.80804,0.14413,0.07526,0.12586,0.088961,0.20952,0.045657,0.1699,0.082425,0.088445,0.060765,0.052403,0.028511,0.043141,0.043642,0.032951,0.017655,0.057881,0.032023,0.037937,0.055077,0.040054,0.0268,0.02118,0.064083,0.042878,0.025826,0.043827,0.082691,0.095713,0.03595,0.0073951,0.016312,0.046715,0.026532,0.02689,0.086592,0.013203,0.034599,0.032537,0.032118,0.012385,2,Surface
1.8413,0.88873,0.35037,0.36327,0.25942,0.33546,0.34638,0.12061,0.17779,0.028102,0.066487,0.1308,0.01749,0.02569,0.094417,0.039067,0.031404,0.073695,0.047582,0.054433,0.0048111,0.080218,0.011853,0.052968,0.026464,0.060694,0.045875,0.0062812,0.014494,0.044717,0.021846,0.02192,0.080761,0.077682,0.043303,0.056325,0.047141,0.024111,0.047038,0.02194,0.024646,0.048238,0.027551,0.049338,0.032183,0.02089,0.046997,0.044034,2,Surface
1.9038,0.99553,0.25129,0.37504,1.0773,0.92205,1.1192,0.21352,0.29483,0.24947,0.20726,0.19126,0.14955,0.19699,0.14442,0.093259,0.12471,0.034813,0.036448,0.033926,0.020943,0.064851,0.035619,0.024749,0.017575,0.0027446,0.034245,0.031622,0.022688,0.0093863,0.043156,0.054928,0.056481,0.046144,0.014894,0.022349,0.035462,0.024043,0.049736,0.019277,0.030523,0.014637,0.036928,0.04358,0.026556,0.099137,0.047048,0.030267,2,Surface
1.9183,0.97683,0.3307,0.4393,1.1114,1.0859,0.52843,0.13886,0.13306,0.21533,0.088047,0.14295,0.099294,0.19436,0.10357,0.087875,0.089331,0.019845,0.023826,0.10819,0.013039,0.069714,0.042811,0.015688,0.039281,0.031625,0.045025,0.035175,0.06308,0.044585,0.017714,0.047796,0.035104,0.047353,0.028068,0.042967,0.0327,0.03632,0.024032,0.020284,0.053414,0.041445,0.079564,0.038681,0.053131,0.016582,0.07571,0.030973,2,Surface
1.9411,0.99564,0.29538,0.67568,1.3698,1.102,0.22993,0.04448,0.18113,0.17702,0.08153,0.10432,0.129,0.17449,0.035821,0.0029174,0.018964,0.067632,0.05187,0.040183,0.040949,0.085573,0.064557,0.01515,0.020257,0.050811,0.045165,0.040524,0.030805,0.040342,0.067648,0.026074,0.027655,0.022451,0.03497,0.039232,0.021309,0.016986,0.082481,0.047626,0.064815,0.028386,0.042948,0.03313,0.054396,0.0051418,0.0162,0.032591,2,Surface
1.7743,0.90884,0.2484,0.44526,1.0867,0.80788,0.49003,0.10767,0.26432,0.077941,0.058554,0.13224,0.082084,0.091119,0.031452,0.122,0.013943,0.088718,0.017222,0.02226,0.022007,0.032512,0.062914,0.019299,0.012796,0.018893,0.048799,0.040561,0.039524,0.026002,0.058913,0.044347,0.055686,0.064425,0.044337,0.051695,0.056659,0.044316,0.029697,0.031124,0.024036,0.027066,0.062316,0.022969,0.014715,0.034647,0.024252,0.01718,2,Surface
1.8165,0.88038,0.30198,0.59278,0.1192,0.62416,0.5186,0.26217,0.060957,0.076884,0.1078,0.085,0.1185,0.058066,0.026465,0.028488,0.056191,0.010257,0.058714,0.03087,0.061069,0.026816,0.021249,0.018976,0.016475,0.024319,0.020119,0.018084,0.041864,0.022843,0.016606,0.057695,0.033689,0.017781,0.053635,0.064941,0.030558,0.06742,0.038011,0.018908,0.023253,0.021296,0.016513,0.01536,0.058541,0.052417,0.040687,0.018488,2,Surface
1.9364,0.93294,0.32871,0.24111,0.46151,0.56018,1.429,0.33402,0.34035,0.35788,0.2522,0.2878,0.27085,0.27331,0.20557,0.27285,0.062358,0.096861,0.047519,0.032534,0.023814,0.017669,0.039718,0.034303,0.074634,0.020055,0.021216,0.10445,0.018932,0.044796,0.04474,0.060382,0.022157,0.066488,0.012448,0.044234,0.028391,0.079666,0.033505,0.031719,0.055067,0.061792,0.032046,0.036425,0.055154,0.033616,0.011374,0.046972,2,Surface
1.8439,0.93971,0.24746,0.5376,0.12276,0.38531,0.22567,0.10003,0.085759,0.037195,0.045145,0.038691,0.058842,0.064799,0.060756,0.050933,0.03674,0.017905,0.02153,0.042359,0.027862,0.05386,0.014426,0.015572,0.0090699,0.020534,0.05415,0.020674,0.055653,0.067903,0.0080484,0.061358,0.074477,0.038134,0.049253,0.021185,0.0019384,0.042045,0.027065,0.028293,0.026852,0.040874,0.053484,0.01288,0.029607,0.026144,0.049965,0.032879,2,Surface
1.7755,0.88681,0.24808,0.76257,0.46808,0.59507,0.14073,0.27138,0.12254,0.051264,0.03135,0.078708,0.062282,0.040219,0.098345,0.049677,0.068495,0.024904,0.065191,0.067841,0.028154,0.036543,0.063217,0.042265,0.041375,0.031476,0.042438,0.034478,0.077803,0.017117,0.048346,0.025798,0.0043964,0.031501,0.027692,0.063271,0.038425,0.02678,0.058955,0.059525,0.050796,0.067248,0.036041,0.029795,0.047503,0.031782,0.035621,0.0081542,2,Surface
1.796,0.92136,0.28973,0.42337,1.0625,0.85735,0.85405,0.15576,0.25521,0.22078,0.094222,0.034488,0.1199,0.18609,0.070645,0.074634,0.075731,0.071409,0.11386,0.040691,0.057045,0.07547,0.0722,0.073723,0.029421,0.055291,0.056957,0.020628,0.084362,0.0205,0.022721,0.043381,0.01446,0.076267,0.038543,0.031651,0.055363,0.047135,0.030383,0.004883,0.076394,0.043153,0.028273,0.059723,0.011696,0.012788,0.029891,0.019007,2,Surface
1.8825,0.86953,0.38262,0.331,0.81548,0.74231,1.4833,0.37568,0.45285,0.29769,0.30357,0.28317,0.19005,0.25301,0.1101,0.068908,0.043028,0.063494,0.053511,0.030925,0.048933,0.033775,0.018707,0.058185,0.050284,0.020906,0.075976,0.062772,0.062952,0.052915,0.028358,0.030872,0.057875,0.042328,0.042585,0.065996,0.06213,0.063885,0.074816,0.0074682,0.047309,0.039417,0.013887,0.025625,0.035791,0.060385,0.025349,0.066787,2,Surface
2.0002,0.98618,0.29896,0.24458,0.68558,0.75169,1.4549,0.46182,0.42633,0.25949,0.2464,0.23868,0.20581,0.13436,0.07122,0.11951,0.033734,0.025631,0.045727,0.0094397,0.056417,0.071969,0.012303,0.032008,0.023085,0.042729,0.074831,0.029234,0.019902,0.043347,0.047659,0.051141,0.022515,0.065097,0.029228,0.013118,0.039638,0.053589,0.03619,0.048636,0.038336,0.050823,0.04987,0.03932,0.046486,0.019949,0.060497,0.027692,2,Surface
2.0502,1.0261,0.27969,0.31105,0.68272,0.65295,1.4312,0.39475,0.5472,0.50159,0.35333,0.26783,0.35913,0.46414,0.12822,0.14542,0.019341,0.037651,0.019421,0.063642,0.06511,0.078312,0.05679,0.085283,0.013484,0.012538,0.047659,0.10778,0.02562,0.024917,0.015001,0.053705,0.055336,0.0075273,0.057891,0.061047,0.050068,0.034476,0.013065,0.045329,0.050304,0.017868,0.07194,0.047109,0.033731,0.05002,0.04034,0.023484,2,Surface
1.8747,0.92189,0.33741,0.37652,0.36107,0.46461,0.36862,0.087794,0.13385,0.050721,0.0261,0.035005,0.067152,0.029588,0.040851,0.034167,0.042673,0.046874,0.044245,0.036383,0.03612,0.080572,0.032272,0.070725,0.080666,0.026824,0.038196,0.019992,0.053974,0.018904,0.034614,0.02892,0.023241,0.037628,0.07044,0.051473,0.033263,0.065484,0.010977,0.0093199,0.042602,0.051974,0.0030707,0.015232,0.028085,0.083118,0.052162,0.066079,2,Surface
1.9387,0.93119,0.34417,0.33383,0.75,0.55077,1.4504,0.42374,0.60832,0.31992,0.27511,0.29062,0.31592,0.32633,0.079755,0.17293,0.056449,0.011475,0.040677,0.071123,0.056273,0.032638,0.080506,0.011457,0.088712,0.062828,0.071365,0.070078,0.088465,0.024599,0.026492,0.029551,0.071878,0.039617,0.033898,0.012866,0.021614,0.077117,0.05557,0.023751,0.054465,0.08118,0.011823,0.064561,0.018008,0.054291,0.061047,0.074347,2,Surface
1.889,0.91422,0.32747,0.18955,0.37756,0.45464,0.49565,0.29101,0.21516,0.096669,0.078447,0.063295,0.11433,0.078506,0.056066,0.028214,0.091692,0.038925,0.058624,0.018342,0.020976,0.024328,0.032225,0.057631,0.0099948,0.02783,0.027932,0.023638,0.029952,0.049369,0.076753,0.015518,0.068076,0.058189,0.036772,0.039675,0.020915,0.0461,0.055423,0.040685,0.0060522,0.039046,0.00793,0.041855,0.019282,0.031052,0.084684,0.081445,2,Surface
1.9464,0.99959,0.26372,0.75609,1.4705,1.1485,0.58875,0.17638,0.35133,0.10726,0.063778,0.16476,0.027663,0.042568,0.14294,0.078627,0.11206,0.047538,0.028512,0.092528,0.026191,0.017677,0.046347,0.0035772,0.078678,0.043706,0.070525,0.051201,0.090309,0.04404,0.034835,0.097428,0.025943,0.012321,0.015708,0.036964,0.026096,0.057399,0.04655,0.03238,0.081165,0.027755,0.10206,0.064751,0.032915,0.071279,0.028966,0.073491,2,Surface
1.9521,0.97757,0.2793,0.42753,0.097895,0.3353,0.14736,0.16706,0.13833,0.02781,0.16085,0.036759,0.027076,0.058483,0.042144,0.064888,0.059633,0.06083,0.023261,0.029984,0.068872,0.032793,0.037764,0.051716,0.073959,0.024513,0.030312,0.052733,0.079051,0.012332,0.0095048,0.071618,0.040751,0.039884,0.01878,0.048244,0.010347,0.024289,0.02231,0.037165,0.037152,0.055982,0.029292,0.024132,0.018957,0.013244,0.037076,0.032102,2,Surface
1.8996,0.89574,0.40912,0.72371,0.26869,0.58141,0.1337,0.12166,0.11414,0.083341,0.083767,0.057314,0.054176,0.067033,0.061078,0.06738,0.047793,0.049299,0.036392,0.044733,0.0083373,0.061023,0.035083,0.048815,0.044335,0.035535,0.048987,0.030041,0.051916,0.025789,0.039906,0.018457,0.031336,0.027383,0.031217,0.059799,0.035859,0.018691,0.021487,0.033906,0.016036,0.042134,0.015843,0.033403,0.054474,0.052615,0.025079,0.061887,2,Surface
2.055,0.99368,0.34639,0.31696,0.6494,0.80928,1.6211,0.36202,0.32845,0.25101,0.23242,0.29762,0.37185,0.23837,0.056953,0.032392,0.12644,0.11015,0.071296,0.083195,0.046921,0.022553,0.031175,0.065664,0.071362,0.0078653,0.028927,0.10145,0.019526,0.034617,0.037032,0.078069,0.038525,0.043175,0.063835,0.038725,0.021665,0.044003,0.039568,0.066018,0.10315,0.038504,0.054556,0.0078469,0.038278,0.024365,0.08731,0.046902,2,Surface
1.8797,0.91036,0.33642,0.2375,0.83413,0.61064,1.4689,0.49669,0.49003,0.43942,0.24844,0.13467,0.40183,0.3976,0.12772,0.068811,0.11942,0.014579,0.052288,0.055527,0.065839,0.020429,0.060414,0.065437,0.058744,0.036255,0.004569,0.026795,0.08917,0.0448,0.045187,0.065618,0.018165,0.017248,0.062665,0.037347,0.045072,0.060427,0.027052,0.068356,0.04446,0.033647,0.044561,0.060762,0.062356,0.059774,0.055872,0.054905,2,Surface
1.8591,0.923,0.31899,0.35804,0.72873,0.61353,1.5265,0.41417,0.35023,0.42913,0.38225,0.38677,0.24787,0.34758,0.1961,0.2031,0.067598,0.073063,0.013548,0.040458,0.071268,0.051227,0.090742,0.12004,0.039029,0.027631,0.045777,0.052884,0.017241,0.029607,0.049345,0.05516,0.0721,0.005465,0.049956,0.075365,0.047907,0.010307,0.052128,0.072097,0.045481,0.03895,0.043222,0.073143,0.045021,0.049106,0.019462,0.065468,2,Surface
1.8032,0.91443,0.24434,0.45918,0.98712,0.86338,1.7356,0.47317,0.39624,0.17465,0.11544,0.15077,0.16098,0.13158,0.11808,0.072131,0.07282,0.0053625,0.03311,0.059918,0.056241,0.062875,0.0038273,0.06109,0.056506,0.022713,0.040904,0.051979,0.057033,0.051837,0.017071,0.076164,0.028741,0.042068,0.06057,0.078697,0.077815,0.058868,0.02799,0.055783,0.067244,0.09167,0.065931,0.034408,0.047565,0.020438,0.088193,0.045523,2,Surface
1.8866,0.90145,0.38485,0.362,0.3935,0.48158,0.30534,0.092294,0.050786,0.032378,0.052002,0.041544,0.079658,0.038236,0.023839,0.046771,0.031481,0.029857,0.047059,0.057709,0.062584,0.024173,0.02048,0.030433,0.08436,0.052085,0.035164,0.07255,0.0688,0.0097436,0.040639,0.011642,0.024958,0.023659,0.046483,0.054716,0.017719,0.037304,0.04665,0.044685,0.080515,0.01373,0.040696,0.011889,0.035078,0.041373,0.056456,0.023589,2,Surface
2.0579,0.96677,0.39225,0.28334,1.0604,0.71573,1.7521,0.55912,0.28972,0.27779,0.10269,0.12074,0.18818,0.22804,0.030513,0.033183,0.093702,0.016495,0.059965,0.071672,0.11447,0.072574,0.03614,0.023861,0.024607,0.027376,0.023584,0.031365,0.0281,0.033884,0.041128,0.0514,0.024063,0.0157,0.0097754,0.064319,0.033709,0.063065,0.040281,0.03479,0.04567,0.053215,0.0063488,0.04457,0.063205,0.021624,0.057979,0.04801,2,Surface
1.9693,0.95957,0.34888,0.99477,0.41663,0.5278,0.1551,0.19254,0.04653,0.012146,0.11499,0.051094,0.041749,0.014783,0.039345,0.02621,0.1047,0.05288,0.0084928,0.029774,0.03644,0.051212,0.087699,0.039397,0.014349,0.040522,0.028651,0.041587,0.068058,0.018282,0.032459,0.05599,0.048277,0.026452,0.036713,0.0084919,0.056904,0.03615,0.02966,0.069585,0.020449,0.020299,0.056051,0.044984,0.048686,0.056717,0.026748,0.064761,2,Surface
1.8198,0.9111,0.33153,0.79222,1.2917,1.0826,0.33581,0.11154,0.27082,0.091565,0.032837,0.15539,0.026873,0.028395,0.13195,0.17529,0.037103,0.067643,0.088302,0.067041,0.073595,0.10484,0.050645,0.039247,0.05891,0.040619,0.048533,0.048462,0.046374,0.011163,0.027957,0.044713,0.011756,0.034328,0.04929,0.05452,0.027445,0.030761,0.02382,0.091993,0.03558,0.02895,0.008401,0.0463,0.11863,0.056614,0.039197,0.064303,2,Surface
1.8653,0.94829,0.24689,0.75062,1.2537,0.82572,0.84671,0.13099,0.131,0.10924,0.11122,0.13712,0.10393,0.13868,0.038966,0.088391,0.057219,0.058119,0.048323,0.048431,0.062688,0.012591,0.099047,0.040257,0.062762,0.022896,0.052971,0.021407,0.066524,0.012264,0.039827,0.0063511,0.049266,0.037029,0.029538,0.014924,0.016829,0.069697,0.059391,0.021389,0.03989,0.022834,0.016182,0.0063606,0.043869,0.051211,0.026323,0.07312,2,Surface
1.8929,0.93801,0.314,0.30931,0.66832,0.56018,1.6074,0.45066,0.53424,0.52195,0.43256,0.40323,0.42197,0.40177,0.098334,0.12306,0.071777,0.078556,0.065352,0.0082049,0.051381,0.031352,0.040684,0.035188,0.095119,0.077706,0.041925,0.025412,0.037904,0.022425,0.035054,0.032708,0.053385,0.094443,0.021434,0.06821,0.03202,0.07602,0.1088,0.090938,0.067404,0.066017,0.058552,0.016409,0.023366,0.037763,0.017251,0.031075,2,Surface
1.9692,0.94724,0.35186,0.42374,0.9476,0.84522,1.7667,0.50041,0.3873,0.20275,0.21442,0.26119,0.11345,0.21586,0.051206,0.059289,0.023613,0.014777,0.075027,0.026134,0.060331,0.072786,0.023799,0.056913,0.036982,0.10081,0.068704,0.051985,0.031491,0.046956,0.057397,0.021219,0.058212,0.059939,0.056178,0.026451,0.068755,0.054145,0.006768,0.048027,0.077533,0.029836,0.042567,0.039994,0.047399,0.036469,0.033959,0.066102,2,Surface
1.8673,0.90075,0.31988,0.48259,0.37237,0.68418,0.14708,0.10336,0.08857,0.06419,0.082871,0.068876,0.052875,0.076696,0.094977,0.014308,0.081292,0.053352,0.070654,0.022437,0.033374,0.0070956,0.0026545,0.030859,0.055153,0.074109,0.018387,0.040596,0.03685,0.087857,0.017653,0.069152,0.014794,0.035025,0.036013,0.035212,0.051417,0.048545,0.023985,0.035771,0.012879,0.022875,0.071328,0.03356,0.020517,0.028612,0.025955,0.048156,2,Surface
1.9615,1.0067,0.24588,0.99284,0.52504,0.65834,0.15908,0.42994,0.1523,0.0769,0.14154,0.061904,0.077552,0.06194,0.057402,0.048732,0.056811,0.038692,0.032727,0.060312,0.0025395,0.033364,0.069862,0.026339,0.01617,0.031166,0.070796,0.02523,0.040577,0.035748,0.027416,0.019266,0.029227,0.019995,0.012719,0.04378,0.053606,0.033539,0.053618,0.020221,0.045024,0.074448,0.037133,0.037828,0.047874,0.027023,0.047823,0.01842,2,Surface
1.8263,0.86265,0.36937,0.32322,0.91016,0.98312,1.7242,0.32415,0.29625,0.054162,0.051318,0.073878,0.25778,0.30932,0.15349,0.089214,0.075342,0.11784,0.012459,0.039462,0.079268,0.06366,0.014544,0.014321,0.053571,0.032871,0.068025,0.010614,0.038449,0.02413,0.032698,0.05192,0.027823,0.040882,0.021605,0.021092,0.02832,0.056444,0.075309,0.085624,0.043479,0.065917,0.03962,0.058507,0.011433,0.026094,0.034837,0.062002,2,Surface
1.9528,0.97058,0.31305,0.24047,0.8855,0.74503,1.5838,0.56563,0.38261,0.38888,0.35309,0.2995,0.23934,0.27434,0.10882,0.15962,0.05385,0.10328,0.016983,0.085088,0.0082663,0.075936,0.020152,0.06585,0.074602,0.068612,0.039464,0.03205,0.033879,0.038682,0.064434,0.031534,0.06174,0.031889,0.028014,0.031847,0.025381,0.015344,0.05648,0.020568,0.059203,0.021715,0.028234,0.060631,0.083329,0.028518,0.042736,0.061133,2,Surface
1.9067,0.90465,0.35886,0.53557,0.31779,0.42423,0.33339,0.074543,0.094346,0.010367,0.10826,0.026337,0.15235,0.065237,0.048779,0.04352,0.029182,0.053144,0.03734,0.10336,0.030701,0.047304,0.0092284,0.051365,0.041362,0.034073,0.045366,0.024762,0.057139,0.026703,0.029377,0.023408,0.022099,0.032814,0.018767,0.021804,0.027419,0.01942,0.067001,0.044744,0.040211,0.045821,0.063746,0.032667,0.02586,0.023277,0.023946,0.026108,2,Surface
1.9991,0.93631,0.38728,0.79032,0.38503,0.34796,0.14532,0.36687,0.11043,0.073297,0.083959,0.11519,0.015203,0.026192,0.039368,0.025782,0.038934,0.0070824,0.047879,0.050476,0.030526,0.012627,0.042903,0.0083556,0.063732,0.021407,0.058524,0.036019,0.046797,0.037145,0.049689,0.0022148,0.055684,0.043696,0.036588,0.016571,0.019416,0.036222,0.01807,0.007461,0.027916,0.03454,0.03163,0.053751,0.008007,0.030859,0.039288,0.041274,2,Surface
